coupe,num coupe,dimensions,voxel,labels
coronal,45,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,46,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,47,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,48,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,49,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,50,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,51,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,52,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,53,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32752), (42, 2), (73, 14)]"
coronal,54,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32570), (3, 33), (42, 132), (73, 33)]"
coronal,55,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32294), (3, 140), (42, 264), (73, 70)]"
coronal,56,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32082), (3, 260), (42, 373), (73, 53)]"
coronal,57,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31918), (3, 335), (42, 463), (73, 52)]"
coronal,58,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31749), (2, 2), (3, 416), (42, 549), (73, 52)]"
coronal,59,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31578), (2, 6), (3, 487), (41, 10), (42, 637), (73, 50)]"
coronal,60,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31431), (2, 18), (3, 531), (41, 24), (42, 677), (73, 87)]"
coronal,61,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31289), (2, 38), (3, 587), (41, 45), (42, 715), (73, 94)]"
coronal,62,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31171), (2, 75), (3, 626), (41, 74), (42, 736), (73, 86)]"
coronal,63,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31022), (2, 95), (3, 669), (41, 108), (42, 766), (73, 108)]"
coronal,64,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30886), (2, 111), (3, 718), (41, 146), (42, 811), (73, 96)]"
coronal,65,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30762), (2, 125), (3, 776), (41, 161), (42, 842), (73, 102)]"
coronal,66,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30631), (2, 152), (3, 814), (41, 190), (42, 869), (73, 112)]"
coronal,67,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30538), (2, 171), (3, 831), (41, 209), (42, 914), (73, 105)]"
coronal,68,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30431), (2, 197), (3, 861), (41, 234), (42, 926), (73, 119)]"
coronal,69,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30316), (2, 225), (3, 892), (41, 262), (42, 967), (73, 106)]"
coronal,70,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30201), (2, 248), (3, 932), (41, 296), (42, 978), (73, 113)]"
coronal,71,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30127), (2, 270), (3, 947), (41, 311), (42, 1011), (73, 102)]"
coronal,72,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30016), (2, 296), (3, 969), (41, 329), (42, 1045), (73, 113)]"
coronal,73,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29894), (2, 310), (3, 1020), (41, 363), (42, 1072), (73, 109)]"
coronal,74,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29802), (2, 330), (3, 1025), (41, 380), (42, 1104), (73, 127)]"
coronal,75,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29699), (2, 379), (3, 1029), (41, 401), (42, 1121), (73, 139)]"
coronal,76,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29597), (2, 399), (3, 1065), (41, 421), (42, 1141), (73, 145)]"
coronal,77,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29498), (2, 412), (3, 1108), (41, 449), (42, 1165), (73, 136)]"
coronal,78,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29398), (2, 424), (3, 1146), (41, 461), (42, 1201), (73, 138)]"
coronal,79,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29288), (2, 437), (3, 1174), (41, 489), (42, 1232), (73, 148)]"
coronal,80,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29197), (2, 441), (3, 1211), (41, 504), (42, 1251), (73, 164)]"
coronal,81,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29094), (2, 474), (3, 1238), (41, 522), (42, 1289), (73, 151)]"
coronal,82,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29007), (2, 509), (3, 1256), (41, 550), (42, 1297), (73, 149)]"
coronal,83,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28936), (2, 526), (3, 1263), (41, 576), (42, 1304), (73, 163)]"
coronal,84,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28834), (2, 554), (3, 1291), (41, 592), (42, 1339), (73, 158)]"
coronal,85,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28769), (2, 596), (3, 1286), (41, 616), (42, 1340), (73, 161)]"
coronal,86,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28683), (2, 606), (3, 1298), (41, 631), (42, 1348), (73, 202)]"
coronal,87,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28609), (2, 658), (3, 1298), (41, 681), (42, 1335), (73, 187)]"
coronal,88,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28541), (2, 677), (3, 1298), (41, 720), (42, 1339), (73, 193)]"
coronal,89,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28493), (2, 718), (3, 1297), (41, 755), (42, 1342), (73, 163)]"
coronal,90,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28424), (2, 752), (3, 1311), (41, 775), (42, 1342), (73, 164)]"
coronal,91,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28322), (2, 758), (3, 1301), (41, 799), (42, 1363), (73, 225)]"
coronal,92,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28210), (2, 769), (3, 1317), (41, 825), (42, 1431), (73, 216)]"
coronal,93,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28044), (2, 813), (3, 1367), (41, 833), (42, 1442), (73, 269)]"
coronal,94,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27905), (2, 810), (3, 1437), (41, 843), (42, 1534), (73, 239)]"
coronal,95,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27778), (2, 805), (3, 1509), (4, 1), (41, 856), (42, 1572), (43, 8), (73, 239)]"
coronal,96,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27645), (2, 784), (3, 1593), (4, 10), (41, 854), (42, 1638), (43, 12), (73, 232)]"
coronal,97,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27493), (2, 773), (3, 1667), (4, 14), (41, 849), (42, 1703), (43, 21), (73, 248)]"
coronal,98,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27392), (2, 801), (3, 1702), (4, 21), (41, 863), (42, 1762), (43, 25), (50, 3), (73, 199)]"
coronal,99,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27254), (2, 806), (3, 1756), (4, 36), (41, 854), (42, 1804), (43, 34), (50, 10), (73, 214)]"
coronal,100,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27137), (2, 810), (3, 1794), (4, 37), (11, 9), (41, 851), (42, 1834), (43, 28), (50, 33), (73, 235)]"
coronal,101,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27005), (2, 810), (3, 1839), (4, 42), (11, 26), (41, 850), (42, 1876), (43, 27), (50, 58), (73, 235)]"
coronal,102,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26910), (2, 809), (3, 1822), (4, 43), (11, 48), (41, 851), (42, 1908), (43, 28), (50, 72), (51, 1), (73, 276)]"
coronal,103,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26820), (2, 816), (3, 1868), (4, 48), (11, 61), (26, 2), (41, 856), (42, 1907), (43, 27), (50, 84), (51, 11), (58, 4), (73, 264)]"
coronal,104,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26707), (2, 817), (3, 1888), (4, 53), (11, 70), (12, 1), (26, 9), (41, 859), (42, 1917), (43, 31), (50, 87), (51, 27), (58, 11), (73, 291)]"
coronal,105,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26613), (2, 803), (3, 1925), (4, 54), (11, 84), (12, 15), (26, 15), (41, 836), (42, 1945), (43, 48), (50, 85), (51, 39), (58, 18), (73, 288)]"
coronal,106,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26527), (2, 777), (3, 1938), (4, 58), (11, 87), (12, 27), (26, 17), (41, 836), (42, 1966), (43, 48), (50, 99), (51, 54), (58, 17), (73, 317)]"
coronal,107,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26435), (2, 753), (3, 1989), (4, 61), (11, 94), (12, 50), (26, 18), (41, 843), (42, 1981), (43, 49), (50, 105), (51, 70), (58, 20), (73, 300)]"
coronal,108,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26360), (2, 742), (3, 2018), (4, 58), (11, 103), (12, 66), (26, 21), (41, 852), (42, 1982), (43, 49), (50, 102), (51, 85), (58, 22), (73, 308)]"
coronal,109,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26256), (2, 751), (3, 2037), (4, 64), (11, 107), (12, 80), (26, 23), (41, 853), (42, 2009), (43, 55), (50, 103), (51, 108), (58, 25), (73, 297)]"
coronal,110,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26162), (2, 784), (3, 2004), (4, 67), (11, 109), (12, 94), (26, 28), (41, 855), (42, 2005), (43, 53), (50, 106), (51, 120), (58, 22), (73, 359)]"
coronal,111,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26058), (2, 814), (3, 2001), (4, 60), (11, 111), (12, 107), (26, 27), (41, 857), (42, 2067), (43, 63), (50, 104), (51, 134), (58, 26), (73, 339)]"
coronal,112,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25989), (2, 853), (3, 1989), (4, 60), (11, 108), (12, 129), (26, 27), (41, 873), (42, 2075), (43, 64), (50, 97), (51, 150), (58, 27), (73, 327)]"
coronal,113,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25933), (2, 869), (3, 2008), (4, 65), (11, 100), (12, 142), (26, 27), (41, 913), (42, 2096), (43, 73), (50, 89), (51, 156), (58, 28), (73, 269)]"
coronal,114,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25869), (2, 897), (3, 2000), (4, 68), (11, 94), (12, 149), (26, 25), (41, 935), (42, 2109), (43, 72), (50, 88), (51, 156), (52, 2), (58, 27), (73, 277)]"
coronal,115,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25790), (2, 919), (3, 2040), (4, 73), (11, 81), (12, 147), (13, 2), (26, 23), (41, 965), (42, 2101), (43, 71), (50, 83), (51, 152), (52, 10), (54, 2), (58, 19), (73, 290)]"
coronal,116,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25707), (2, 932), (3, 2081), (4, 79), (11, 76), (12, 141), (13, 15), (26, 13), (41, 1003), (42, 2087), (43, 75), (50, 74), (51, 139), (52, 22), (54, 30), (58, 6), (73, 288)]"
coronal,117,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25630), (2, 1001), (3, 2057), (4, 79), (11, 69), (12, 130), (13, 30), (14, 3), (18, 6), (41, 1078), (42, 2002), (43, 76), (50, 71), (51, 122), (52, 30), (54, 65), (73, 319)]"
coronal,118,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25537), (2, 1032), (3, 2039), (4, 81), (11, 61), (12, 126), (13, 36), (14, 16), (18, 25), (28, 21), (41, 1122), (42, 1913), (43, 75), (50, 61), (51, 113), (52, 47), (54, 92), (60, 34), (73, 337)]"
coronal,119,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25444), (2, 1059), (3, 1969), (4, 83), (11, 58), (12, 118), (13, 44), (14, 19), (18, 81), (28, 48), (41, 1132), (42, 1899), (43, 75), (50, 60), (51, 111), (52, 53), (54, 103), (60, 55), (73, 357)]"
coronal,120,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25402), (2, 1102), (3, 1955), (4, 79), (11, 57), (12, 115), (13, 52), (14, 21), (18, 102), (28, 60), (41, 1163), (42, 1875), (43, 76), (50, 55), (51, 107), (52, 63), (53, 2), (54, 118), (60, 61), (73, 303)]"
coronal,121,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25374), (2, 1098), (3, 1931), (4, 81), (11, 53), (12, 117), (13, 59), (14, 24), (17, 3), (18, 106), (28, 60), (41, 1198), (42, 1865), (43, 71), (44, 1), (50, 52), (51, 102), (52, 71), (53, 18), (54, 112), (60, 65), (73, 307)]"
coronal,122,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25332), (2, 1122), (3, 1909), (4, 77), (10, 1), (11, 51), (12, 110), (13, 66), (14, 30), (17, 15), (18, 106), (28, 67), (41, 1221), (42, 1830), (43, 71), (44, 4), (49, 2), (50, 45), (51, 99), (52, 81), (53, 37), (54, 101), (60, 65), (73, 326)]"
coronal,123,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25295), (2, 1143), (3, 1862), (4, 74), (5, 1), (10, 26), (11, 44), (12, 108), (13, 76), (14, 35), (17, 36), (18, 95), (28, 59), (41, 1216), (42, 1822), (43, 69), (44, 8), (49, 32), (50, 39), (51, 98), (52, 76), (53, 48), (54, 93), (60, 64), (73, 349)]"
coronal,124,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25266), (2, 1192), (3, 1823), (4, 69), (5, 1), (10, 42), (11, 41), (12, 106), (13, 78), (14, 34), (17, 45), (18, 85), (28, 69), (41, 1223), (42, 1808), (43, 63), (44, 3), (49, 62), (50, 37), (51, 96), (52, 71), (53, 65), (54, 85), (60, 69), (73, 335)]"
coronal,125,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25257), (2, 1224), (3, 1761), (4, 69), (5, 2), (10, 56), (11, 42), (12, 99), (13, 77), (14, 34), (17, 59), (18, 79), (28, 73), (41, 1221), (42, 1794), (43, 61), (44, 3), (49, 88), (50, 35), (51, 96), (52, 71), (53, 77), (54, 75), (60, 69), (73, 346)]"
coronal,126,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25237), (2, 1238), (3, 1757), (4, 64), (10, 75), (11, 33), (12, 98), (13, 76), (14, 27), (17, 66), (18, 75), (28, 75), (41, 1225), (42, 1791), (43, 52), (44, 1), (49, 104), (50, 30), (51, 92), (52, 66), (53, 92), (54, 65), (60, 76), (73, 353)]"
coronal,127,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25122), (2, 1241), (3, 1764), (4, 58), (10, 94), (11, 32), (12, 97), (13, 72), (14, 18), (16, 48), (17, 79), (18, 61), (24, 3), (28, 85), (41, 1218), (42, 1815), (43, 53), (49, 122), (50, 26), (51, 93), (52, 66), (53, 99), (54, 49), (60, 82), (73, 371)]"
coronal,128,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25007), (2, 1270), (3, 1758), (4, 55), (10, 113), (11, 30), (12, 95), (13, 71), (14, 14), (16, 136), (17, 97), (18, 45), (24, 1), (28, 102), (41, 1202), (42, 1828), (43, 46), (49, 142), (50, 23), (51, 91), (52, 61), (53, 102), (54, 37), (60, 101), (73, 341)]"
coronal,129,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24937), (2, 1218), (3, 1788), (4, 54), (10, 127), (11, 27), (12, 97), (13, 59), (14, 13), (16, 213), (17, 87), (18, 44), (24, 1), (28, 116), (41, 1190), (42, 1848), (43, 44), (49, 160), (50, 21), (51, 84), (52, 49), (53, 104), (54, 31), (60, 113), (73, 343)]"
coronal,130,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24893), (2, 1216), (3, 1794), (4, 50), (5, 1), (10, 141), (11, 23), (12, 96), (13, 56), (14, 14), (16, 263), (17, 94), (18, 28), (24, 4), (28, 129), (41, 1208), (42, 1812), (43, 40), (49, 166), (50, 22), (51, 80), (52, 46), (53, 107), (54, 19), (60, 129), (73, 337)]"
coronal,131,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24831), (2, 1183), (3, 1828), (4, 49), (5, 1), (10, 155), (11, 22), (12, 87), (13, 45), (14, 11), (16, 320), (17, 100), (18, 10), (24, 4), (28, 136), (41, 1242), (42, 1792), (43, 42), (44, 1), (49, 180), (50, 19), (51, 78), (52, 35), (53, 101), (54, 6), (60, 139), (73, 351)]"
coronal,132,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24802), (2, 1188), (3, 1836), (4, 44), (5, 1), (10, 166), (11, 21), (12, 84), (13, 37), (14, 11), (16, 362), (17, 96), (18, 8), (24, 6), (28, 139), (41, 1245), (42, 1783), (43, 41), (44, 1), (49, 190), (50, 14), (51, 69), (52, 30), (53, 96), (60, 149), (73, 349)]"
coronal,133,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24772), (2, 1197), (3, 1849), (4, 41), (5, 1), (10, 169), (11, 20), (12, 73), (13, 38), (14, 11), (16, 398), (17, 90), (18, 1), (24, 7), (28, 140), (41, 1273), (42, 1785), (43, 39), (49, 203), (50, 13), (51, 54), (52, 19), (53, 90), (60, 153), (73, 332)]"
coronal,134,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24758), (2, 1221), (3, 1834), (4, 44), (5, 1), (10, 182), (11, 15), (12, 63), (13, 27), (14, 11), (16, 422), (17, 88), (24, 5), (28, 154), (41, 1244), (42, 1819), (43, 36), (49, 208), (50, 12), (51, 47), (52, 14), (53, 90), (60, 149), (73, 324)]"
coronal,135,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24726), (2, 1213), (3, 1859), (4, 37), (10, 200), (11, 13), (12, 59), (13, 13), (14, 11), (16, 455), (17, 80), (24, 6), (28, 164), (41, 1212), (42, 1841), (43, 37), (49, 210), (50, 11), (51, 46), (52, 9), (53, 85), (60, 162), (73, 319)]"
coronal,136,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24736), (2, 1236), (3, 1839), (4, 40), (10, 202), (11, 11), (12, 51), (13, 10), (14, 13), (16, 478), (17, 72), (24, 9), (28, 171), (41, 1221), (42, 1802), (43, 40), (49, 213), (50, 9), (51, 35), (53, 74), (60, 170), (73, 336)]"
coronal,137,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24732), (2, 1241), (3, 1858), (4, 42), (10, 204), (11, 10), (12, 43), (13, 5), (14, 13), (16, 494), (17, 69), (24, 9), (28, 178), (41, 1204), (42, 1842), (43, 37), (49, 217), (50, 8), (51, 29), (53, 65), (60, 187), (73, 281)]"
coronal,138,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24736), (2, 1217), (3, 1881), (4, 40), (10, 201), (11, 9), (12, 27), (14, 15), (16, 510), (17, 63), (24, 11), (28, 184), (41, 1160), (42, 1855), (43, 37), (49, 226), (50, 8), (51, 17), (53, 65), (60, 193), (73, 313)]"
coronal,139,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24681), (2, 1219), (3, 1867), (4, 39), (7, 9), (10, 214), (11, 11), (12, 18), (14, 20), (16, 544), (17, 61), (24, 13), (28, 186), (41, 1161), (42, 1879), (43, 39), (46, 2), (49, 224), (50, 7), (51, 11), (53, 58), (60, 185), (73, 320)]"
coronal,140,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24645), (2, 1221), (3, 1863), (4, 40), (7, 20), (10, 218), (11, 12), (12, 15), (14, 21), (16, 603), (17, 60), (24, 15), (28, 168), (41, 1147), (42, 1867), (43, 42), (46, 17), (49, 228), (50, 9), (51, 8), (53, 51), (60, 170), (73, 328)]"
coronal,141,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24601), (2, 1171), (3, 1874), (4, 44), (7, 39), (10, 223), (11, 8), (12, 13), (14, 23), (16, 618), (17, 55), (24, 15), (28, 174), (41, 1177), (42, 1866), (43, 40), (46, 39), (49, 223), (50, 6), (51, 4), (53, 51), (60, 156), (73, 348)]"
coronal,142,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24493), (2, 1163), (3, 1873), (4, 43), (7, 69), (10, 219), (11, 9), (12, 5), (14, 30), (16, 694), (17, 54), (24, 17), (28, 129), (41, 1183), (42, 1852), (43, 44), (46, 61), (47, 35), (49, 222), (50, 10), (53, 53), (60, 120), (73, 390)]"
coronal,143,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24381), (2, 1171), (3, 1880), (4, 43), (7, 82), (8, 40), (10, 220), (11, 6), (14, 31), (16, 731), (17, 53), (24, 19), (28, 92), (41, 1224), (42, 1813), (43, 43), (46, 78), (47, 91), (49, 216), (50, 6), (53, 55), (60, 92), (73, 401)]"
coronal,144,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24229), (2, 1186), (3, 1892), (4, 43), (7, 83), (8, 93), (10, 211), (11, 6), (14, 31), (16, 784), (17, 55), (24, 23), (28, 80), (41, 1258), (42, 1798), (43, 43), (46, 81), (47, 159), (49, 208), (50, 6), (53, 48), (60, 60), (73, 391)]"
coronal,145,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24140), (2, 1187), (3, 1888), (4, 49), (7, 95), (8, 150), (10, 213), (11, 3), (14, 20), (16, 792), (17, 53), (24, 48), (28, 46), (41, 1251), (42, 1833), (43, 44), (46, 92), (47, 204), (49, 211), (50, 4), (53, 52), (60, 18), (73, 375)]"
coronal,146,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24084), (2, 1218), (3, 1855), (4, 48), (7, 96), (8, 206), (10, 212), (11, 2), (14, 8), (16, 799), (17, 49), (24, 80), (28, 20), (41, 1230), (42, 1848), (43, 50), (46, 93), (47, 226), (49, 208), (50, 1), (53, 49), (60, 6), (73, 380)]"
coronal,147,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23949), (2, 1235), (3, 1848), (4, 47), (7, 96), (8, 253), (10, 226), (14, 3), (16, 789), (17, 53), (24, 80), (41, 1230), (42, 1877), (43, 48), (46, 99), (47, 282), (49, 209), (50, 1), (53, 45), (73, 398)]"
coronal,148,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23744), (2, 1245), (3, 1860), (4, 52), (7, 110), (8, 338), (10, 215), (16, 779), (17, 46), (24, 95), (41, 1245), (42, 1894), (43, 46), (46, 109), (47, 367), (49, 192), (53, 44), (73, 387)]"
coronal,149,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23590), (2, 1246), (3, 1881), (4, 58), (7, 118), (8, 425), (10, 201), (14, 2), (16, 767), (17, 45), (24, 75), (41, 1226), (42, 1925), (43, 51), (46, 118), (47, 451), (49, 179), (53, 39), (73, 371)]"
coronal,150,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23500), (2, 1256), (3, 1878), (4, 58), (7, 126), (8, 496), (10, 178), (14, 1), (15, 2), (16, 740), (17, 45), (24, 30), (41, 1232), (42, 1924), (43, 54), (46, 134), (47, 499), (49, 141), (53, 41), (73, 433)]"
coronal,151,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23444), (2, 1324), (3, 1876), (4, 56), (7, 136), (8, 534), (10, 154), (15, 12), (16, 667), (17, 48), (41, 1249), (42, 1937), (43, 56), (46, 145), (47, 544), (49, 120), (53, 43), (73, 423)]"
coronal,152,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23371), (2, 1339), (3, 1886), (4, 63), (5, 1), (7, 151), (8, 569), (10, 119), (15, 63), (16, 562), (17, 47), (41, 1283), (42, 1927), (43, 58), (46, 162), (47, 585), (49, 92), (53, 35), (73, 455)]"
