coupe,num coupe,dimensions,voxel,labels
coronal,45,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,46,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,47,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,48,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,49,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,50,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,51,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,52,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,53,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,54,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,55,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32768)]"
coronal,56,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32744), (3, 2), (42, 8), (73, 14)]"
coronal,57,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32561), (3, 29), (42, 114), (73, 64)]"
coronal,58,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32325), (3, 156), (42, 227), (73, 60)]"
coronal,59,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 32082), (3, 279), (42, 362), (73, 45)]"
coronal,60,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31877), (3, 369), (42, 463), (73, 59)]"
coronal,61,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31709), (2, 3), (3, 439), (41, 4), (42, 551), (73, 62)]"
coronal,62,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31542), (2, 10), (3, 514), (41, 16), (42, 636), (73, 50)]"
coronal,63,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31384), (2, 26), (3, 582), (41, 25), (42, 694), (73, 57)]"
coronal,64,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31243), (2, 52), (3, 626), (41, 50), (42, 734), (73, 63)]"
coronal,65,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 31118), (2, 75), (3, 668), (41, 66), (42, 754), (73, 87)]"
coronal,66,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30982), (2, 101), (3, 717), (41, 110), (42, 775), (73, 83)]"
coronal,67,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30835), (2, 119), (3, 765), (41, 133), (42, 812), (73, 104)]"
coronal,68,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30706), (2, 150), (3, 812), (41, 166), (42, 847), (73, 87)]"
coronal,69,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30601), (2, 167), (3, 850), (41, 184), (42, 872), (73, 94)]"
coronal,70,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30487), (2, 178), (3, 892), (41, 216), (42, 907), (73, 88)]"
coronal,71,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30372), (2, 213), (3, 917), (41, 244), (42, 933), (73, 89)]"
coronal,72,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30261), (2, 227), (3, 942), (41, 281), (42, 964), (73, 93)]"
coronal,73,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30151), (2, 257), (3, 972), (41, 294), (42, 992), (73, 102)]"
coronal,74,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 30042), (2, 277), (3, 1004), (41, 302), (42, 1027), (73, 116)]"
coronal,75,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29920), (2, 307), (3, 1029), (41, 326), (42, 1070), (73, 116)]"
coronal,76,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29828), (2, 325), (3, 1049), (41, 350), (42, 1098), (73, 118)]"
coronal,77,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29722), (2, 349), (3, 1067), (41, 380), (42, 1110), (73, 140)]"
coronal,78,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29631), (2, 398), (3, 1085), (41, 408), (42, 1124), (73, 122)]"
coronal,79,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29522), (2, 413), (3, 1120), (41, 438), (42, 1158), (73, 117)]"
coronal,80,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29429), (2, 427), (3, 1165), (41, 455), (42, 1166), (73, 126)]"
coronal,81,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29328), (2, 434), (3, 1179), (41, 474), (42, 1200), (73, 153)]"
coronal,82,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29246), (2, 459), (3, 1203), (41, 504), (42, 1208), (73, 148)]"
coronal,83,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29141), (2, 483), (3, 1228), (41, 521), (42, 1248), (73, 147)]"
coronal,84,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 29022), (2, 506), (3, 1264), (41, 540), (42, 1284), (73, 152)]"
coronal,85,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28937), (2, 531), (3, 1282), (41, 565), (42, 1292), (73, 161)]"
coronal,86,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28840), (2, 541), (3, 1296), (41, 595), (42, 1317), (73, 179)]"
coronal,87,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28737), (2, 549), (3, 1344), (41, 613), (42, 1359), (73, 166)]"
coronal,88,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28657), (2, 582), (3, 1355), (41, 612), (42, 1375), (73, 187)]"
coronal,89,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28571), (2, 604), (3, 1380), (41, 645), (42, 1386), (73, 182)]"
coronal,90,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28500), (2, 661), (3, 1368), (41, 671), (42, 1391), (73, 177)]"
coronal,91,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28442), (2, 693), (3, 1348), (41, 711), (42, 1389), (73, 185)]"
coronal,92,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28375), (2, 719), (3, 1354), (41, 724), (42, 1397), (73, 199)]"
coronal,93,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28334), (2, 753), (3, 1326), (41, 763), (42, 1385), (73, 207)]"
coronal,94,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28277), (2, 760), (3, 1332), (41, 791), (42, 1383), (73, 225)]"
coronal,95,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28190), (2, 807), (3, 1339), (41, 810), (42, 1385), (73, 237)]"
coronal,96,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 28002), (2, 786), (3, 1426), (41, 836), (42, 1450), (73, 268)]"
coronal,97,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27855), (2, 803), (3, 1467), (41, 855), (42, 1492), (73, 296)]"
coronal,98,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27721), (2, 799), (3, 1557), (41, 850), (42, 1561), (73, 280)]"
coronal,99,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27579), (2, 803), (3, 1624), (41, 876), (42, 1611), (43, 2), (73, 273)]"
coronal,100,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27468), (2, 794), (3, 1688), (4, 7), (41, 877), (42, 1660), (43, 12), (73, 262)]"
coronal,101,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27312), (2, 816), (3, 1725), (4, 17), (41, 891), (42, 1720), (43, 20), (73, 267)]"
coronal,102,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27182), (2, 825), (3, 1790), (4, 23), (41, 904), (42, 1754), (43, 21), (50, 8), (73, 261)]"
coronal,103,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 27052), (2, 843), (3, 1814), (4, 31), (11, 5), (41, 891), (42, 1812), (43, 24), (50, 20), (73, 276)]"
coronal,104,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26922), (2, 855), (3, 1865), (4, 35), (11, 18), (41, 870), (42, 1863), (43, 25), (50, 45), (73, 270)]"
coronal,105,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26822), (2, 837), (3, 1881), (4, 36), (11, 45), (41, 883), (42, 1900), (43, 24), (50, 58), (73, 282)]"
coronal,106,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26718), (2, 866), (3, 1895), (4, 36), (11, 57), (41, 868), (42, 1948), (43, 24), (50, 71), (51, 3), (73, 282)]"
coronal,107,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26627), (2, 835), (3, 1931), (4, 46), (11, 71), (12, 2), (26, 3), (41, 849), (42, 1955), (43, 26), (50, 81), (51, 13), (58, 8), (73, 321)]"
coronal,108,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26544), (2, 807), (3, 1983), (4, 49), (11, 79), (12, 14), (26, 14), (41, 853), (42, 1983), (43, 32), (50, 89), (51, 29), (58, 13), (73, 279)]"
coronal,109,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26442), (2, 792), (3, 2023), (4, 54), (11, 94), (12, 28), (26, 18), (41, 856), (42, 1982), (43, 41), (50, 97), (51, 46), (58, 12), (73, 283)]"
coronal,110,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26323), (2, 785), (3, 2066), (4, 63), (11, 93), (12, 45), (26, 17), (41, 862), (42, 1995), (43, 40), (50, 106), (51, 61), (58, 15), (73, 297)]"
coronal,111,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26244), (2, 773), (3, 2092), (4, 68), (11, 107), (12, 63), (26, 21), (41, 853), (42, 2008), (43, 47), (50, 108), (51, 77), (58, 18), (73, 289)]"
coronal,112,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26151), (2, 787), (3, 2103), (4, 64), (11, 114), (12, 70), (26, 22), (41, 860), (42, 2017), (43, 50), (50, 107), (51, 95), (58, 23), (73, 305)]"
coronal,113,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 26062), (2, 807), (3, 2096), (4, 68), (11, 115), (12, 95), (26, 27), (41, 854), (42, 2069), (43, 55), (50, 110), (51, 107), (58, 21), (73, 282)]"
coronal,114,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25966), (2, 858), (3, 2067), (4, 64), (11, 117), (12, 115), (26, 28), (41, 859), (42, 2069), (43, 57), (50, 108), (51, 128), (58, 23), (73, 309)]"
coronal,115,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25866), (2, 855), (3, 2097), (4, 67), (11, 116), (12, 128), (26, 24), (41, 869), (42, 2105), (43, 57), (50, 110), (51, 140), (58, 22), (73, 312)]"
coronal,116,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25810), (2, 904), (3, 2078), (4, 68), (11, 109), (12, 142), (26, 26), (41, 877), (42, 2129), (43, 62), (50, 101), (51, 151), (58, 24), (73, 287)]"
coronal,117,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25715), (2, 924), (3, 2093), (4, 74), (11, 101), (12, 147), (26, 22), (41, 910), (42, 2154), (43, 68), (50, 92), (51, 164), (58, 23), (73, 281)]"
coronal,118,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25636), (2, 949), (3, 2098), (4, 74), (11, 92), (12, 153), (13, 2), (26, 17), (41, 962), (42, 2136), (43, 71), (50, 90), (51, 160), (52, 5), (58, 19), (73, 304)]"
coronal,119,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25544), (2, 960), (3, 2145), (4, 77), (11, 81), (12, 145), (13, 15), (26, 8), (41, 965), (42, 2172), (43, 73), (50, 83), (51, 153), (52, 9), (54, 3), (58, 13), (73, 322)]"
coronal,120,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25477), (2, 1018), (3, 2168), (4, 79), (11, 72), (12, 128), (13, 24), (14, 2), (41, 1020), (42, 2108), (43, 76), (50, 78), (51, 138), (52, 18), (54, 25), (73, 337)]"
coronal,121,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25402), (2, 1034), (3, 2124), (4, 79), (11, 74), (12, 127), (13, 31), (14, 14), (18, 22), (28, 14), (41, 1060), (42, 2074), (43, 77), (50, 71), (51, 127), (52, 34), (54, 63), (60, 10), (73, 331)]"
coronal,122,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25318), (2, 1059), (3, 2056), (4, 76), (11, 64), (12, 127), (13, 42), (14, 17), (18, 75), (28, 38), (41, 1124), (42, 2023), (43, 73), (50, 68), (51, 117), (52, 44), (54, 87), (60, 32), (73, 328)]"
coronal,123,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25243), (2, 1113), (3, 2005), (4, 80), (11, 60), (12, 124), (13, 48), (14, 23), (18, 105), (28, 50), (41, 1138), (42, 1958), (43, 77), (50, 59), (51, 113), (52, 56), (54, 112), (60, 60), (73, 344)]"
coronal,124,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25216), (2, 1148), (3, 1985), (4, 79), (11, 57), (12, 116), (13, 59), (14, 22), (17, 3), (18, 112), (28, 57), (41, 1172), (42, 1922), (43, 76), (50, 55), (51, 104), (52, 60), (53, 3), (54, 126), (60, 63), (73, 333)]"
coronal,125,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25175), (2, 1154), (3, 1971), (4, 81), (10, 1), (11, 54), (12, 115), (13, 64), (14, 27), (17, 17), (18, 108), (28, 65), (41, 1207), (42, 1916), (43, 75), (50, 52), (51, 104), (52, 66), (53, 16), (54, 116), (60, 66), (73, 318)]"
coronal,126,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25147), (2, 1180), (3, 1945), (4, 74), (10, 2), (11, 49), (12, 115), (13, 79), (14, 31), (17, 30), (18, 99), (28, 63), (41, 1209), (42, 1896), (43, 70), (49, 7), (50, 48), (51, 103), (52, 82), (53, 37), (54, 100), (60, 67), (73, 335)]"
coronal,127,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25098), (2, 1186), (3, 1915), (4, 73), (5, 2), (10, 34), (11, 45), (12, 109), (13, 76), (14, 36), (17, 47), (18, 88), (28, 60), (41, 1242), (42, 1888), (43, 67), (44, 2), (49, 39), (50, 41), (51, 100), (52, 85), (53, 43), (54, 91), (60, 68), (73, 333)]"
coronal,128,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25035), (2, 1244), (3, 1864), (4, 67), (5, 5), (10, 48), (11, 46), (12, 112), (13, 80), (14, 34), (17, 59), (18, 78), (28, 65), (41, 1227), (42, 1856), (43, 61), (44, 3), (49, 65), (50, 37), (51, 106), (52, 76), (53, 63), (54, 81), (60, 69), (73, 387)]"
coronal,129,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25038), (2, 1245), (3, 1847), (4, 68), (5, 2), (10, 66), (11, 36), (12, 109), (13, 80), (14, 31), (17, 69), (18, 75), (28, 74), (41, 1264), (42, 1815), (43, 54), (44, 4), (49, 88), (50, 35), (51, 95), (52, 77), (53, 76), (54, 71), (60, 71), (73, 378)]"
coronal,130,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 25029), (2, 1276), (3, 1821), (4, 66), (5, 2), (10, 84), (11, 32), (12, 104), (13, 74), (14, 27), (17, 74), (18, 66), (28, 87), (41, 1281), (42, 1825), (43, 49), (44, 3), (49, 110), (50, 31), (51, 97), (52, 69), (53, 77), (54, 66), (60, 76), (73, 342)]"
coronal,131,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24950), (2, 1267), (3, 1815), (4, 63), (5, 2), (10, 101), (11, 31), (12, 107), (13, 75), (14, 15), (16, 37), (17, 88), (18, 57), (28, 89), (41, 1241), (42, 1843), (43, 49), (44, 2), (49, 121), (50, 28), (51, 99), (52, 67), (53, 95), (54, 54), (60, 92), (73, 380)]"
coronal,132,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24818), (2, 1256), (3, 1848), (4, 54), (10, 121), (11, 27), (12, 100), (13, 65), (14, 17), (16, 142), (17, 94), (18, 45), (24, 2), (28, 110), (41, 1249), (42, 1842), (43, 47), (49, 147), (50, 25), (51, 96), (52, 65), (53, 96), (54, 38), (60, 103), (73, 361)]"
coronal,133,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24735), (2, 1242), (3, 1854), (4, 51), (10, 136), (11, 22), (12, 99), (13, 60), (14, 14), (16, 230), (17, 89), (18, 34), (24, 2), (28, 116), (41, 1233), (42, 1857), (43, 42), (49, 158), (50, 22), (51, 95), (52, 53), (53, 101), (54, 32), (60, 116), (73, 375)]"
coronal,134,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24691), (2, 1236), (3, 1862), (4, 54), (5, 1), (10, 144), (11, 24), (12, 91), (13, 58), (14, 14), (16, 286), (17, 99), (18, 19), (24, 3), (28, 134), (41, 1257), (42, 1817), (43, 36), (49, 173), (50, 22), (51, 85), (52, 47), (53, 103), (54, 21), (60, 130), (73, 361)]"
coronal,135,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24628), (2, 1233), (3, 1873), (4, 45), (10, 158), (11, 22), (12, 88), (13, 50), (14, 12), (16, 334), (17, 99), (18, 8), (24, 5), (28, 141), (41, 1263), (42, 1830), (43, 38), (49, 183), (50, 18), (51, 76), (52, 39), (53, 105), (54, 10), (60, 143), (73, 367)]"
coronal,136,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24598), (2, 1223), (3, 1904), (4, 42), (10, 172), (11, 21), (12, 77), (13, 44), (14, 14), (16, 385), (17, 98), (18, 1), (24, 6), (28, 146), (41, 1304), (42, 1804), (43, 37), (49, 199), (50, 15), (51, 67), (52, 31), (53, 93), (54, 2), (60, 147), (73, 338)]"
coronal,137,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24565), (2, 1212), (3, 1928), (4, 39), (10, 186), (11, 16), (12, 72), (13, 32), (14, 13), (16, 418), (17, 92), (24, 7), (28, 153), (41, 1306), (42, 1788), (43, 36), (49, 210), (50, 12), (51, 60), (52, 28), (53, 94), (60, 149), (73, 352)]"
coronal,138,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24555), (2, 1244), (3, 1932), (4, 37), (10, 194), (11, 14), (12, 68), (13, 17), (14, 13), (16, 447), (17, 87), (24, 5), (28, 160), (41, 1286), (42, 1835), (43, 38), (49, 221), (50, 12), (51, 54), (52, 17), (53, 85), (60, 153), (73, 294)]"
coronal,139,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24547), (2, 1254), (3, 1925), (4, 39), (10, 198), (11, 12), (12, 57), (13, 10), (14, 14), (16, 467), (17, 81), (24, 7), (28, 167), (41, 1289), (42, 1840), (43, 34), (49, 220), (50, 10), (51, 45), (52, 8), (53, 78), (60, 160), (73, 306)]"
coronal,140,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24521), (2, 1243), (3, 1915), (4, 37), (10, 205), (11, 11), (12, 53), (13, 6), (14, 12), (16, 498), (17, 77), (24, 9), (28, 175), (41, 1255), (42, 1871), (43, 37), (49, 217), (50, 9), (51, 41), (52, 2), (53, 84), (60, 173), (73, 317)]"
coronal,141,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24519), (2, 1258), (3, 1914), (4, 39), (10, 206), (11, 10), (12, 40), (13, 3), (14, 13), (16, 515), (17, 67), (24, 9), (28, 184), (41, 1233), (42, 1895), (43, 38), (49, 223), (50, 8), (51, 32), (53, 72), (60, 180), (73, 310)]"
coronal,142,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24499), (2, 1233), (3, 1938), (4, 39), (7, 1), (10, 207), (11, 10), (12, 28), (14, 16), (16, 548), (17, 66), (24, 10), (28, 193), (41, 1181), (42, 1923), (43, 34), (46, 5), (49, 224), (50, 7), (51, 24), (53, 66), (60, 185), (73, 331)]"
coronal,143,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24459), (2, 1237), (3, 1940), (4, 37), (7, 17), (10, 214), (11, 11), (12, 22), (14, 21), (16, 560), (17, 65), (24, 13), (28, 191), (41, 1189), (42, 1899), (43, 34), (46, 9), (49, 226), (50, 6), (51, 16), (53, 64), (60, 187), (73, 351)]"
coronal,144,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24427), (2, 1215), (3, 1931), (4, 38), (7, 36), (10, 223), (11, 9), (12, 15), (14, 22), (16, 610), (17, 60), (24, 16), (28, 179), (41, 1196), (42, 1925), (43, 37), (46, 16), (49, 231), (50, 6), (51, 14), (53, 56), (60, 178), (73, 328)]"
coronal,145,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24382), (2, 1199), (3, 1952), (4, 40), (7, 43), (10, 222), (11, 11), (12, 7), (14, 24), (16, 648), (17, 57), (24, 16), (28, 164), (41, 1195), (42, 1926), (43, 40), (46, 25), (49, 230), (50, 5), (51, 6), (53, 57), (60, 165), (73, 354)]"
coronal,146,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24300), (2, 1220), (3, 1940), (4, 40), (7, 61), (8, 1), (10, 223), (11, 6), (12, 4), (14, 30), (16, 702), (17, 63), (24, 15), (28, 126), (41, 1238), (42, 1893), (43, 41), (46, 51), (47, 20), (49, 225), (50, 7), (53, 50), (60, 135), (73, 377)]"
coronal,147,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24155), (2, 1215), (3, 1923), (4, 41), (7, 78), (8, 67), (10, 223), (11, 4), (14, 29), (16, 710), (17, 60), (24, 16), (28, 129), (41, 1310), (42, 1824), (43, 39), (46, 65), (47, 68), (49, 214), (50, 7), (53, 53), (60, 125), (73, 413)]"
coronal,148,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 24019), (2, 1204), (3, 1956), (4, 40), (7, 84), (8, 131), (10, 224), (11, 5), (14, 26), (16, 765), (17, 57), (24, 22), (28, 88), (41, 1299), (42, 1833), (43, 40), (46, 72), (47, 125), (49, 209), (50, 5), (53, 56), (60, 84), (73, 424)]"
coronal,149,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23945), (2, 1232), (3, 1943), (4, 46), (7, 98), (8, 164), (10, 223), (11, 3), (14, 24), (16, 784), (17, 54), (24, 38), (28, 46), (41, 1284), (42, 1854), (43, 39), (46, 86), (47, 178), (49, 209), (50, 4), (53, 54), (60, 37), (73, 423)]"
coronal,150,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23848), (2, 1260), (3, 1929), (4, 45), (7, 100), (8, 238), (10, 235), (11, 1), (14, 8), (16, 786), (17, 53), (24, 81), (28, 10), (41, 1270), (42, 1877), (43, 42), (46, 94), (47, 208), (49, 212), (50, 2), (53, 58), (60, 10), (73, 401)]"
coronal,151,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23695), (2, 1264), (3, 1915), (4, 51), (7, 107), (8, 306), (10, 226), (14, 5), (16, 799), (17, 56), (24, 92), (41, 1275), (42, 1893), (43, 43), (46, 98), (47, 256), (49, 219), (53, 50), (73, 418)]"
coronal,152,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23514), (2, 1269), (3, 1947), (4, 53), (7, 112), (8, 406), (10, 216), (14, 4), (16, 801), (17, 53), (24, 92), (41, 1262), (42, 1926), (43, 42), (46, 114), (47, 316), (49, 211), (53, 47), (73, 383)]"
coronal,153,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23382), (2, 1307), (3, 1940), (4, 50), (7, 125), (8, 471), (10, 201), (14, 1), (16, 778), (17, 52), (24, 66), (41, 1279), (42, 1928), (43, 46), (46, 118), (47, 403), (49, 185), (53, 45), (73, 391)]"
coronal,154,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23303), (2, 1346), (3, 1939), (4, 55), (7, 129), (8, 516), (10, 180), (16, 745), (17, 52), (24, 18), (41, 1300), (42, 1924), (43, 51), (46, 123), (47, 480), (49, 174), (53, 39), (73, 394)]"
coronal,155,"(128, 256)","(1.25, 1.0, 1.0)","[(0, 23224), (2, 1379), (3, 1925), (4, 55), (5, 1), (7, 146), (8, 549), (10, 151), (15, 12), (16, 686), (17, 47), (41, 1319), (42, 1917), (43, 50), (46, 146), (47, 527), (49, 147), (53, 44), (73, 443)]"
