coupe,num coupe,dimensions,voxel,labels
coronal,51,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 53739), (2, 2171), (3, 2515), (4, 95), (5, 6), (8, 94), (10, 185), (14, 12), (16, 1393), (17, 106), (24, 151), (28, 24), (41, 2018), (42, 2548), (43, 55), (44, 3), (47, 100), (49, 196), (53, 125)]"
coronal,52,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 53939), (2, 2071), (3, 2590), (4, 108), (5, 7), (8, 35), (10, 185), (14, 19), (16, 1278), (17, 100), (24, 143), (28, 86), (41, 2048), (42, 2419), (43, 62), (44, 6), (47, 35), (49, 204), (53, 126), (60, 75)]"
coronal,53,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54105), (2, 2088), (3, 2461), (4, 114), (5, 11), (10, 268), (11, 5), (14, 16), (16, 1156), (17, 106), (24, 127), (28, 157), (41, 2099), (42, 2277), (43, 51), (44, 4), (49, 233), (50, 5), (53, 100), (60, 153)]"
coronal,54,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54024), (2, 2108), (3, 2508), (4, 103), (5, 12), (10, 293), (11, 10), (12, 5), (14, 61), (16, 963), (17, 100), (24, 58), (28, 251), (41, 2222), (42, 2119), (43, 53), (44, 4), (49, 263), (50, 9), (53, 113), (60, 257)]"
coronal,55,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 53826), (2, 2129), (3, 2553), (4, 96), (5, 5), (10, 320), (11, 13), (12, 8), (14, 73), (16, 778), (17, 100), (24, 37), (28, 314), (41, 2218), (42, 2271), (43, 53), (44, 2), (49, 288), (50, 9), (51, 10), (53, 101), (60, 332)]"
coronal,56,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 53770), (2, 2085), (3, 2575), (4, 100), (5, 5), (10, 352), (11, 13), (12, 23), (14, 60), (16, 730), (17, 101), (24, 32), (28, 317), (41, 2301), (42, 2214), (43, 55), (44, 4), (49, 330), (50, 10), (51, 16), (53, 115), (60, 328)]"
coronal,57,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 53796), (2, 2139), (3, 2516), (4, 99), (5, 9), (10, 326), (11, 14), (12, 32), (14, 48), (16, 670), (17, 96), (24, 29), (28, 318), (41, 2372), (42, 2220), (43, 49), (44, 3), (49, 342), (50, 10), (51, 29), (53, 104), (60, 315)]"
coronal,58,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54041), (2, 2109), (3, 2420), (4, 90), (5, 6), (10, 337), (11, 11), (12, 41), (14, 46), (16, 589), (17, 117), (24, 27), (28, 281), (41, 2123), (42, 2434), (43, 47), (44, 3), (49, 346), (50, 10), (51, 47), (53, 121), (60, 290)]"
coronal,59,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 53942), (2, 2046), (3, 2458), (4, 91), (5, 23), (10, 328), (11, 14), (12, 82), (13, 33), (14, 39), (16, 497), (17, 124), (24, 21), (28, 291), (41, 2051), (42, 2619), (43, 47), (44, 4), (49, 331), (50, 10), (51, 59), (52, 41), (53, 122), (60, 263)]"
coronal,60,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54080), (2, 2087), (3, 2327), (4, 88), (5, 21), (10, 325), (11, 17), (12, 98), (13, 54), (14, 31), (16, 420), (17, 146), (24, 25), (28, 255), (41, 2125), (42, 2528), (43, 43), (44, 11), (49, 311), (50, 17), (51, 83), (52, 54), (53, 145), (60, 245)]"
coronal,61,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54129), (2, 2104), (3, 2376), (4, 86), (5, 23), (10, 301), (11, 15), (12, 104), (13, 65), (14, 26), (16, 320), (17, 151), (18, 14), (24, 26), (28, 230), (41, 2065), (42, 2603), (43, 44), (44, 11), (49, 275), (50, 15), (51, 90), (52, 64), (53, 163), (54, 19), (60, 217)]"
coronal,62,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54109), (2, 1998), (3, 2587), (4, 84), (5, 22), (10, 273), (11, 16), (12, 140), (13, 77), (14, 23), (16, 207), (17, 151), (18, 17), (24, 21), (28, 179), (41, 1993), (42, 2692), (43, 58), (44, 9), (49, 286), (50, 15), (51, 114), (52, 81), (53, 171), (54, 18), (60, 191), (62, 4)]"
coronal,63,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54353), (2, 2091), (3, 2515), (4, 83), (5, 19), (10, 276), (11, 17), (12, 133), (13, 82), (14, 26), (17, 162), (18, 43), (24, 14), (28, 136), (41, 2094), (42, 2572), (43, 46), (44, 5), (49, 280), (50, 20), (51, 135), (52, 79), (53, 173), (54, 34), (60, 148)]"
coronal,64,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54355), (2, 2058), (3, 2589), (4, 86), (5, 25), (10, 239), (11, 24), (12, 145), (13, 83), (14, 37), (17, 168), (18, 45), (24, 18), (28, 100), (41, 2006), (42, 2611), (43, 47), (44, 20), (49, 264), (50, 28), (51, 156), (52, 99), (53, 168), (54, 70), (60, 95)]"
coronal,65,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54317), (2, 2084), (3, 2481), (4, 82), (5, 29), (10, 214), (11, 28), (12, 180), (13, 105), (14, 38), (17, 148), (18, 96), (24, 13), (28, 94), (41, 2070), (42, 2612), (43, 46), (44, 14), (49, 244), (50, 29), (51, 168), (52, 101), (53, 164), (54, 87), (60, 92)]"
coronal,66,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54350), (2, 1962), (3, 2594), (4, 89), (5, 21), (10, 198), (11, 39), (12, 177), (13, 133), (14, 48), (17, 152), (18, 70), (24, 5), (28, 93), (41, 2036), (42, 2617), (43, 48), (44, 14), (49, 212), (50, 34), (51, 164), (52, 128), (53, 159), (54, 101), (60, 92)]"
coronal,67,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54333), (2, 2049), (3, 2531), (4, 98), (5, 12), (10, 176), (11, 47), (12, 175), (13, 125), (14, 56), (17, 97), (18, 134), (24, 9), (28, 99), (41, 2058), (42, 2596), (43, 51), (44, 23), (49, 192), (50, 44), (51, 190), (52, 121), (53, 123), (54, 107), (60, 90)]"
coronal,68,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54372), (2, 2034), (3, 2488), (4, 121), (5, 3), (10, 118), (11, 56), (12, 181), (13, 154), (14, 63), (17, 67), (18, 197), (28, 110), (30, 2), (41, 2082), (42, 2523), (43, 65), (44, 9), (49, 152), (50, 57), (51, 190), (52, 140), (53, 108), (54, 139), (60, 102), (62, 3)]"
coronal,69,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54475), (2, 2000), (3, 2444), (4, 124), (10, 100), (11, 63), (12, 197), (13, 141), (14, 64), (18, 258), (28, 118), (41, 2153), (42, 2389), (43, 86), (44, 4), (49, 119), (50, 60), (51, 197), (52, 142), (53, 70), (54, 204), (60, 125), (62, 3)]"
coronal,70,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54581), (2, 1782), (3, 2658), (4, 139), (10, 58), (11, 76), (12, 207), (13, 95), (14, 58), (18, 233), (28, 118), (30, 5), (41, 2001), (42, 2556), (43, 88), (49, 96), (50, 77), (51, 196), (52, 109), (54, 263), (60, 137), (62, 3)]"
coronal,71,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54877), (2, 1969), (3, 2410), (4, 137), (11, 88), (12, 180), (13, 100), (14, 50), (18, 229), (28, 86), (30, 2), (41, 1965), (42, 2523), (43, 98), (49, 60), (50, 91), (51, 206), (52, 88), (54, 262), (60, 108), (62, 7)]"
coronal,72,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 54994), (2, 1847), (3, 2518), (4, 140), (11, 89), (12, 207), (13, 82), (14, 44), (18, 182), (28, 74), (41, 2040), (42, 2547), (43, 91), (50, 85), (51, 190), (52, 93), (54, 236), (60, 69), (62, 8)]"
coronal,73,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 55211), (2, 1897), (3, 2500), (4, 144), (11, 107), (12, 191), (13, 68), (14, 47), (18, 131), (41, 1922), (42, 2707), (43, 91), (50, 98), (51, 192), (52, 89), (54, 141)]"
coronal,74,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 55500), (2, 1570), (3, 2814), (4, 141), (11, 132), (12, 248), (13, 41), (26, 45), (41, 1833), (42, 2554), (43, 91), (50, 122), (51, 238), (52, 55), (54, 103), (58, 49)]"
coronal,75,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 55790), (2, 1413), (3, 2852), (4, 133), (11, 146), (12, 239), (13, 18), (26, 45), (41, 1692), (42, 2665), (43, 81), (50, 128), (51, 245), (52, 34), (58, 55)]"
coronal,76,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 56040), (2, 1399), (3, 2737), (4, 140), (11, 158), (12, 230), (13, 12), (26, 42), (41, 1518), (42, 2756), (43, 80), (50, 135), (51, 229), (52, 18), (58, 42)]"
coronal,77,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 56217), (2, 1536), (3, 2543), (4, 144), (11, 166), (12, 190), (26, 35), (41, 1452), (42, 2792), (43, 70), (50, 149), (51, 217), (58, 25)]"
coronal,78,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 56268), (2, 1424), (3, 2643), (4, 131), (11, 173), (12, 167), (26, 33), (41, 1549), (42, 2690), (43, 63), (50, 176), (51, 192), (58, 27)]"
coronal,79,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 56460), (2, 1465), (3, 2577), (4, 123), (11, 161), (12, 127), (26, 27), (41, 1619), (42, 2572), (43, 56), (50, 171), (51, 155), (58, 23)]"
coronal,80,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 56675), (2, 1505), (3, 2503), (4, 126), (11, 146), (12, 87), (26, 21), (41, 1439), (42, 2668), (43, 46), (50, 156), (51, 140), (58, 24)]"
coronal,81,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 56945), (2, 1498), (3, 2413), (4, 114), (11, 131), (12, 47), (26, 27), (41, 1459), (42, 2588), (43, 48), (50, 158), (51, 87), (58, 21)]"
coronal,82,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 57282), (2, 1446), (3, 2302), (4, 122), (11, 118), (12, 24), (26, 21), (41, 1444), (42, 2498), (43, 55), (50, 130), (51, 65), (58, 29)]"
coronal,83,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 57515), (2, 1380), (3, 2322), (4, 104), (11, 91), (12, 12), (26, 19), (41, 1375), (42, 2472), (43, 54), (50, 123), (51, 47), (58, 22)]"
coronal,84,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 57669), (2, 1495), (3, 2184), (4, 101), (11, 80), (41, 1682), (42, 2154), (43, 38), (50, 102), (51, 13), (58, 18)]"
coronal,85,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 57676), (2, 1704), (3, 2060), (4, 86), (11, 38), (41, 1794), (42, 2065), (43, 47), (50, 66)]"
coronal,86,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 57846), (2, 1636), (3, 2087), (4, 84), (41, 1745), (42, 2061), (43, 59), (50, 18)]"
coronal,87,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 58126), (2, 1537), (3, 2088), (4, 59), (41, 1729), (42, 1948), (43, 49)]"
coronal,88,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 58321), (2, 1612), (3, 1927), (4, 36), (41, 1727), (42, 1879), (43, 34)]"
coronal,89,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 58648), (2, 1593), (3, 1783), (4, 17), (41, 1522), (42, 1952), (43, 21)]"
coronal,90,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 58730), (2, 1514), (3, 1831), (4, 4), (41, 1583), (42, 1865), (43, 9)]"
coronal,91,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 58790), (2, 1440), (3, 1906), (41, 1471), (42, 1929)]"
coronal,92,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 58893), (2, 1466), (3, 1813), (41, 1506), (42, 1858)]"
coronal,93,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 58991), (2, 1462), (3, 1764), (41, 1477), (42, 1842)]"
coronal,94,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 59142), (2, 1396), (3, 1742), (41, 1435), (42, 1821)]"
coronal,95,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 59280), (2, 1207), (3, 1864), (41, 1398), (42, 1787)]"
coronal,96,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 59419), (2, 1164), (3, 1858), (41, 1276), (42, 1819)]"
coronal,97,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 59601), (2, 1094), (3, 1816), (41, 1242), (42, 1783)]"
coronal,98,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 59804), (2, 1126), (3, 1673), (41, 1230), (42, 1703)]"
coronal,99,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 60029), (2, 1106), (3, 1598), (41, 1154), (42, 1649)]"
coronal,100,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 60230), (2, 1054), (3, 1560), (41, 1000), (42, 1692)]"
coronal,101,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 60490), (2, 989), (3, 1496), (41, 924), (42, 1637)]"
coronal,102,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 60644), (2, 821), (3, 1571), (41, 881), (42, 1619)]"
coronal,103,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 60805), (2, 820), (3, 1475), (41, 914), (42, 1522)]"
coronal,104,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 60980), (2, 735), (3, 1448), (41, 901), (42, 1472)]"
coronal,105,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 61208), (2, 659), (3, 1395), (41, 767), (42, 1507)]"
coronal,106,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 61495), (2, 619), (3, 1273), (41, 776), (42, 1373)]"
coronal,107,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 61579), (2, 573), (3, 1275), (41, 707), (42, 1402)]"
coronal,108,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 62045), (2, 393), (3, 1210), (41, 576), (42, 1312)]"
coronal,109,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 62216), (2, 370), (3, 1161), (41, 535), (42, 1254)]"
coronal,110,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 62203), (2, 357), (3, 1182), (41, 500), (42, 1294)]"
coronal,111,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 62476), (2, 312), (3, 1123), (41, 476), (42, 1149)]"
coronal,112,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 62709), (2, 198), (3, 1140), (41, 327), (42, 1162)]"
coronal,113,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 63291), (2, 110), (3, 857), (41, 237), (42, 1041)]"
coronal,114,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 63515), (2, 75), (3, 747), (41, 116), (42, 1083)]"
coronal,115,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 63789), (2, 19), (3, 596), (41, 64), (42, 1068)]"
coronal,116,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 64230), (2, 21), (3, 415), (41, 30), (42, 840)]"
coronal,117,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 64633), (3, 250), (41, 12), (42, 641)]"
coronal,118,"(256, 256, 1)","(0.9375, 1.5, 0.9375, 0.0)","[(0, 65161), (3, 126), (42, 249)]"
