coupe,num coupe,dimensions,voxel,labels
sagittal,25,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,26,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,27,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,28,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,29,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,30,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,31,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,32,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,33,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,34,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,35,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,36,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,37,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,38,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,39,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,40,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,41,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,42,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,43,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,44,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,45,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,46,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,47,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,48,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,49,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,50,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,51,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,52,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,53,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,54,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,55,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,56,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,57,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,58,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,59,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,60,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34816)]"
sagittal,61,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34624), (42, 121), (73, 71)]"
sagittal,62,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 34258), (42, 468), (73, 90)]"
sagittal,63,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 33815), (42, 869), (73, 132)]"
sagittal,64,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 33329), (42, 1411), (73, 76)]"
sagittal,65,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 32939), (42, 1798), (73, 79)]"
sagittal,66,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 32609), (42, 2111), (73, 96)]"
sagittal,67,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 32276), (41, 6), (42, 2452), (73, 82)]"
sagittal,68,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 31958), (41, 21), (42, 2722), (73, 115)]"
sagittal,69,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 31671), (41, 38), (42, 2988), (73, 119)]"
sagittal,70,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 31381), (41, 64), (42, 3250), (73, 121)]"
sagittal,71,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 31083), (41, 102), (42, 3491), (73, 140)]"
sagittal,72,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 30798), (41, 134), (42, 3715), (73, 169)]"
sagittal,73,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 30517), (41, 209), (42, 3866), (73, 224)]"
sagittal,74,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 30220), (41, 316), (42, 4008), (73, 272)]"
sagittal,75,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 29855), (41, 434), (42, 4176), (47, 21), (73, 330)]"
sagittal,76,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 29432), (41, 559), (42, 4384), (47, 98), (73, 343)]"
sagittal,77,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 29023), (41, 698), (42, 4560), (47, 182), (73, 353)]"
sagittal,78,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 28653), (41, 832), (42, 4742), (47, 271), (73, 318)]"
sagittal,79,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 28316), (41, 964), (42, 4840), (47, 350), (73, 346)]"
sagittal,80,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 27989), (41, 1106), (42, 4957), (47, 428), (73, 336)]"
sagittal,81,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 27679), (41, 1222), (42, 5044), (47, 488), (73, 383)]"
sagittal,82,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 27388), (41, 1354), (42, 5146), (47, 550), (73, 378)]"
sagittal,83,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 27103), (41, 1452), (42, 5245), (47, 612), (73, 404)]"
sagittal,84,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 26830), (41, 1551), (42, 5327), (47, 673), (73, 435)]"
sagittal,85,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 26586), (41, 1741), (42, 5301), (47, 735), (73, 453)]"
sagittal,86,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 26344), (41, 1925), (42, 5282), (47, 786), (73, 479)]"
sagittal,87,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 26122), (41, 2190), (42, 5238), (47, 834), (73, 432)]"
sagittal,88,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25897), (41, 2334), (42, 5242), (47, 886), (73, 457)]"
sagittal,89,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25714), (41, 2519), (42, 5205), (47, 926), (73, 452)]"
sagittal,90,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25531), (41, 2690), (42, 5174), (47, 967), (73, 454)]"
sagittal,91,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25366), (41, 2892), (42, 5080), (47, 1016), (73, 462)]"
sagittal,92,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25219), (41, 3049), (42, 4994), (46, 12), (47, 1051), (73, 491)]"
sagittal,93,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25055), (41, 3208), (42, 4960), (46, 30), (47, 1075), (73, 488)]"
sagittal,94,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24904), (41, 3427), (42, 4810), (46, 46), (47, 1090), (53, 27), (73, 512)]"
sagittal,95,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24763), (41, 3681), (42, 4651), (46, 65), (47, 1113), (53, 69), (73, 474)]"
sagittal,96,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24657), (41, 3834), (42, 4553), (43, 2), (46, 81), (47, 1118), (53, 102), (73, 469)]"
sagittal,97,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24527), (41, 3855), (42, 4443), (43, 43), (44, 4), (46, 125), (47, 1122), (51, 110), (53, 128), (73, 459)]"
sagittal,98,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24433), (41, 3833), (42, 4355), (43, 77), (44, 2), (46, 155), (47, 1111), (51, 219), (53, 154), (73, 477)]"
sagittal,99,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24327), (41, 3790), (42, 4314), (43, 97), (46, 187), (47, 1113), (51, 303), (53, 181), (54, 25), (73, 479)]"
sagittal,100,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24238), (41, 3752), (42, 4305), (43, 107), (46, 217), (47, 1110), (51, 351), (53, 202), (54, 54), (73, 480)]"
sagittal,101,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24171), (41, 3800), (42, 4230), (43, 119), (46, 248), (47, 1113), (51, 361), (52, 7), (53, 213), (54, 66), (73, 488)]"
sagittal,102,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24061), (41, 3896), (42, 4197), (43, 117), (46, 281), (47, 1112), (51, 336), (52, 37), (53, 206), (54, 88), (60, 4), (73, 481)]"
sagittal,103,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23985), (41, 4010), (42, 4192), (43, 110), (46, 306), (47, 1118), (51, 305), (52, 66), (53, 200), (54, 100), (60, 10), (73, 414)]"
sagittal,104,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23899), (41, 4019), (42, 4191), (43, 110), (46, 337), (47, 1108), (49, 24), (51, 283), (52, 86), (53, 189), (54, 108), (60, 25), (73, 437)]"
sagittal,105,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23838), (41, 4075), (42, 4130), (43, 108), (46, 359), (47, 1112), (49, 75), (51, 256), (52, 97), (53, 179), (54, 108), (60, 33), (73, 446)]"
sagittal,106,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23787), (41, 4155), (42, 4045), (43, 113), (46, 377), (47, 1115), (49, 110), (51, 226), (52, 105), (53, 166), (54, 103), (60, 37), (73, 477)]"
sagittal,107,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23742), (41, 4227), (42, 3985), (43, 111), (44, 2), (46, 400), (47, 1129), (49, 144), (51, 194), (52, 110), (53, 140), (54, 101), (60, 42), (73, 489)]"
sagittal,108,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23749), (41, 4286), (42, 3904), (43, 116), (46, 421), (47, 1130), (49, 183), (50, 10), (51, 157), (52, 110), (53, 119), (54, 86), (60, 51), (73, 494)]"
sagittal,109,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23774), (41, 4283), (42, 3735), (43, 129), (46, 432), (47, 1144), (49, 228), (50, 114), (51, 136), (52, 101), (53, 98), (54, 76), (60, 65), (73, 501)]"
sagittal,110,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23792), (41, 4257), (42, 3631), (43, 142), (46, 442), (47, 1168), (49, 286), (50, 198), (51, 103), (52, 96), (53, 72), (54, 66), (60, 83), (73, 480)]"
sagittal,111,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23819), (16, 7), (41, 4161), (42, 3592), (43, 168), (46, 462), (47, 1169), (49, 311), (50, 239), (51, 85), (52, 83), (53, 57), (54, 49), (60, 108), (73, 506)]"
sagittal,112,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23830), (16, 62), (41, 4091), (42, 3596), (43, 179), (46, 478), (47, 1155), (49, 345), (50, 265), (51, 64), (52, 71), (53, 40), (54, 45), (60, 131), (73, 464)]"
sagittal,113,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23809), (16, 143), (41, 3991), (42, 3605), (43, 175), (46, 480), (47, 1133), (49, 360), (50, 267), (51, 45), (52, 57), (53, 28), (54, 37), (58, 4), (60, 143), (73, 539)]"
sagittal,114,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23836), (16, 211), (41, 3792), (42, 3703), (43, 158), (46, 459), (47, 1149), (49, 373), (50, 268), (51, 32), (52, 40), (53, 18), (54, 23), (58, 10), (60, 154), (73, 590)]"
sagittal,115,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23866), (16, 282), (41, 3431), (42, 3970), (43, 170), (46, 382), (47, 1188), (49, 378), (50, 256), (51, 19), (52, 19), (53, 8), (54, 8), (58, 15), (60, 167), (73, 657)]"
sagittal,116,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23905), (16, 401), (41, 3134), (42, 4297), (43, 148), (46, 294), (47, 1200), (49, 382), (50, 239), (53, 6), (58, 37), (60, 176), (73, 597)]"
sagittal,117,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23887), (16, 520), (41, 2803), (42, 4593), (43, 157), (46, 231), (47, 1208), (49, 383), (50, 215), (53, 3), (58, 47), (60, 188), (73, 581)]"
sagittal,118,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23879), (16, 649), (41, 2438), (42, 4921), (43, 178), (46, 172), (47, 1203), (49, 374), (50, 183), (53, 1), (58, 54), (60, 209), (73, 555)]"
sagittal,119,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23922), (16, 744), (41, 1985), (42, 5302), (43, 212), (46, 151), (47, 1184), (49, 355), (50, 138), (58, 45), (60, 240), (73, 538)]"
sagittal,120,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24014), (15, 13), (16, 786), (24, 2), (41, 1487), (42, 5767), (43, 227), (46, 118), (47, 1150), (49, 336), (50, 83), (58, 47), (60, 257), (73, 529)]"
sagittal,121,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24190), (15, 40), (16, 810), (24, 24), (41, 1037), (42, 6235), (43, 271), (46, 88), (47, 1114), (49, 302), (50, 34), (58, 29), (60, 260), (73, 382)]"
sagittal,122,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24417), (15, 54), (16, 815), (24, 40), (41, 665), (42, 6568), (43, 287), (46, 57), (47, 1071), (49, 279), (50, 1), (58, 3), (60, 259), (73, 300)]"
sagittal,123,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24658), (14, 1), (15, 68), (16, 809), (24, 52), (41, 570), (42, 6564), (43, 255), (46, 15), (47, 1050), (49, 252), (60, 252), (73, 270)]"
sagittal,124,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24962), (3, 5), (14, 15), (15, 79), (16, 811), (24, 60), (41, 550), (42, 6426), (43, 216), (46, 5), (47, 986), (49, 208), (60, 252), (73, 241)]"
sagittal,125,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25376), (3, 368), (7, 1), (8, 214), (14, 152), (15, 102), (16, 802), (24, 70), (41, 565), (42, 5617), (43, 160), (47, 611), (49, 114), (60, 175), (73, 489)]"
sagittal,126,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25867), (2, 409), (3, 2546), (4, 3), (7, 11), (8, 911), (10, 53), (14, 272), (15, 93), (16, 738), (24, 93), (28, 75), (41, 154), (42, 2886), (43, 104), (47, 22), (49, 9), (60, 11), (73, 559)]"
sagittal,127,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25522), (2, 565), (3, 4512), (4, 125), (7, 25), (8, 1030), (10, 100), (14, 207), (15, 78), (16, 751), (24, 78), (28, 125), (41, 17), (42, 1223), (73, 458)]"
sagittal,128,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 25124), (2, 575), (3, 6065), (4, 166), (7, 40), (8, 1076), (10, 181), (14, 57), (15, 73), (16, 794), (24, 66), (28, 209), (42, 49), (73, 341)]"
sagittal,129,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24563), (2, 533), (3, 6624), (4, 247), (7, 83), (8, 1089), (10, 244), (15, 63), (16, 804), (24, 40), (28, 260), (73, 266)]"
sagittal,130,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24182), (2, 637), (3, 6729), (4, 300), (7, 121), (8, 1104), (10, 272), (15, 57), (16, 811), (24, 25), (28, 262), (73, 316)]"
sagittal,131,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23963), (2, 997), (3, 6480), (4, 320), (7, 136), (8, 1130), (10, 313), (11, 1), (15, 50), (16, 808), (24, 2), (26, 6), (28, 263), (73, 347)]"
sagittal,132,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23812), (2, 1279), (3, 6205), (4, 288), (7, 164), (8, 1149), (10, 339), (11, 46), (15, 11), (16, 797), (26, 29), (28, 267), (73, 430)]"
sagittal,133,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23753), (2, 1537), (3, 5899), (4, 253), (7, 188), (8, 1153), (10, 364), (11, 96), (15, 3), (16, 748), (26, 41), (28, 260), (73, 521)]"
sagittal,134,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23734), (2, 1934), (3, 5442), (4, 221), (7, 238), (8, 1158), (10, 374), (11, 158), (16, 640), (17, 1), (26, 49), (28, 230), (73, 637)]"
sagittal,135,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23736), (2, 2475), (3, 4919), (4, 203), (7, 280), (8, 1167), (10, 379), (11, 195), (16, 525), (17, 3), (26, 54), (28, 207), (73, 673)]"
sagittal,136,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23751), (2, 2990), (3, 4408), (4, 210), (7, 376), (8, 1175), (10, 376), (11, 220), (16, 378), (17, 9), (26, 52), (28, 189), (73, 682)]"
sagittal,137,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23779), (2, 3505), (3, 3978), (4, 204), (7, 436), (8, 1145), (10, 372), (11, 246), (13, 5), (16, 274), (17, 11), (26, 49), (28, 173), (73, 639)]"
sagittal,138,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23812), (2, 3854), (3, 3637), (4, 216), (7, 459), (8, 1138), (10, 364), (11, 260), (12, 1), (13, 32), (16, 211), (17, 13), (26, 35), (28, 164), (73, 620)]"
sagittal,139,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23810), (2, 4136), (3, 3392), (4, 213), (7, 476), (8, 1147), (10, 353), (11, 273), (12, 24), (13, 56), (16, 156), (17, 26), (18, 10), (26, 10), (28, 149), (73, 585)]"
sagittal,140,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23793), (2, 4389), (3, 3268), (4, 217), (7, 471), (8, 1132), (10, 343), (11, 272), (12, 39), (13, 73), (16, 108), (17, 30), (18, 27), (26, 2), (28, 134), (73, 518)]"
sagittal,141,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23844), (2, 4415), (3, 3282), (4, 193), (7, 455), (8, 1132), (10, 324), (11, 276), (12, 60), (13, 84), (16, 20), (17, 45), (18, 45), (28, 114), (73, 527)]"
sagittal,142,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23883), (2, 4513), (3, 3304), (4, 165), (7, 428), (8, 1132), (10, 275), (11, 250), (12, 79), (13, 99), (16, 2), (17, 60), (18, 51), (28, 92), (73, 483)]"
sagittal,143,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23878), (2, 4566), (3, 3419), (4, 133), (7, 418), (8, 1103), (10, 216), (11, 126), (12, 102), (13, 101), (17, 83), (18, 61), (28, 70), (73, 540)]"
sagittal,144,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23858), (2, 4556), (3, 3587), (4, 128), (7, 398), (8, 1096), (10, 183), (11, 10), (12, 128), (13, 114), (17, 108), (18, 73), (28, 56), (73, 521)]"
sagittal,145,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23866), (2, 4496), (3, 3673), (4, 121), (7, 389), (8, 1083), (10, 147), (12, 167), (13, 117), (17, 148), (18, 77), (28, 42), (73, 490)]"
sagittal,146,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23886), (2, 4360), (3, 3775), (4, 127), (7, 366), (8, 1087), (10, 113), (12, 220), (13, 113), (17, 169), (18, 91), (28, 37), (73, 472)]"
sagittal,147,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 23952), (2, 4232), (3, 3881), (4, 125), (7, 326), (8, 1098), (10, 69), (12, 250), (13, 104), (17, 183), (18, 93), (28, 33), (73, 470)]"
sagittal,148,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24003), (2, 4105), (3, 4046), (4, 125), (7, 298), (8, 1106), (10, 12), (12, 296), (13, 87), (17, 190), (18, 102), (28, 29), (73, 417)]"
sagittal,149,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24087), (2, 3983), (3, 4097), (4, 122), (5, 1), (7, 263), (8, 1115), (12, 328), (13, 75), (17, 200), (18, 94), (28, 18), (73, 433)]"
sagittal,150,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24151), (2, 3884), (3, 4206), (4, 126), (7, 245), (8, 1116), (12, 356), (13, 54), (17, 200), (18, 86), (28, 1), (73, 391)]"
sagittal,151,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24228), (2, 3777), (3, 4237), (4, 133), (7, 212), (8, 1121), (12, 375), (13, 25), (17, 196), (18, 77), (73, 435)]"
sagittal,152,"(256, 136)","(0.9375132322311401, 0.9375060200691223, 1.2000031471252441)","[(0, 24298), (2, 3619), (3, 4377), (4, 125), (7, 181), (8, 1107), (12, 385), (17, 184), (18, 62), (73, 478)]"
