coupe,num_coupe,dimension,labels
Coronal,74,256*128,"[('Unknown', 30299), ('white matter of left hemisphere of cerebellum', 3), ('left cerebellar cortex', 1114), ('fourth ventricle', 9), ('brainstem', 185), ('right cerebellar cortex', 1158)]"
Coronal,75,256*128,"[('Unknown', 30181), ('white matter of left hemisphere of cerebellum', 10), ('left cerebellar cortex', 1165), ('fourth ventricle', 9), ('brainstem', 190), ('white matter of right hemisphere of cerebellum', 2), ('right cerebellar cortex', 1211)]"
Coronal,76,256*128,"[('Unknown', 30066), ('white matter of left hemisphere of cerebellum', 25), ('left cerebellar cortex', 1198), ('fourth ventricle', 10), ('brainstem', 199), ('white matter of right hemisphere of cerebellum', 3), ('right cerebellar cortex', 1267)]"
Coronal,77,256*128,"[('Unknown', 29950), ('white matter of left hemisphere of cerebellum', 30), ('left cerebellar cortex', 1250), ('fourth ventricle', 10), ('brainstem', 207), ('white matter of right hemisphere of cerebellum', 3), ('right cerebellar cortex', 1318)]"
Coronal,78,256*128,"[('Unknown', 29832), ('white matter of left hemisphere of cerebellum', 36), ('left cerebellar cortex', 1302), ('fourth ventricle', 9), ('brainstem', 213), ('white matter of right hemisphere of cerebellum', 10), ('right cerebellar cortex', 1366)]"
Coronal,79,256*128,"[('Unknown', 29716), ('white matter of left hemisphere of cerebellum', 38), ('left cerebellar cortex', 1365), ('fourth ventricle', 8), ('brainstem', 218), ('white matter of right hemisphere of cerebellum', 25), ('right cerebellar cortex', 1398)]"
Coronal,80,256*128,"[('Unknown', 29589), ('white matter of left hemisphere of cerebellum', 37), ('left cerebellar cortex', 1434), ('fourth ventricle', 7), ('brainstem', 222), ('white matter of right hemisphere of cerebellum', 32), ('right cerebellar cortex', 1447)]"
Coronal,81,256*128,"[('Unknown', 29471), ('white matter of left hemisphere of cerebellum', 44), ('left cerebellar cortex', 1480), ('fourth ventricle', 5), ('brainstem', 229), ('cortex of right cerebral hemisphere', 9), ('white matter of right hemisphere of cerebellum', 90), ('right cerebellar cortex', 1440)]"
Coronal,82,256*128,"[('Unknown', 29310), ('cortex of left cerebral hemisphere', 5), ('white matter of left hemisphere of cerebellum', 85), ('left cerebellar cortex', 1493), ('fourth ventricle', 6), ('brainstem', 233), ('cortex of right cerebral hemisphere', 56), ('white matter of right hemisphere of cerebellum', 148), ('right cerebellar cortex', 1432)]"
Coronal,83,256*128,"[('Unknown', 29093), ('cortex of left cerebral hemisphere', 42), ('white matter of left hemisphere of cerebellum', 169), ('left cerebellar cortex', 1456), ('fourth ventricle', 5), ('brainstem', 249), ('cortex of right cerebral hemisphere', 122), ('white matter of right hemisphere of cerebellum', 226), ('right cerebellar cortex', 1406)]"
Coronal,84,256*128,"[('Unknown', 28782), ('cortex of left cerebral hemisphere', 125), ('white matter of left hemisphere of cerebellum', 282), ('left cerebellar cortex', 1400), ('fourth ventricle', 7), ('brainstem', 283), ('cortex of right cerebral hemisphere', 194), ('white matter of right hemisphere of cerebellum', 388), ('right cerebellar cortex', 1307)]"
Coronal,85,256*128,"[('Unknown', 28458), ('cortex of left cerebral hemisphere', 206), ('white matter of left hemisphere of cerebellum', 394), ('left cerebellar cortex', 1343), ('fourth ventricle', 8), ('brainstem', 327), ('cortex of right cerebral hemisphere', 295), ('white matter of right hemisphere of cerebellum', 448), ('right cerebellar cortex', 1289)]"
Coronal,86,256*128,"[('Unknown', 28114), ('cortex of left cerebral hemisphere', 288), ('white matter of left hemisphere of cerebellum', 459), ('left cerebellar cortex', 1326), ('fourth ventricle', 10), ('brainstem', 362), ('cortex of right cerebral hemisphere', 422), ('white matter of right hemisphere of cerebellum', 474), ('right cerebellar cortex', 1313)]"
Coronal,87,256*128,"[('Unknown', 27782), ('cortex of left cerebral hemisphere', 390), ('white matter of left hemisphere of cerebellum', 497), ('left cerebellar cortex', 1339), ('fourth ventricle', 10), ('brainstem', 398), ('cortex of right cerebral hemisphere', 519), ('white matter of right hemisphere of cerebellum', 501), ('right cerebellar cortex', 1332)]"
Coronal,88,256*128,"[('Unknown', 27503), ('cortex of left cerebral hemisphere', 487), ('white matter of left hemisphere of cerebellum', 494), ('left cerebellar cortex', 1368), ('fourth ventricle', 9), ('brainstem', 417), ('cortex of right cerebral hemisphere', 613), ('white matter of right hemisphere of cerebellum', 539), ('right cerebellar cortex', 1338)]"
Coronal,89,256*128,"[('Unknown', 27272), ('cortex of left cerebral hemisphere', 587), ('white matter of left hemisphere of cerebellum', 532), ('left cerebellar cortex', 1360), ('fourth ventricle', 8), ('brainstem', 434), ('white matter of right cerebral hemisphere', 2), ('cortex of right cerebral hemisphere', 690), ('white matter of right hemisphere of cerebellum', 610), ('right cerebellar cortex', 1273)]"
Coronal,90,256*128,"[('Unknown', 27050), ('white matter of left cerebral hemisphere', 9), ('cortex of left cerebral hemisphere', 657), ('white matter of left hemisphere of cerebellum', 593), ('left cerebellar cortex', 1325), ('fourth ventricle', 2), ('brainstem', 463), ('white matter of right cerebral hemisphere', 4), ('cortex of right cerebral hemisphere', 741), ('white matter of right hemisphere of cerebellum', 680), ('right cerebellar cortex', 1244)]"
Coronal,91,256*128,"[('Unknown', 26858), ('white matter of left cerebral hemisphere', 13), ('cortex of left cerebral hemisphere', 725), ('white matter of left hemisphere of cerebellum', 637), ('left cerebellar cortex', 1296), ('fourth ventricle', 2), ('brainstem', 485), ('white matter of right cerebral hemisphere', 7), ('cortex of right cerebral hemisphere', 787), ('white matter of right hemisphere of cerebellum', 709), ('right cerebellar cortex', 1249)]"
Coronal,92,256*128,"[('Unknown', 26663), ('white matter of left cerebral hemisphere', 19), ('cortex of left cerebral hemisphere', 789), ('white matter of left hemisphere of cerebellum', 653), ('left cerebellar cortex', 1298), ('fourth ventricle', 5), ('brainstem', 505), ('white matter of right cerebral hemisphere', 12), ('cortex of right cerebral hemisphere', 840), ('white matter of right hemisphere of cerebellum', 715), ('right cerebellar cortex', 1269)]"
Coronal,93,256*128,"[('Unknown', 26487), ('white matter of left cerebral hemisphere', 27), ('cortex of left cerebral hemisphere', 843), ('white matter of left hemisphere of cerebellum', 664), ('left cerebellar cortex', 1302), ('fourth ventricle', 13), ('brainstem', 514), ('white matter of right cerebral hemisphere', 24), ('cortex of right cerebral hemisphere', 888), ('white matter of right hemisphere of cerebellum', 667), ('right cerebellar cortex', 1339)]"
Coronal,94,256*128,"[('Unknown', 26273), ('white matter of left cerebral hemisphere', 43), ('cortex of left cerebral hemisphere', 892), ('white matter of left hemisphere of cerebellum', 625), ('left cerebellar cortex', 1355), ('fourth ventricle', 31), ('brainstem', 520), ('white matter of right cerebral hemisphere', 54), ('cortex of right cerebral hemisphere', 947), ('white matter of right hemisphere of cerebellum', 604), ('right cerebellar cortex', 1424)]"
Coronal,95,256*128,"[('Unknown', 26032), ('white matter of left cerebral hemisphere', 86), ('cortex of left cerebral hemisphere', 967), ('white matter of left hemisphere of cerebellum', 541), ('left cerebellar cortex', 1450), ('fourth ventricle', 47), ('brainstem', 534), ('white matter of right cerebral hemisphere', 94), ('cortex of right cerebral hemisphere', 1003), ('white matter of right hemisphere of cerebellum', 569), ('right cerebellar cortex', 1445)]"
Coronal,96,256*128,"[('Unknown', 25730), ('white matter of left cerebral hemisphere', 124), ('cortex of left cerebral hemisphere', 1054), ('white matter of left hemisphere of cerebellum', 498), ('left cerebellar cortex', 1496), ('fourth ventricle', 64), ('brainstem', 548), ('white matter of right cerebral hemisphere', 160), ('cortex of right cerebral hemisphere', 1103), ('white matter of right hemisphere of cerebellum', 534), ('right cerebellar cortex', 1457)]"
Coronal,97,256*128,"[('Unknown', 25463), ('white matter of left cerebral hemisphere', 182), ('cortex of left cerebral hemisphere', 1136), ('white matter of left hemisphere of cerebellum', 460), ('left cerebellar cortex', 1508), ('fourth ventricle', 66), ('brainstem', 563), ('white matter of right cerebral hemisphere', 177), ('cortex of right cerebral hemisphere', 1254), ('white matter of right hemisphere of cerebellum', 520), ('right cerebellar cortex', 1439)]"
Coronal,98,256*128,"[('Unknown', 25197), ('white matter of left cerebral hemisphere', 254), ('cortex of left cerebral hemisphere', 1196), ('white matter of left hemisphere of cerebellum', 456), ('left cerebellar cortex', 1481), ('fourth ventricle', 66), ('brainstem', 573), ('white matter of right cerebral hemisphere', 200), ('cortex of right cerebral hemisphere', 1417), ('white matter of right hemisphere of cerebellum', 464), ('right cerebellar cortex', 1464)]"
Coronal,99,256*128,"[('Unknown', 25015), ('white matter of left cerebral hemisphere', 288), ('cortex of left cerebral hemisphere', 1311), ('white matter of left hemisphere of cerebellum', 434), ('left cerebellar cortex', 1445), ('fourth ventricle', 65), ('brainstem', 579), ('white matter of right cerebral hemisphere', 209), ('cortex of right cerebral hemisphere', 1536), ('white matter of right hemisphere of cerebellum', 424), ('right cerebellar cortex', 1462)]"
Coronal,100,256*128,"[('Unknown', 24830), ('white matter of left cerebral hemisphere', 318), ('cortex of left cerebral hemisphere', 1457), ('white matter of left hemisphere of cerebellum', 399), ('left cerebellar cortex', 1426), ('fourth ventricle', 62), ('brainstem', 582), ('white matter of right cerebral hemisphere', 258), ('cortex of right cerebral hemisphere', 1581), ('white matter of right hemisphere of cerebellum', 374), ('right cerebellar cortex', 1481)]"
Coronal,101,256*128,"[('Unknown', 24699), ('white matter of left cerebral hemisphere', 377), ('cortex of left cerebral hemisphere', 1582), ('white matter of left hemisphere of cerebellum', 378), ('left cerebellar cortex', 1387), ('fourth ventricle', 47), ('brainstem', 579), ('white matter of right cerebral hemisphere', 330), ('cortex of right cerebral hemisphere', 1594), ('white matter of right hemisphere of cerebellum', 314), ('right cerebellar cortex', 1481)]"
Coronal,102,256*128,"[('Unknown', 24585), ('white matter of left cerebral hemisphere', 433), ('cortex of left cerebral hemisphere', 1705), ('white matter of left hemisphere of cerebellum', 325), ('left cerebellar cortex', 1345), ('fourth ventricle', 31), ('brainstem', 580), ('white matter of right cerebral hemisphere', 402), ('cortex of right cerebral hemisphere', 1612), ('white matter of right hemisphere of cerebellum', 251), ('right cerebellar cortex', 1493), ('right hippocampus', 1), ('right amygdala', 5)]"
Coronal,103,256*128,"[('Unknown', 24543), ('white matter of left cerebral hemisphere', 449), ('cortex of left cerebral hemisphere', 1843), ('white matter of left hemisphere of cerebellum', 229), ('left cerebellar cortex', 1334), ('fourth ventricle', 19), ('brainstem', 577), ('left hippocampus', 13), ('left amygdala', 10), ('white matter of right cerebral hemisphere', 497), ('cortex of right cerebral hemisphere', 1575), ('white matter of right hemisphere of cerebellum', 173), ('right cerebellar cortex', 1472), ('right hippocampus', 19), ('right amygdala', 15)]"
Coronal,104,256*128,"[('Unknown', 24451), ('white matter of left cerebral hemisphere', 474), ('cortex of left cerebral hemisphere', 1959), ('white matter of left hemisphere of cerebellum', 143), ('left cerebellar cortex', 1309), ('fourth ventricle', 14), ('brainstem', 570), ('left hippocampus', 29), ('left amygdala', 25), ('white matter of right cerebral hemisphere', 591), ('cortex of right cerebral hemisphere', 1599), ('white matter of right hemisphere of cerebellum', 107), ('right cerebellar cortex', 1440), ('right hippocampus', 30), ('right amygdala', 27)]"
Coronal,105,256*128,"[('Unknown', 24281), ('white matter of left cerebral hemisphere', 523), ('cortex of left cerebral hemisphere', 2143), ('white matter of left hemisphere of cerebellum', 95), ('left cerebellar cortex', 1210), ('fourth ventricle', 9), ('brainstem', 561), ('left hippocampus', 47), ('left amygdala', 38), ('white matter of right cerebral hemisphere', 654), ('cortex of right cerebral hemisphere', 1710), ('white matter of right hemisphere of cerebellum', 72), ('right cerebellar cortex', 1346), ('right hippocampus', 42), ('right amygdala', 37)]"
Coronal,106,256*128,"[('Unknown', 23986), ('white matter of left cerebral hemisphere', 583), ('cortex of left cerebral hemisphere', 2330), ('temporal horn of left lateral ventricle', 4), ('white matter of left hemisphere of cerebellum', 66), ('left cerebellar cortex', 1062), ('fourth ventricle', 3), ('brainstem', 558), ('left hippocampus', 70), ('left amygdala', 46), ('white matter of right cerebral hemisphere', 632), ('cortex of right cerebral hemisphere', 2053), ('temporal horn of right lateral ventricle', 17), ('white matter of right hemisphere of cerebellum', 44), ('right cerebellar cortex', 1188), ('right hippocampus', 77), ('right amygdala', 49)]"
Coronal,107,256*128,"[('Unknown', 23594), ('white matter of left cerebral hemisphere', 607), ('cortex of left cerebral hemisphere', 2625), ('temporal horn of left lateral ventricle', 12), ('white matter of left hemisphere of cerebellum', 48), ('left cerebellar cortex', 889), ('fourth ventricle', 1), ('brainstem', 542), ('left hippocampus', 86), ('left amygdala', 57), ('white matter of right cerebral hemisphere', 627), ('cortex of right cerebral hemisphere', 2448), ('temporal horn of right lateral ventricle', 17), ('white matter of right hemisphere of cerebellum', 30), ('right cerebellar cortex', 1024), ('right hippocampus', 105), ('right amygdala', 56)]"
Coronal,108,256*128,"[('Unknown', 23167), ('white matter of left cerebral hemisphere', 621), ('cortex of left cerebral hemisphere', 2885), ('temporal horn of left lateral ventricle', 13), ('white matter of left hemisphere of cerebellum', 28), ('left cerebellar cortex', 800), ('fourth ventricle', 2), ('brainstem', 532), ('left hippocampus', 125), ('left amygdala', 60), ('white matter of right cerebral hemisphere', 591), ('cortex of right cerebral hemisphere', 2880), ('temporal horn of right lateral ventricle', 14), ('white matter of right hemisphere of cerebellum', 19), ('right cerebellar cortex', 842), ('right hippocampus', 127), ('right amygdala', 62)]"
Coronal,109,256*128,"[('Unknown', 22909), ('white matter of left cerebral hemisphere', 663), ('cortex of left cerebral hemisphere', 3002), ('temporal horn of left lateral ventricle', 9), ('white matter of left hemisphere of cerebellum', 12), ('left cerebellar cortex', 751), ('fourth ventricle', 4), ('brainstem', 508), ('left hippocampus', 148), ('left amygdala', 72), ('left ventral diencephalon', 5), ('white matter of right cerebral hemisphere', 616), ('cortex of right cerebral hemisphere', 3059), ('temporal horn of right lateral ventricle', 10), ('white matter of right hemisphere of cerebellum', 10), ('right cerebellar cortex', 755), ('right hippocampus', 164), ('right amygdala', 67), ('right ventral diencephalon', 4)]"
Coronal,110,256*128,"[('Unknown', 22704), ('white matter of left cerebral hemisphere', 683), ('cortex of left cerebral hemisphere', 3130), ('temporal horn of left lateral ventricle', 8), ('white matter of left hemisphere of cerebellum', 8), ('left cerebellar cortex', 684), ('fourth ventricle', 6), ('brainstem', 475), ('left hippocampus', 158), ('left amygdala', 88), ('left ventral diencephalon', 17), ('white matter of right cerebral hemisphere', 690), ('cortex of right cerebral hemisphere', 3129), ('temporal horn of right lateral ventricle', 9), ('white matter of right hemisphere of cerebellum', 9), ('right cerebellar cortex', 690), ('right hippocampus', 178), ('right amygdala', 83), ('right ventral diencephalon', 19)]"
Coronal,111,256*128,"[('Unknown', 22535), ('white matter of left cerebral hemisphere', 740), ('cortex of left cerebral hemisphere', 3199), ('temporal horn of left lateral ventricle', 7), ('white matter of left hemisphere of cerebellum', 4), ('left cerebellar cortex', 630), ('left putamen', 1), ('fourth ventricle', 7), ('brainstem', 414), ('left hippocampus', 180), ('left amygdala', 96), ('left ventral diencephalon', 38), ('white matter of right cerebral hemisphere', 801), ('cortex of right cerebral hemisphere', 3143), ('temporal horn of right lateral ventricle', 10), ('white matter of right hemisphere of cerebellum', 4), ('right cerebellar cortex', 633), ('right hippocampus', 182), ('right amygdala', 99), ('right ventral diencephalon', 45)]"
Coronal,112,256*128,"[('Unknown', 22390), ('white matter of left cerebral hemisphere', 784), ('cortex of left cerebral hemisphere', 3272), ('temporal horn of left lateral ventricle', 4), ('left cerebellar cortex', 581), ('left putamen', 3), ('fourth ventricle', 8), ('brainstem', 326), ('left hippocampus', 195), ('left amygdala', 105), ('left ventral diencephalon', 79), ('white matter of right cerebral hemisphere', 915), ('cortex of right cerebral hemisphere', 3141), ('temporal horn of right lateral ventricle', 5), ('white matter of right hemisphere of cerebellum', 1), ('right cerebellar cortex', 582), ('right hippocampus', 173), ('right amygdala', 122), ('right ventral diencephalon', 82)]"
Coronal,113,256*128,"[('Unknown', 22213), ('white matter of left cerebral hemisphere', 876), ('cortex of left cerebral hemisphere', 3295), ('temporal horn of left lateral ventricle', 1), ('left cerebellar cortex', 528), ('left putamen', 4), ('fourth ventricle', 14), ('brainstem', 266), ('left hippocampus', 195), ('left amygdala', 123), ('left ventral diencephalon', 107), ('white matter of right cerebral hemisphere', 996), ('cortex of right cerebral hemisphere', 3200), ('temporal horn of right lateral ventricle', 2), ('right cerebellar cortex', 524), ('right hippocampus', 184), ('right amygdala', 129), ('right ventral diencephalon', 111)]"
Coronal,114,256*128,"[('Unknown', 22050), ('white matter of left cerebral hemisphere', 1042), ('cortex of left cerebral hemisphere', 3263), ('white matter of left hemisphere of cerebellum', 1), ('left cerebellar cortex', 475), ('left putamen', 5), ('third ventricle', 3), ('fourth ventricle', 17), ('brainstem', 234), ('left hippocampus', 180), ('left amygdala', 125), ('left ventral diencephalon', 138), ('white matter of right cerebral hemisphere', 1043), ('cortex of right cerebral hemisphere', 3271), ('right cerebellar cortex', 461), ('right putamen', 3), ('right hippocampus', 177), ('right amygdala', 136), ('right ventral diencephalon', 144)]"
Coronal,115,256*128,"[('Unknown', 21820), ('white matter of left cerebral hemisphere', 1234), ('cortex of left cerebral hemisphere', 3221), ('white matter of left hemisphere of cerebellum', 1), ('left cerebellar cortex', 419), ('left putamen', 6), ('third ventricle', 10), ('fourth ventricle', 18), ('brainstem', 198), ('left hippocampus', 177), ('left amygdala', 122), ('left ventral diencephalon', 176), ('white matter of right cerebral hemisphere', 1152), ('cortex of right cerebral hemisphere', 3298), ('right cerebellar cortex', 412), ('right putamen', 5), ('right hippocampus', 169), ('right amygdala', 135), ('right ventral diencephalon', 195)]"
Coronal,116,256*128,"[('Unknown', 21575), ('white matter of left cerebral hemisphere', 1349), ('cortex of left cerebral hemisphere', 3263), ('temporal horn of left lateral ventricle', 5), ('left cerebellar cortex', 377), ('left putamen', 8), ('third ventricle', 11), ('fourth ventricle', 15), ('brainstem', 207), ('left hippocampus', 169), ('left amygdala', 109), ('left ventral diencephalon', 214), ('white matter of right cerebral hemisphere', 1309), ('cortex of right cerebral hemisphere', 3279), ('right cerebellar cortex', 361), ('right putamen', 7), ('right hippocampus', 163), ('right amygdala', 121), ('right ventral diencephalon', 226)]"
Coronal,117,256*128,"[('Unknown', 21303), ('white matter of left cerebral hemisphere', 1436), ('cortex of left cerebral hemisphere', 3342), ('temporal horn of left lateral ventricle', 15), ('left cerebellar cortex', 337), ('left putamen', 11), ('third ventricle', 17), ('fourth ventricle', 13), ('brainstem', 214), ('left hippocampus', 153), ('left amygdala', 88), ('left ventral diencephalon', 246), ('white matter of right cerebral hemisphere', 1444), ('cortex of right cerebral hemisphere', 3308), ('temporal horn of right lateral ventricle', 8), ('right cerebellar cortex', 317), ('right putamen', 9), ('right hippocampus', 158), ('right amygdala', 104), ('right ventral diencephalon', 245)]"
Coronal,118,256*128,"[('Unknown', 21123), ('white matter of left cerebral hemisphere', 1510), ('cortex of left cerebral hemisphere', 3361), ('temporal horn of left lateral ventricle', 21), ('left cerebellar cortex', 301), ('left putamen', 22), ('third ventricle', 16), ('fourth ventricle', 8), ('brainstem', 222), ('left hippocampus', 132), ('left amygdala', 71), ('left nucleus accumbens', 3), ('left ventral diencephalon', 274), ('white matter of right cerebral hemisphere', 1640), ('cortex of right cerebral hemisphere', 3267), ('temporal horn of right lateral ventricle', 16), ('right cerebellar cortex', 279), ('right putamen', 13), ('right hippocampus', 137), ('right amygdala', 87), ('right nucleus accumbens', 3), ('right ventral diencephalon', 262)]"
Coronal,119,256*128,"[('Unknown', 20943), ('white matter of left cerebral hemisphere', 1676), ('cortex of left cerebral hemisphere', 3319), ('temporal horn of left lateral ventricle', 3), ('left cerebellar cortex', 267), ('left putamen', 36), ('third ventricle', 18), ('fourth ventricle', 4), ('brainstem', 185), ('left hippocampus', 105), ('left amygdala', 51), ('left nucleus accumbens', 8), ('left ventral diencephalon', 302), ('white matter of right cerebral hemisphere', 1805), ('cortex of right cerebral hemisphere', 3284), ('temporal horn of right lateral ventricle', 4), ('right cerebellar cortex', 248), ('right putamen', 32), ('right hippocampus', 115), ('right amygdala', 63), ('right nucleus accumbens', 9), ('right ventral diencephalon', 291)]"
Coronal,120,256*128,"[('Unknown', 20723), ('white matter of left cerebral hemisphere', 1847), ('cortex of left cerebral hemisphere', 3288), ('temporal horn of left lateral ventricle', 3), ('left cerebellar cortex', 236), ('left thalamus', 9), ('left putamen', 63), ('left globus pallidus', 2), ('third ventricle', 19), ('fourth ventricle', 6), ('brainstem', 182), ('left hippocampus', 108), ('left amygdala', 19), ('left nucleus accumbens', 21), ('left ventral diencephalon', 289), ('white matter of right cerebral hemisphere', 1949), ('cortex of right cerebral hemisphere', 3286), ('right cerebellar cortex', 221), ('right putamen', 58), ('right hippocampus', 96), ('right amygdala', 39), ('right nucleus accumbens', 14), ('right ventral diencephalon', 288), ('right vessel', 2)]"
Coronal,121,256*128,"[('Unknown', 20511), ('white matter of left cerebral hemisphere', 1993), ('cortex of left cerebral hemisphere', 3280), ('temporal horn of left lateral ventricle', 1), ('left cerebellar cortex', 210), ('left thalamus', 15), ('left putamen', 89), ('left globus pallidus', 4), ('third ventricle', 17), ('fourth ventricle', 7), ('brainstem', 173), ('left hippocampus', 103), ('left amygdala', 7), ('left nucleus accumbens', 31), ('left ventral diencephalon', 276), ('white matter of right cerebral hemisphere', 2118), ('cortex of right cerebral hemisphere', 3268), ('right cerebellar cortex', 194), ('right thalamus proper', 2), ('right putamen', 88), ('right globus pallidus', 9), ('right hippocampus', 76), ('right amygdala', 3), ('right nucleus accumbens', 19), ('right ventral diencephalon', 267), ('right vessel', 7)]"
Coronal,122,256*128,"[('Unknown', 20357), ('white matter of left cerebral hemisphere', 2142), ('cortex of left cerebral hemisphere', 3264), ('left cerebellar cortex', 181), ('left thalamus', 25), ('left putamen', 111), ('left globus pallidus', 5), ('third ventricle', 20), ('fourth ventricle', 8), ('brainstem', 164), ('left hippocampus', 89), ('left nucleus accumbens', 45), ('left ventral diencephalon', 234), ('left vessel', 3), ('white matter of right cerebral hemisphere', 2177), ('cortex of right cerebral hemisphere', 3272), ('right cerebellar cortex', 172), ('right thalamus proper', 9), ('right putamen', 124), ('right globus pallidus', 15), ('right hippocampus', 82), ('right nucleus accumbens', 33), ('right ventral diencephalon', 227), ('right vessel', 9)]"
