1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
66	-0.000000	70.004062	0.000000	1.8
67	-0.607961	69.847219	0.191311	2.7
68	-0.239014	69.691310	0.052494	1.5
69	-0.332988	69.536325	0.016057	1.8
70	-0.494584	69.382257	0.178266	1.4
71	-0.177897	69.229095	0.021475	1.4
72	-0.180019	69.076831	0.019785	1.1
73	-0.110889	68.925458	0.026629	1.1
74	-0.343249	68.774965	0.051340	1.4
75	-0.286956	68.625346	0.055100	1.4
76	-0.329435	68.476591	0.042407	1.6
77	-0.579891	68.328694	0.074523	1.6
78	-0.782697	68.181645	0.341909	1.8
79	-0.153784	68.035437	0.024666	1.4
80	-0.294349	67.890062	0.069078	1.4
81	-0.760805	67.745512	0.024639	1.4
82	-0.594813	67.601780	0.075772	1.6
83	-0.135596	67.458859	0.022024	1.1
84	-0.596062	67.316741	0.023691	1.7
85	-0.315936	67.175418	0.018992	1.8
86	-0.734337	67.034883	0.055951	2.7
87	-0.724732	66.895130	0.153173	1.5
88	-0.125954	66.756151	0.021804	1.6
89	-0.205337	66.617940	0.007000	1.3
90	-0.568023	66.480489	0.061895	1.5
91	-0.553583	66.343791	0.063380	1.5
92	-0.511262	66.207841	0.070712	1.5
93	-1.061430	66.072631	0.204973	1.6
94	-0.899066	65.938154	0.075193	2.1
95	-0.313606	65.804405	0.023973	6.6
96	-0.681272	65.671378	0.037684	2.0
97	-0.235291	65.539064	0.045150	2.7
98	-0.195075	65.407460	0.031124	2.8
99	-0.247468	65.276557	0.061069	3.7
100	-0.846664	65.146352	0.240418	3.4
101	-0.478305	65.016836	0.032511	3.7
102	-0.193826	64.888005	0.020063	2.4
103	-0.208953	64.759852	0.088005	3.2
104	-0.764542	64.632372	0.110846	3.6
105	-0.856881	64.505558	0.081354	2.0
106	-0.178347	64.379407	0.035950	2.2
107	-0.410108	64.253911	0.104286	2.2
108	-0.509097	64.129065	0.156509	2.2
109	-0.266087	64.004864	0.044626	4.9
110	-0.275167	63.881302	0.023340	1.7
111	-0.287197	63.758375	0.008804	2.7
112	-0.403423	63.636076	0.031366	2.5
113	-0.554148	63.514401	0.128503	1.8
114	-0.415766	63.393344	0.066475	1.6
115	-0.725352	63.272901	0.082204	1.4
116	-0.495517	63.153066	0.048203	1.9
117	-0.337475	63.033834	0.049172	1.7
118	-0.824869	62.915201	0.121374	6.1
119	-0.153892	62.797161	0.035789	2.1
120	-0.253520	62.679710	0.073644	1.9
121	-0.455625	62.562843	0.061089	1.6
122	-1.012580	62.446555	0.315194	3.6
123	-0.321027	62.330841	0.024443	1.6
124	-0.176506	62.215698	0.034028	1.9
125	-0.158102	62.101120	0.026034	2.0
126	-0.204690	61.987104	0.024726	1.5
127	-0.208955	61.873643	0.023392	1.4
128	-0.104212	61.760735	0.034794	1.4
129	-0.149187	61.648375	0.024139	1.8
130	-0.531380	61.536558	0.025538	1.8
131	-0.345029	61.425280	0.064957	1.4
132	-0.927466	61.314537	0.332477	1.6
133	-0.194577	61.204325	0.024449	1.4
134	-0.681895	61.094640	0.043713	1.4
135	-0.408070	60.985478	0.068255	1.4
136	-0.642955	60.876834	0.050952	1.7
137	-0.424726	60.768704	0.064165	1.4
138	-0.102900	60.661085	0.032951	1.2
139	-0.265281	60.553973	0.007918	2.4
140	-0.297193	60.447364	0.019184	2.0
141	-0.046214	60.341254	0.005831	1.4
142	-0.183819	60.235639	0.034214	1.1
143	-0.513117	60.130516	0.059395	1.4
144	-0.884154	60.025880	0.140142	1.4
145	-0.638365	59.921729	0.095023	1.5
146	-0.040251	59.818058	0.007418	2.6
147	-0.233529	59.714864	0.057669	1.6
148	-0.248432	59.612144	0.055552	1.2
149	-0.557943	59.509893	0.065945	1.4
150	-0.821592	59.408109	0.177714	1.4
151	-0.218838	59.306787	0.032581	1.4
152	-0.271175	59.205925	0.027355	1.4
153	-0.998660	59.105519	0.092303	1.4
154	-0.213209	59.005566	0.032207	1.5
155	-0.544651	58.906063	0.050940	1.4
156	-0.286445	58.807006	0.053037	1.3
157	-0.495153	58.708391	0.145594	1.3
158	-0.863071	58.610217	0.209819	1.3
159	-0.275714	58.512479	0.020185	1.1
160	-0.331074	58.415174	0.038266	1.8
161	-0.597145	58.318300	0.026096	1.7
162	-0.715998	58.221853	0.229655	1.4
163	-0.470134	58.125830	0.120826	1.3
164	-0.751917	58.030228	0.120749	1.4
165	-0.564832	57.935044	0.014886	1.4
166	-0.457348	57.840276	0.045930	1.4
167	-0.065910	57.745920	0.005385	1.4
168	-0.186869	57.651973	0.023370	2.4
169	-0.242781	57.558433	0.032125	1.2
170	-0.173599	57.465296	0.019189	1.4
171	-0.220920	57.372560	0.048820	1.3
172	-0.356836	57.280223	0.054568	1.4
173	-0.418437	57.188280	0.030565	1.4
174	-0.686194	57.096730	0.070455	1.4
175	-0.277196	57.005569	0.056736	1.4
176	-0.163938	56.914796	0.035123	1.4
177	-0.568366	56.824407	0.230900	1.4
178	-0.664146	56.734400	0.067877	1.4
179	-0.244640	56.644773	0.045051	1.3
180	-0.055759	56.555521	0.007269	1.4
181	-0.847621	56.466644	0.115103	2.1
182	-0.116425	56.378138	0.013335	1.3
183	-0.237191	56.290002	0.047919	1.4
184	-1.022023	56.202231	0.164053	1.4
185	-0.255602	56.114825	0.081544	1.4
186	-0.485752	56.027780	0.011640	1.4
187	-0.248134	55.941095	0.039539	1.4
188	-0.370283	55.854766	0.061427	1.4
189	-0.297989	55.768791	0.126640	1.4
190	-0.674946	55.683169	0.039857	2.6
191	-0.085140	55.597896	0.031303	1.6
192	-0.662108	55.512970	0.159020	1.5
193	-0.380429	55.428390	0.054785	1.3
194	-0.806132	55.344152	0.114911	1.4
195	-0.806343	55.260255	0.229934	1.4
196	-0.400838	55.176696	0.080337	1.5
197	-0.000000	55.093473	0.000000	1.3
198	-1.031928	55.010584	0.183335	1.4
199	-0.278682	54.928027	0.077409	3.0
200	-0.228211	54.845800	0.064927	3.3
201	-0.460943	54.763899	0.047175	2.6
202	-0.799087	54.682325	0.125902	1.9
203	-0.611875	54.601073	0.247564	1.9
204	-0.559493	54.520142	0.100611	1.8
205	-0.521311	54.439531	0.080276	3.4
206	-0.109418	54.359237	0.037375	2.3
207	-0.478805	54.279257	0.078800	1.7
208	-0.223972	54.199591	0.049680	1.6
209	-0.804266	54.120236	0.139097	1.4
210	-0.489320	54.041190	0.067451	2.0
211	-0.424899	53.962451	0.034565	5.0
212	-0.521611	53.884017	0.058351	5.8
213	-0.167127	53.805886	0.038000	1.9
214	-0.082729	53.728057	0.030034	2.0
215	-0.091118	53.650528	0.002838	1.9
216	-0.028949	53.573296	0.007235	2.3
217	-1.176041	53.496359	0.151836	2.0
218	-0.000932	53.419717	0.001886	6.6
219	-0.504009	53.343367	0.047630	1.8
220	-0.473706	53.267307	0.078816	1.4
221	-0.718407	53.191535	0.135281	4.8
222	-0.034545	53.116051	0.011782	4.1
223	-0.231577	53.040851	0.062606	3.2
224	-0.985085	52.965934	0.428369	2.1
225	-0.238299	52.891299	0.029900	1.4
226	-0.558442	52.816944	0.151545	1.5
227	-0.308029	52.742867	0.039535	1.5
228	-0.116586	52.669066	0.016519	1.7
229	-0.374122	52.595540	0.118913	1.4
230	-0.731593	52.522288	0.075763	1.4
231	-0.588952	52.449306	0.075191	1.4
232	-0.338035	52.376595	0.038985	1.3
233	-0.088591	52.304151	0.007259	1.8
234	-0.368557	52.231974	0.048636	1.6
235	-0.706647	52.160062	0.081841	3.4
236	-0.859997	52.088414	0.067068	2.2
237	-0.732127	52.017027	0.086081	4.5
238	-0.717928	51.945901	0.080475	3.1
239	-0.100837	51.875033	0.013083	1.7
240	-0.183711	51.804423	0.034152	1.4
241	-0.818054	51.734069	0.085945	1.4
242	-0.144327	51.663968	0.007259	1.7
243	-0.791291	51.594120	0.163324	1.4
244	-0.353912	51.524524	0.050898	1.3
245	-0.334565	51.455177	0.079489	1.3
246	-0.140691	51.386079	0.029025	1.4
247	-0.222975	51.317228	0.021178	1.8
248	-0.331044	51.248622	0.020945	1.4
249	-0.563615	51.180260	0.057277	1.6
250	-0.452825	51.112141	0.083095	1.8
251	-0.778168	51.044263	0.151498	2.2
252	-0.620333	50.976624	0.114275	1.4
253	-0.545573	50.909225	0.081624	2.3
254	-0.000082	50.842062	0.000026	2.0
255	-0.601106	50.775135	0.129198	1.6
256	-1.089143	50.708443	0.145202	1.4
257	-0.566780	50.641984	0.048484	1.5
258	-0.509981	50.575756	0.045107	2.8
259	-0.943044	50.509759	0.198055	1.5
260	-0.249835	50.443991	0.029704	1.4
261	-0.563785	50.378451	0.106762	1.4
262	-0.388203	50.313138	0.028032	1.5
263	-0.470873	50.248049	0.067565	1.5
264	-0.526679	50.183185	0.058168	1.6
265	-0.257077	50.118544	0.063161	1.4
266	-0.467060	50.054124	0.135152	1.6
267	-0.489644	49.989925	0.055891	1.4
268	-0.645518	49.925945	0.185735	1.4
269	-0.369145	49.862182	0.056968	1.4
270	-0.859707	49.798636	0.066986	1.4
271	-1.138219	49.735306	0.187533	1.4
272	-0.690719	49.672190	0.016788	2.7
273	-0.642109	49.609288	0.135640	1.5
274	-0.524956	49.546597	0.125695	1.6
275	-0.533749	49.484117	0.093190	1.4
276	-0.081281	49.421847	0.024905	1.5
277	-0.679328	49.359785	0.265990	1.4
278	-0.456774	49.297930	0.086073	2.2
279	-0.262328	49.236282	0.064479	2.1
280	-0.205173	49.174839	0.070585	1.4
281	-0.518536	49.113600	0.093517	1.5
282	-0.028564	49.052564	0.003397	1.3
283	-0.218842	48.991730	0.019498	1.3
284	-0.423670	48.931097	0.088526	1.3
285	-0.342373	48.870663	0.042397	1.7
286	-0.123918	48.810428	0.046348	1.5
287	-0.517955	48.750391	0.168592	1.4
288	-0.769972	48.690550	0.051123	3.0
289	-0.438303	48.630905	0.098616	2.5
290	-1.243184	48.571454	0.076812	2.4
291	-0.401766	48.512196	0.102461	2.1
292	-0.900895	48.453131	0.089789	1.5
293	-1.221778	48.394257	0.325676	1.7
294	-0.596988	48.335574	0.020448	1.5
295	-0.331171	48.277079	0.013075	1.4
296	-0.665925	48.218774	0.185013	1.3
297	-0.288686	48.160656	0.068745	2.3
298	-0.456458	48.102724	0.081616	2.0
299	-0.558664	48.044977	0.128723	1.7
300	-0.612604	47.987415	0.052523	1.4
301	-0.517189	47.930037	0.060910	1.4
302	-0.342897	47.872841	0.066256	1.4
303	-0.000000	47.815827	0.000000	1.2
304	-0.219233	47.758994	0.032229	1.4
305	-0.398898	47.702340	0.118683	1.4
306	-0.362998	47.645865	0.036229	1.2
307	-0.295643	47.589569	0.055347	1.5
308	-0.003199	47.533449	0.006074	2.1
309	-0.149147	47.477505	0.025595	1.5
310	-0.298495	47.421737	0.044911	1.4
311	-0.834825	47.366143	0.185189	1.5
312	-0.399976	47.310722	0.056971	1.4
313	-0.213244	47.255474	0.057844	1.4
314	-0.343524	47.200398	0.097840	1.4
315	-0.739858	47.145492	0.162082	1.3
316	-0.545474	47.090757	0.050938	1.4
317	-1.110968	47.036190	0.139360	1.4
318	-0.853236	46.981792	0.127195	2.3
319	-0.424930	46.927562	0.055815	1.8
320	-0.320531	46.873498	0.015385	1.6
321	-0.596025	46.819599	0.065491	1.6
322	-0.405107	46.765866	0.126920	1.4
323	-0.358880	46.712297	0.075178	1.2
324	-1.222680	46.658891	0.300065	1.4
325	-0.311057	46.605648	0.039267	1.4
326	-0.209297	46.552566	0.010879	1.3
327	-0.295140	46.499646	0.077084	1.3
328	-0.487497	46.446885	0.074189	2.4
329	-0.616096	46.394284	0.209845	1.9
330	-0.824359	46.341841	0.133330	1.9
331	-0.146033	46.289556	0.051186	1.7
332	-0.282796	46.237428	0.067862	1.4
333	-0.355853	46.185457	0.047782	1.4
334	-0.677628	46.133640	0.102362	9.5
335	-0.424274	46.081979	0.131811	3.2
336	-0.877545	46.030472	0.118470	2.2
337	-0.664214	45.979117	0.174046	7.9
338	-1.241826	45.927916	0.150143	3.5
339	-0.520683	45.876866	0.093238	2.0
340	-0.683778	45.825967	0.153581	2.1
341	-0.512127	45.775218	0.129350	1.8
342	-0.508221	45.724619	0.147692	4.8
343	-0.793814	45.674169	0.283203	2.7
344	-0.181668	45.623867	0.026033	1.3
345	-0.473113	45.573713	0.050252	1.6
346	-0.099593	45.523705	0.030463	1.6
347	-0.270136	45.473843	0.047086	1.2
348	-0.477032	45.424127	0.077700	1.1
349	-0.687424	45.374555	0.198614	2.0
350	-0.510896	45.325128	0.129483	2.1
351	-0.098407	45.275843	0.020825	3.1
352	-0.202154	45.226702	0.032929	1.5
353	-0.874023	45.177702	0.143416	5.8
354	-0.468101	45.128844	0.051808	1.2
355	-0.217255	45.080126	0.052776	1.5
356	-1.049088	45.031548	0.205777	1.4
357	-0.808739	44.983110	0.180695	1.4
358	-0.078079	44.934810	0.022282	1.3
359	-0.383915	44.886648	0.120470	1.8
360	-0.470093	44.838624	0.027588	1.8
361	-0.562180	44.790737	0.120508	1.4
362	-0.652867	44.742985	0.107368	1.5
363	-0.506494	44.695370	0.148652	1.8
364	-0.394633	44.647889	0.086387	1.6
365	-0.424727	44.600542	0.139411	1.6
366	-0.880237	44.553329	0.207259	2.8
367	-0.265181	44.506249	0.075324	1.5
368	-0.671040	44.459302	0.032713	1.4
369	-0.464379	44.412486	0.055480	1.4
370	-0.586511	44.365801	0.227660	2.5
371	-0.474246	44.319248	0.137236	2.2
372	-0.169580	44.272824	0.011889	1.8
373	-0.548580	44.226529	0.152827	1.9
374	-0.401473	44.180364	0.040120	1.9
375	-0.474968	44.134327	0.140012	1.9
376	-0.588861	44.088417	0.199473	1.9
377	-0.408450	44.042635	0.063271	1.8
378	-0.661703	43.996979	0.200455	3.5
379	-0.099473	43.951449	0.006331	3.1
380	-0.307340	43.906045	0.088079	1.8
381	-1.006097	43.860765	0.139798	2.0
382	-0.501708	43.815610	0.085041	1.8
383	-0.519923	43.770579	0.187328	1.4
384	-0.768218	43.725670	0.113879	1.5
385	-0.429492	43.680885	0.035747	1.9
386	-0.863067	43.636221	0.264164	1.7
387	-0.633205	43.591679	0.073069	1.7
388	-0.283631	43.547258	0.045682	1.7
389	-0.377358	43.502958	0.038147	2.3
390	-0.596059	43.458778	0.195374	1.5
391	-0.313777	43.414717	0.091124	1.4
392	-0.695520	43.370775	0.049817	1.5
393	-0.811145	43.326951	0.131891	1.4
394	-0.390393	43.283245	0.101123	1.5
395	-0.477520	43.239657	0.092630	3.2
396	-0.796704	43.196185	0.235927	2.9
397	-0.822969	43.152830	0.155112	3.5
398	-0.716045	43.109591	0.035054	2.8
399	-0.821146	43.066467	0.125388	1.4
400	-0.841225	43.023458	0.285436	1.5
401	-0.745056	42.980563	0.139722	1.5
402	-0.475468	42.937782	0.079155	1.5
403	-0.551121	42.895115	0.137237	1.7
404	-0.245607	42.852560	0.058034	1.5
405	-0.485456	42.810118	0.102312	1.4
406	-0.000000	42.767787	0.000000	1.3
407	-0.011858	42.725568	0.011656	1.4
408	-0.694722	42.683460	0.168007	1.5
409	-0.259545	42.641463	0.052575	1.7
410	-0.604810	42.599575	0.040216	1.7
411	-0.407103	42.557797	0.076556	1.6
412	-1.221303	42.516128	0.253694	1.6
413	-0.213763	42.474568	0.067477	1.7
414	-0.356262	42.433116	0.114438	1.6
415	-0.718303	42.391772	0.156510	3.7
416	-0.481868	42.350535	0.146774	5.5
417	-0.521961	42.309404	0.076507	5.4
418	-0.000607	42.268380	0.000184	4.1
419	-0.892759	42.227462	0.162644	3.5
420	-0.496992	42.186650	0.064336	1.7
421	-0.696997	42.145942	0.180112	2.6
422	-0.943530	42.105339	0.088467	2.0
423	-0.780519	42.064840	0.190623	3.9
424	-0.613515	42.024445	0.058757	2.1
425	-0.297440	41.984153	0.067582	3.1
426	-0.503045	41.943964	0.017766	1.9
427	-0.325445	41.903877	0.081828	3.5
428	-0.579393	41.863893	0.166939	2.6
429	-0.461839	41.824010	0.095620	2.3
430	-0.879786	41.784228	0.122119	2.0
431	-1.014061	41.744547	0.316760	7.7
432	-0.240158	41.704966	0.021935	1.3
433	-0.207229	41.665485	0.025835	1.6
434	-1.227623	41.626104	0.362055	4.7
435	-0.420015	41.586821	0.029527	1.4
436	-0.232686	41.547638	0.028232	1.4
437	-0.257222	41.508552	0.068281	2.4
438	-0.533164	41.469565	0.045605	2.2
439	-0.575340	41.430675	0.156883	2.1
440	-0.364098	41.391882	0.093082	2.0
441	-0.524685	41.353186	0.052004	2.3
442	-0.855804	41.314587	0.102141	2.1
443	-0.755595	41.276083	0.133902	1.9
444	-0.680057	41.237675	0.145808	1.4
445	-0.600913	41.199361	0.071961	1.4
446	-0.407743	41.161143	0.042658	1.6
447	-0.544850	41.123019	0.112627	1.5
448	-0.487113	41.084989	0.068069	1.8
449	-0.782532	41.047053	0.132443	2.1
450	-0.023703	41.009210	0.010465	2.0
451	-0.384143	40.971460	0.105584	1.8
452	-0.335516	40.933802	0.066390	1.6
453	-0.270089	40.896237	0.071518	1.3
454	-0.341877	40.858763	0.037140	1.6
455	-0.794362	40.821381	0.261093	1.4
456	-0.841746	40.784090	0.291267	1.8
457	-0.093187	40.746889	0.022337	1.4
458	-0.855475	40.709779	0.161703	1.4
459	-0.371232	40.672759	0.051221	1.4
460	-0.305814	40.635829	0.044030	1.4
461	-0.281068	40.598987	0.049074	1.4
462	-0.429293	40.562235	0.102077	1.4
463	-0.494091	40.525571	0.099110	1.4
464	-0.844411	40.488996	0.207607	2.9
465	-0.600648	40.452509	0.117055	1.5
466	-0.265353	40.416109	0.021145	3.2
467	-0.285762	40.379796	0.025572	2.0
468	-0.315911	40.343570	0.084577	1.7
469	-1.155784	40.307431	0.162588	2.1
470	-0.395548	40.271377	0.176988	1.5
471	-0.471053	40.235410	0.063767	1.4
472	-0.704843	40.199528	0.224472	1.4
473	-0.636727	40.163732	0.109204	1.4
474	-0.441341	40.128020	0.077788	1.4
475	-0.981237	40.092393	0.224149	1.3
476	-0.449622	40.056850	0.026927	1.3
477	-0.493565	40.021391	0.044473	1.5
478	-0.623627	39.986016	0.224345	1.4
479	-0.000803	39.950723	0.000201	1.4
480	-0.806323	39.915514	0.184274	1.4
481	-0.827060	39.880388	0.192874	1.4
482	-0.818480	39.845343	0.194397	1.3
483	-0.286023	39.810381	0.061332	1.3
484	-0.211604	39.775500	0.015927	1.4
485	-0.382027	39.740701	0.092173	1.5
486	-0.583211	39.705983	0.045070	2.1
487	-0.481361	39.671346	0.052812	1.5
488	-0.220058	39.636789	0.047118	1.4
489	-0.612514	39.602312	0.056560	1.4
490	-0.608811	39.567915	0.068629	1.2
491	-0.968911	39.533598	0.124389	1.7
492	-0.517430	39.499360	0.061514	1.6
493	-0.610774	39.465200	0.191638	1.5
494	-0.615349	39.431120	0.180686	1.4
495	-0.696911	39.397118	0.148839	1.4
496	-0.577684	39.363194	0.093658	1.4
497	-1.013147	39.329348	0.317482	1.4
498	-0.260764	39.295579	0.071681	1.3
499	-0.474044	39.261887	0.122740	1.4
500	-0.269454	39.228273	0.057873	1.4
501	-0.387873	39.194735	0.075522	1.4
502	-0.099034	39.161273	0.013863	1.4
503	-0.341173	39.127887	0.054416	1.4
504	-0.265463	39.094578	0.085423	1.4
505	-0.642452	39.061343	0.174309	1.4
506	-0.936635	39.028184	0.146325	1.5
507	-0.564317	38.995100	0.222991	2.1
508	-0.476808	38.962091	0.076577	1.4
509	-1.216345	38.929156	0.248674	1.4
510	-0.829832	38.896295	0.115712	1.4
511	-0.648121	38.863508	0.176647	1.4
512	-0.496777	38.830795	0.154391	1.3
513	-0.363940	38.798155	0.093365	1.5
514	-0.459292	38.765588	0.178443	1.6
515	-0.557059	38.733093	0.156368	1.4
516	-0.685862	38.700672	0.058223	1.4
517	-0.337837	38.668322	0.075293	1.3
518	-1.201138	38.636045	0.354832	1.4
519	-0.317346	38.603839	0.068858	1.4
520	-0.295087	38.571705	0.056637	1.3
521	-0.592903	38.539642	0.063441	1.4
522	-0.257364	38.507650	0.059746	2.8
523	-1.054523	38.475729	0.286210	1.4
524	-0.946749	38.443878	0.073287	1.3
525	-0.000000	38.412098	0.000000	1.2
526	-0.599743	38.380387	0.125604	1.5
527	-0.257736	38.348746	0.054017	2.1
528	-0.383737	38.317175	0.085725	2.5
529	-1.173842	38.285672	0.316140	7.9
530	-0.701554	38.254239	0.056498	8.8
531	-1.053305	38.222875	0.197349	1.9
532	-0.160163	38.191579	0.035862	2.9
533	-0.360523	38.160351	0.037402	3.2
534	-0.447784	38.129191	0.080014	5.4
535	-0.336545	38.098099	0.092373	7.2
536	-0.865989	38.067075	0.100529	2.3
537	-0.658445	38.036117	0.172864	2.1
538	-0.914667	38.005227	0.153435	4.3
539	-0.205484	37.974404	0.034317	2.5
540	-0.448262	37.943647	0.033038	2.0
541	-0.192747	37.912956	0.081369	3.0
542	-0.334792	37.882332	0.026359	4.5
543	-0.366740	37.851774	0.058075	1.9
544	-0.571087	37.821281	0.078346	1.7
545	-0.598826	37.790853	0.178449	5.5
546	-0.411980	37.760491	0.130176	6.9
547	-0.507225	37.730194	0.062404	2.0
548	-0.559761	37.699961	0.083446	1.6
549	-0.590890	37.669793	0.061419	1.7
550	-0.279716	37.639690	0.095051	3.0
551	-1.126325	37.609650	0.329692	1.7
552	-0.190267	37.579674	0.057038	1.3
553	-0.864168	37.549762	0.204470	1.5
554	-0.638640	37.519913	0.132571	2.4
555	-0.837781	37.490128	0.220919	1.4
556	-0.270207	37.460405	0.051425	1.5
557	-0.467245	37.430745	0.152742	1.6
558	-0.823402	37.401148	0.323048	1.6
559	-0.230816	37.371613	0.027930	1.4
560	-0.425136	37.342140	0.122003	1.4
561	-0.380757	37.312729	0.043558	1.5
562	-0.871766	37.283380	0.073646	1.5
563	-0.118038	37.254092	0.016656	1.8
564	-0.439755	37.224865	0.113557	1.3
565	-0.664107	37.195700	0.123331	2.7
566	-0.476433	37.166595	0.118154	1.7
567	-0.850028	37.137551	0.090554	1.4
568	-0.653104	37.108568	0.091323	1.4
569	-0.239978	37.079644	0.051354	5.3
570	-0.235213	37.050781	0.064274	2.9
571	-0.979605	37.021978	0.191501	1.8
572	-0.660313	36.993234	0.156798	1.7
573	-0.628354	36.964550	0.158150	1.4
574	-0.166287	36.935925	0.042462	1.7
575	-0.440220	36.907358	0.119594	1.9
576	-0.453505	36.878851	0.119570	1.4
577	-0.000165	36.850403	0.000241	1.5
578	-0.848283	36.822012	0.277692	1.5
579	-0.534598	36.793681	0.060931	1.6
580	-1.050712	36.765407	0.072726	1.4
581	-0.869046	36.737191	0.097903	1.3
582	-0.705789	36.709033	0.200703	1.7
583	-0.296303	36.680932	0.062590	1.4
584	-0.268049	36.652888	0.019731	1.4
585	-0.869694	36.624902	0.084908	1.4
586	-0.829254	36.596972	0.169573	1.3
587	-0.599633	36.569099	0.103619	1.5
588	-0.886607	36.541283	0.181650	1.9
589	-0.515215	36.513523	0.161450	2.2
590	-0.920069	36.485820	0.352981	1.4
591	-0.419618	36.458172	0.045773	1.4
592	-0.795251	36.430580	0.070324	2.2
593	-0.444703	36.403043	0.061838	1.4
594	-0.253042	36.375563	0.026627	1.4
595	-0.418257	36.348137	0.030038	1.5
596	-0.224750	36.320766	0.061066	1.5
597	-0.697169	36.293451	0.097628	1.5
598	-0.584567	36.266190	0.130261	1.9
599	-0.916024	36.238983	0.262417	1.8
600	-0.659594	36.211831	0.142900	1.4
601	-0.560169	36.184733	0.096658	1.4
602	-0.641363	36.157689	0.094437	1.7
603	-0.309476	36.130699	0.061193	1.5
604	-1.012925	36.103763	0.127343	2.0
605	-1.013693	36.076880	0.214881	2.0
606	-0.413666	36.050050	0.093888	3.0
607	-0.684837	36.023274	0.133875	2.0
608	-0.872511	35.996550	0.197317	4.3
609	-0.698400	35.969880	0.204945	4.1
610	-0.567960	35.943262	0.148340	3.7
611	-1.411941	35.916696	0.261286	3.7
612	-0.367163	35.890183	0.051859	3.8
613	-0.428661	35.863721	0.064408	4.9
614	-0.768912	35.837312	0.201575	5.7
615	-0.197931	35.810955	0.037028	10.9
616	-0.000008	35.784649	0.000015	1.9
617	-0.449914	35.758395	0.174404	2.0
618	-0.437506	35.732192	0.123434	1.6
619	-0.320039	35.706040	0.042716	1.5
620	-0.864014	35.679939	0.212888	1.5
621	-0.706138	35.653889	0.104208	1.4
622	-0.862397	35.627889	0.190385	1.3
623	-0.535575	35.601940	0.087838	1.4
624	-0.541706	35.576042	0.170950	1.3
625	-1.045023	35.550193	0.184278	1.4
626	-0.809467	35.524395	0.232239	2.7
627	-0.447453	35.498646	0.030690	1.4
628	-0.280561	35.472948	0.051770	1.4
629	-0.398619	35.447298	0.084432	1.4
630	-0.811548	35.421698	0.421799	1.4
631	-0.128709	35.396148	0.029586	1.1
632	-0.581015	35.370646	0.111670	1.4
