1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
47	-0.254430	73.174369	0.033186	2.1
48	-0.617782	72.997904	0.101918	2.5
49	-0.228601	72.822568	0.015934	1.4
50	-0.501336	72.648351	0.039630	1.4
51	-0.008660	72.475242	0.000355	1.4
52	-0.419332	72.303227	0.073880	1.3
53	-0.338043	72.132298	0.096786	1.4
54	-0.479667	71.962441	0.098638	1.4
55	-0.887432	71.793647	0.160639	2.1
56	-0.113231	71.625905	0.011428	1.4
57	-0.202682	71.459204	0.028517	2.1
58	-0.213698	71.293533	0.052365	2.4
59	-0.366807	71.128883	0.058310	1.3
60	-0.261855	70.965243	0.026406	1.4
61	-0.177797	70.802602	0.035345	1.4
62	-0.023769	70.640953	0.002716	1.4
63	-0.421206	70.480283	0.086691	1.6
64	-0.256492	70.320584	0.056747	1.5
65	-0.579037	70.161847	0.189130	1.5
66	-0.523784	70.004062	0.098986	1.6
67	-0.158945	69.847219	0.069893	1.5
68	-0.177340	69.691310	0.025862	1.6
69	-0.179921	69.536325	0.034193	1.5
70	-0.691490	69.382257	0.260344	1.5
71	-0.223191	69.229095	0.026809	1.5
72	-0.883603	69.076831	0.145059	1.4
73	-0.413607	68.925458	0.024878	1.5
74	-0.290125	68.774965	0.033152	1.5
75	-0.358737	68.625346	0.082010	1.5
76	-0.311625	68.476591	0.019360	2.6
77	-0.090067	68.328694	0.010868	1.6
78	-0.421684	68.181645	0.017123	1.6
79	-0.137573	68.035437	0.025227	1.5
80	-0.149453	67.890062	0.046532	1.5
81	-0.089086	67.745512	0.006352	1.5
82	-0.061203	67.601780	0.024179	1.5
83	-0.367748	67.458859	0.081240	1.5
84	-0.150259	67.316741	0.037020	1.5
85	-0.192952	67.175418	0.014299	1.8
86	-0.208087	67.034883	0.033563	1.5
87	-0.353284	66.895130	0.020080	9.5
88	-0.366484	66.756151	0.028806	5.7
89	-0.445061	66.617940	0.060601	5.6
90	-0.388059	66.480489	0.079290	6.4
91	-0.056615	66.343791	0.008121	1.4
92	-0.303626	66.207841	0.057930	1.6
93	-0.271457	66.072631	0.041701	2.4
94	-0.306206	65.938154	0.084425	2.0
95	-0.261798	65.804405	0.023465	3.6
96	-0.019579	65.671378	0.010392	2.5
97	-0.351643	65.539064	0.030807	2.8
98	-0.241511	65.407460	0.059590	3.3
99	-0.541053	65.276557	0.107176	3.4
100	-0.285465	65.146352	0.023191	1.4
101	-0.449691	65.016836	0.110463	1.5
102	-0.352208	64.888005	0.082465	2.1
103	-0.160128	64.759852	0.026768	2.9
104	-0.350723	64.632372	0.091069	3.3
105	-0.253018	64.505558	0.039891	4.1
106	-0.213239	64.379407	0.053479	1.4
107	-0.295066	64.253911	0.057706	2.4
108	-0.335448	64.129065	0.112700	1.3
109	-0.164434	64.004864	0.021104	1.5
110	-0.117013	63.881302	0.020615	2.1
111	-0.410995	63.758375	0.123549	1.4
112	-0.480660	63.636076	0.091400	1.7
113	-0.362908	63.514401	0.053169	1.4
114	-0.261771	63.393344	0.094820	1.5
115	-0.229944	63.272901	0.036926	1.4
116	-0.425151	63.153066	0.101417	1.9
117	-0.447542	63.033834	0.053199	1.8
118	-0.398465	62.915201	0.053602	1.8
119	-0.382930	62.797161	0.090522	1.7
120	-0.519358	62.679710	0.066302	1.4
121	-0.514759	62.562843	0.071417	1.5
122	-0.295313	62.446555	0.051308	1.5
123	-0.608073	62.330841	0.242808	1.7
124	-0.173012	62.215698	0.029989	1.6
125	-0.253343	62.101120	0.063596	1.5
126	-0.332487	61.987104	0.035602	1.4
127	-0.288862	61.873643	0.017552	1.6
128	-0.208087	61.760735	0.022081	2.1
129	-0.519431	61.648375	0.142470	1.7
130	-0.154450	61.536558	0.030686	1.6
131	-0.404815	61.425280	0.047047	1.6
132	-0.048800	61.314537	0.008375	1.6
133	-0.120047	61.204325	0.030448	1.5
134	-0.402441	61.094640	0.232821	1.7
135	-0.455279	60.985478	0.091308	1.4
136	-0.623255	60.876834	0.152488	1.9
137	-0.292673	60.768704	0.057256	1.6
138	-0.541727	60.661085	0.068457	1.5
139	-0.248872	60.553973	0.054899	1.4
140	-0.527631	60.447364	0.138352	1.5
141	-0.217925	60.341254	0.046492	1.4
142	-0.093170	60.235639	0.013740	1.5
143	-0.653502	60.130516	0.091129	2.0
144	-0.420448	60.025880	0.040415	2.0
145	-0.265660	59.921729	0.082538	5.6
146	-0.453885	59.818058	0.104882	3.4
147	-0.235538	59.714864	0.047068	2.9
148	-0.612776	59.612144	0.281200	3.2
149	-0.100248	59.509893	0.018063	3.3
150	-0.638377	59.408109	0.068953	2.2
151	-0.283512	59.306787	0.062478	1.6
152	-0.415845	59.205925	0.041372	1.7
153	-0.442382	59.105519	0.055907	1.6
154	-0.638100	59.005566	0.107865	1.5
155	-0.091464	58.906063	0.014606	1.4
156	-0.049321	58.807006	0.012224	1.7
157	-0.130931	58.708391	0.029580	1.9
158	-0.498207	58.610217	0.127773	3.4
159	-0.420926	58.512479	0.112904	1.8
160	-0.093726	58.415174	0.019844	1.5
161	-0.164027	58.318300	0.011881	1.4
162	-0.054862	58.221853	0.004480	1.4
163	-0.487766	58.125830	0.075275	1.4
164	-0.388893	58.030228	0.069073	1.4
165	-0.298178	57.935044	0.079364	1.3
166	-0.222802	57.840276	0.039077	1.4
167	-0.734140	57.745920	0.146578	1.4
168	-0.149393	57.651973	0.033042	1.4
169	-0.205199	57.558433	0.049704	1.7
170	-0.257853	57.465296	0.088387	1.6
171	-0.303700	57.372560	0.028426	1.5
172	-0.189719	57.280223	0.019841	1.4
173	-0.294006	57.188280	0.101524	1.4
174	-0.237139	57.096730	0.058984	1.4
175	-0.633069	57.005569	0.051752	1.4
176	-0.449490	56.914796	0.086876	1.4
177	-0.475007	56.824407	0.144436	2.5
178	-0.392821	56.734400	0.040849	1.8
179	-0.913099	56.644773	0.197123	2.5
180	-0.415110	56.555521	0.133973	1.5
181	-0.449936	56.466644	0.133615	1.4
182	-0.225515	56.378138	0.053622	1.4
183	-0.294713	56.290002	0.035513	1.4
184	-0.141610	56.202231	0.044080	1.4
185	-0.481841	56.114825	0.124778	1.4
186	-0.376534	56.027780	0.107571	1.4
187	-0.530226	55.941095	0.073424	1.4
188	-0.268574	55.854766	0.051785	1.4
189	-0.717232	55.768791	0.189746	1.4
190	-0.156352	55.683169	0.013796	1.4
191	-0.166351	55.597896	0.031593	1.4
192	-0.597380	55.512970	0.199578	1.4
193	-0.294048	55.428390	0.041550	1.4
194	-0.113031	55.344152	0.025674	1.4
195	-0.435072	55.260255	0.160090	1.4
196	-0.189626	55.176696	0.030594	1.4
197	-0.337504	55.093473	0.035839	1.7
198	-0.295578	55.010584	0.057298	3.0
199	-0.450008	54.928027	0.066833	1.5
200	-0.923709	54.845800	0.253792	1.9
201	-0.009240	54.763899	0.014105	1.5
202	-0.501733	54.682325	0.091640	3.1
203	-0.161133	54.601073	0.029395	3.7
204	-0.153443	54.520142	0.040290	2.3
205	-0.694133	54.439531	0.112966	1.8
206	-0.255139	54.359237	0.062798	2.5
207	-0.724887	54.279257	0.061439	11.0
208	-0.734520	54.199591	0.111367	2.2
209	-0.253769	54.120236	0.012598	3.8
210	-0.562053	54.041190	0.120308	2.5
211	-0.165425	53.962451	0.043396	2.0
212	-0.314190	53.884017	0.065935	2.1
213	-0.232516	53.805886	0.019147	2.0
214	-0.244733	53.728057	0.049390	2.2
215	-0.391788	53.650528	0.056931	2.0
216	-0.517887	53.573296	0.056301	2.7
217	-0.525037	53.496359	0.049895	1.9
218	-0.310278	53.419717	0.073193	1.9
219	-0.259230	53.343367	0.129628	2.4
220	-0.638529	53.267307	0.153075	2.2
221	-0.266420	53.191535	0.034797	1.4
222	-1.049949	53.116051	0.262014	1.4
223	-0.221966	53.040851	0.048415	1.5
224	-0.333244	52.965934	0.096715	1.4
225	-0.286239	52.891299	0.076658	1.4
226	-0.481894	52.816944	0.039806	2.0
227	-0.090486	52.742867	0.008259	2.0
228	-0.306188	52.669066	0.072925	1.5
229	-0.219718	52.595540	0.031113	1.5
230	-0.134694	52.522288	0.046325	1.5
231	-0.368160	52.449306	0.034623	1.6
232	-0.160423	52.376595	0.014209	1.5
233	-0.716023	52.304151	0.243067	1.5
234	-0.211521	52.231974	0.024235	1.5
235	-0.502143	52.160062	0.070898	1.4
236	-0.271412	52.088414	0.056483	1.5
237	-0.213746	52.017027	0.054953	3.0
238	-0.464694	51.945901	0.069459	1.7
239	-0.817275	51.875033	0.160060	1.4
240	-0.340439	51.804423	0.067026	1.4
241	-0.561215	51.734069	0.136971	1.5
242	-0.535303	51.663968	0.132515	1.4
243	-0.348790	51.594120	0.067809	1.4
244	-0.432239	51.524524	0.074296	1.6
245	-0.874002	51.455177	0.134881	2.0
246	-0.130551	51.386079	0.017268	2.0
247	-0.432416	51.317228	0.142418	1.9
248	-0.287446	51.248622	0.041212	1.4
249	-0.192499	51.180260	0.032158	1.3
250	-0.278114	51.112141	0.071375	2.5
251	-0.362180	51.044263	0.128721	2.9
252	-0.000062	50.976624	0.000131	4.2
253	-0.232469	50.909225	0.071086	4.0
254	-0.488061	50.842062	0.163334	1.5
255	-0.088972	50.775135	0.030438	1.6
256	-0.281383	50.708443	0.042073	1.6
257	-0.498487	50.641984	0.120066	1.6
258	-0.378188	50.575756	0.089525	1.5
259	-0.425750	50.509759	0.121110	1.4
260	-0.342014	50.443991	0.056023	2.1
261	-0.651137	50.378451	0.094584	2.1
262	-0.882374	50.313138	0.391932	1.4
263	-0.425724	50.248049	0.134387	1.4
264	-0.407828	50.183185	0.059758	1.4
265	-0.030660	50.118544	0.008338	2.0
266	-0.459388	50.054124	0.033685	1.6
267	-0.105188	49.989925	0.047261	1.4
268	-0.436503	49.925945	0.063026	1.6
269	-0.743606	49.862182	0.120106	1.6
270	-0.163233	49.798636	0.009773	3.3
271	-0.127997	49.735306	0.005916	2.0
272	-0.155928	49.672190	0.049709	1.7
273	-0.142664	49.609288	0.024696	1.4
274	-0.372683	49.546597	0.034440	1.6
275	-0.225124	49.484117	0.079463	2.0
276	-0.436480	49.421847	0.064350	1.9
277	-0.497032	49.359785	0.071083	2.1
278	-0.444461	49.297930	0.067172	2.6
279	-0.458013	49.236282	0.035601	2.0
280	-0.993235	49.174839	0.180139	2.1
281	-0.277239	49.113600	0.042574	2.0
282	-0.255538	49.052564	0.078484	1.5
283	-0.376327	48.991730	0.134876	2.1
284	-0.261298	48.931097	0.048097	1.6
285	-0.300097	48.870663	0.095998	2.7
286	-0.499546	48.810428	0.068817	2.1
287	-0.734033	48.750391	0.227946	1.9
288	-0.184312	48.690550	0.019071	1.5
289	-0.171321	48.630905	0.029510	1.4
290	-0.646697	48.571454	0.176297	1.5
291	-0.387280	48.512196	0.077926	1.4
292	-0.263658	48.453131	0.043278	1.9
293	-0.244813	48.394257	0.037030	1.9
294	-0.438344	48.335574	0.085402	1.5
295	-0.196914	48.277079	0.028074	1.6
296	-0.206725	48.218774	0.042485	1.4
297	-0.298425	48.160656	0.015601	3.0
298	-0.568596	48.102724	0.051395	2.4
299	-0.082532	48.044977	0.005203	1.9
300	-0.373712	47.987415	0.163696	2.2
301	-0.564563	47.930037	0.032568	2.4
302	-0.096117	47.872841	0.013414	1.5
303	-0.293084	47.815827	0.046829	1.7
304	-0.481721	47.758994	0.098014	2.1
305	-0.566534	47.702340	0.221047	1.5
306	-0.029449	47.645865	0.018497	1.7
307	-0.357956	47.589569	0.149074	1.5
308	-0.214618	47.533449	0.045193	1.4
309	-0.241079	47.477505	0.050988	1.5
310	-0.297132	47.421737	0.042680	1.5
311	-0.490874	47.366143	0.153118	1.5
312	-0.431297	47.310722	0.074915	1.9
313	-0.532823	47.255474	0.057053	1.5
314	-0.528005	47.200398	0.077129	1.5
315	-0.312851	47.145492	0.050309	1.5
316	-0.527402	47.090757	0.131248	1.5
317	-0.275398	47.036190	0.056286	1.5
318	-0.231825	46.981792	0.008424	1.7
319	-0.646976	46.927562	0.079579	2.7
320	-0.575946	46.873498	0.126374	2.1
321	-0.941435	46.819599	0.169800	1.5
322	-0.627009	46.765866	0.084348	2.3
323	-0.205569	46.712297	0.036788	1.5
324	-0.414593	46.658891	0.149055	2.1
325	-0.484458	46.605648	0.080210	3.4
326	-0.305672	46.552566	0.072128	1.8
327	-0.456115	46.499646	0.070201	2.9
328	-0.578482	46.446885	0.148706	4.0
329	-0.205757	46.394284	0.058719	3.1
330	-0.705021	46.341841	0.204423	2.2
331	-0.129496	46.289556	0.037246	2.4
332	-0.299604	46.237428	0.095360	2.3
333	-0.321744	46.185457	0.024721	3.9
334	-0.411922	46.133640	0.067513	4.0
335	-0.367001	46.081979	0.105521	4.0
336	-0.740428	46.030472	0.166398	18.5
337	-0.385790	45.979117	0.046654	1.7
338	-0.549636	45.927916	0.132102	1.5
339	-0.423392	45.876866	0.104825	1.2
340	-0.280392	45.825967	0.027672	1.2
341	-0.588193	45.775218	0.136738	3.7
342	-0.271328	45.724619	0.055534	2.2
343	-0.674408	45.674169	0.212176	1.2
344	-0.163141	45.623867	0.030153	2.3
345	-0.000020	45.573713	0.000023	2.1
346	-0.174927	45.523705	0.054946	2.2
347	-0.511608	45.473843	0.118381	1.9
348	-0.555540	45.424127	0.150003	3.4
349	-0.179692	45.374555	0.070349	4.0
350	-0.581327	45.325128	0.110186	1.5
351	-0.520984	45.275843	0.210131	1.6
352	-0.339781	45.226702	0.103681	1.6
353	-0.675893	45.177702	0.191037	1.4
354	-0.573274	45.128844	0.092470	1.9
355	-0.530658	45.080126	0.127979	1.9
356	-0.262874	45.031548	0.042421	1.9
357	-0.463596	44.983110	0.075605	2.7
358	-0.014760	44.934810	0.014560	1.6
359	-0.583597	44.886648	0.211521	1.4
360	-0.505000	44.838624	0.178370	1.4
361	-0.340437	44.790737	0.043891	1.5
362	-0.201320	44.742985	0.040513	1.6
363	-0.366693	44.695370	0.045873	1.4
364	-0.230023	44.647889	0.035109	1.4
365	-0.384023	44.600542	0.098604	1.6
366	-0.454137	44.553329	0.112323	2.6
367	-0.516864	44.506249	0.125318	2.5
368	-0.399141	44.459302	0.056567	1.4
369	-0.573525	44.412486	0.074915	3.3
370	-0.223216	44.365801	0.021696	1.5
371	-0.654255	44.319248	0.122663	1.5
372	-0.393700	44.272824	0.099993	1.7
373	-0.656815	44.226529	0.280532	1.3
374	-0.593165	44.180364	0.048772	2.4
375	-0.422186	44.134327	0.185508	1.4
376	-0.343112	44.088417	0.060004	1.4
377	-0.000230	44.042635	0.000307	1.3
378	-0.233970	43.996979	0.023981	1.4
379	-0.135429	43.951449	0.012042	1.2
380	-0.281306	43.906045	0.034589	1.4
381	-0.520808	43.860765	0.050909	2.1
382	-0.531788	43.815610	0.083239	1.9
383	-0.726662	43.770579	0.207717	3.6
384	-0.024709	43.725670	0.015475	1.9
385	-0.186435	43.680885	0.015958	3.5
386	-0.524449	43.636221	0.035884	2.1
387	-0.585307	43.591679	0.127434	1.9
388	-0.203659	43.547258	0.033407	1.7
389	-0.812038	43.502958	0.156280	1.4
390	-0.128193	43.458778	0.029706	1.7
391	-0.193964	43.414717	0.060246	1.8
392	-0.136922	43.370775	0.039221	2.3
393	-0.037277	43.326951	0.002414	2.0
394	-0.249189	43.283245	0.048493	1.4
395	-0.221483	43.239657	0.136907	1.6
396	-0.311269	43.196185	0.081204	1.4
397	-0.580347	43.152830	0.088090	1.4
398	-0.288011	43.109591	0.077209	1.7
399	-0.812900	43.066467	0.217230	3.0
400	-0.046267	43.023458	0.006200	2.3
401	-0.428921	42.980563	0.077211	1.4
402	-0.444578	42.937782	0.101702	1.5
403	-0.438470	42.895115	0.085817	1.4
404	-0.425883	42.852560	0.169950	1.4
405	-0.000000	42.810118	0.000000	1.4
406	-0.168527	42.767787	0.033288	1.8
407	-0.530012	42.725568	0.151670	2.8
408	-0.422676	42.683460	0.041602	5.3
409	-0.003374	42.641463	0.005715	4.7
410	-0.247749	42.599575	0.047153	7.7
411	-0.167919	42.557797	0.055280	2.6
412	-0.770949	42.516128	0.157216	2.3
413	-0.269033	42.474568	0.017441	3.2
414	-0.430237	42.433116	0.066841	4.0
415	-0.667120	42.391772	0.212466	4.0
416	-0.260658	42.350535	0.053417	3.8
417	-0.306750	42.309404	0.053212	2.8
418	-0.383218	42.268380	0.060572	4.2
419	-0.800549	42.227462	0.259489	2.2
420	-0.669072	42.186650	0.086190	1.7
421	-0.759572	42.145942	0.228344	3.7
422	-0.205697	42.105339	0.009524	2.3
423	-0.093926	42.064840	0.033591	1.6
424	-0.152812	42.024445	0.030758	1.8
425	-0.455837	41.984153	0.037265	3.2
426	-0.226158	41.943964	0.051329	2.3
427	-0.443836	41.903877	0.057925	2.0
428	-0.434663	41.863893	0.081442	1.5
429	-0.225399	41.824010	0.052470	1.5
430	-0.274293	41.784228	0.055654	1.3
431	-0.743825	41.744547	0.168745	1.4
432	-0.309957	41.704966	0.067542	1.6
433	-0.579828	41.665485	0.154274	1.6
434	-0.321785	41.626104	0.036967	2.1
435	-0.845005	41.586821	0.198548	2.1
436	-0.502846	41.547638	0.067358	1.9
437	-0.133154	41.508552	0.020924	1.8
438	-0.072494	41.469565	0.004210	1.5
439	-0.362854	41.430675	0.058012	1.8
440	-0.223632	41.391882	0.025103	1.8
441	-0.463800	41.353186	0.069963	1.5
442	-0.802439	41.314587	0.095021	1.8
443	-0.827324	41.276083	0.265914	1.4
444	-0.003982	41.237675	0.000808	1.5
445	-0.595605	41.199361	0.113587	1.3
446	-0.056275	41.161143	0.002176	1.3
447	-0.066421	41.123019	0.005687	1.4
448	-0.128304	41.084989	0.040945	1.3
449	-0.295078	41.047053	0.025590	1.4
450	-0.809863	41.009210	0.145084	1.3
451	-0.508553	40.971460	0.054110	1.3
452	-0.414209	40.933802	0.099414	1.7
453	-0.380027	40.896237	0.032650	2.2
454	-0.461257	40.858763	0.113118	1.4
455	-0.196669	40.821381	0.018720	1.7
456	-0.223382	40.784090	0.079162	1.5
457	-0.403425	40.746889	0.116474	2.6
458	-0.416027	40.709779	0.125804	1.8
459	-0.269096	40.672759	0.023651	1.7
460	-0.361393	40.635829	0.028843	1.6
461	-0.000098	40.598987	0.000027	1.4
462	-0.546935	40.562235	0.165063	1.6
463	-0.671105	40.525571	0.115269	2.0
464	-0.224832	40.488996	0.067716	2.1
465	-0.344420	40.452509	0.131033	1.8
466	-0.820627	40.416109	0.205577	1.5
467	-0.299048	40.379796	0.022691	2.4
468	-0.605100	40.343570	0.149817	1.7
469	-0.478575	40.307431	0.105069	2.1
470	-0.419368	40.271377	0.060893	1.6
471	-0.254681	40.235410	0.073432	1.7
472	-0.165323	40.199528	0.051220	1.4
473	-0.372076	40.163732	0.063872	1.4
474	-0.465088	40.128020	0.148744	1.4
475	-1.121281	40.092393	0.305714	1.6
476	-0.419018	40.056850	0.019032	2.7
477	-0.643005	40.021391	0.101463	1.7
478	-0.877685	39.986016	0.211549	1.6
479	-0.236004	39.950723	0.030649	1.4
480	-0.173476	39.915514	0.032513	1.5
481	-0.019671	39.880388	0.029173	1.4
482	-0.186492	39.845343	0.027229	1.4
483	-0.379275	39.810381	0.109973	1.3
484	-0.287349	39.775500	0.052579	1.4
485	-0.652311	39.740701	0.112905	1.4
486	-0.606601	39.705983	0.064400	1.4
487	-0.382400	39.671346	0.074029	1.5
488	-0.247873	39.636789	0.021512	2.1
489	-0.403836	39.602312	0.070171	1.4
490	-0.006584	39.567915	0.000417	1.4
491	-0.217478	39.533598	0.022344	1.4
492	-0.292027	39.499360	0.026480	1.3
493	-0.621951	39.465200	0.162192	1.4
494	-0.491675	39.431120	0.054033	1.4
495	-0.230770	39.397118	0.021294	1.4
496	-0.403510	39.363194	0.059907	1.4
497	-0.533647	39.329348	0.036271	1.4
498	-0.316416	39.295579	0.083084	1.4
499	-0.874408	39.261887	0.405693	1.7
500	-0.545672	39.228273	0.103359	1.6
501	-0.721933	39.194735	0.177930	1.4
502	-0.313386	39.161273	0.043503	1.4
503	-0.060415	39.127887	0.022007	1.3
504	-0.211314	39.094578	0.017524	1.4
505	-0.175026	39.061343	0.018306	1.4
506	-0.000010	39.028184	0.000016	1.2
507	-0.177431	38.995100	0.045308	1.3
508	-0.384796	38.962091	0.094248	1.5
509	-0.051398	38.929156	0.023441	2.0
510	-0.387850	38.896295	0.058195	1.4
511	-0.344720	38.863508	0.094703	1.3
512	-0.997197	38.830795	0.255059	1.4
513	-0.000001	38.798155	0.000001	0.9
514	-0.175308	38.765588	0.042672	1.4
515	-0.589293	38.733093	0.039333	1.4
516	-0.365565	38.700672	0.025960	1.4
517	-0.104015	38.668322	0.038114	1.4
518	-0.339174	38.636045	0.044359	1.4
519	-0.020044	38.603839	0.008632	1.1
520	-0.319277	38.571705	0.030516	1.4
521	-0.382889	38.539642	0.100594	1.4
522	-0.844659	38.507650	0.213261	1.7
523	-0.099044	38.475729	0.027747	1.4
524	-0.597722	38.443878	0.049981	1.4
525	-0.346441	38.412098	0.031805	1.4
526	-0.412892	38.380387	0.044624	1.4
527	-0.759418	38.348746	0.261139	1.4
528	-0.187706	38.317175	0.012632	1.4
529	-0.427596	38.285672	0.049522	1.9
530	-0.492647	38.254239	0.139402	5.4
531	-0.184383	38.222875	0.036630	4.0
532	-0.281457	38.191579	0.063256	3.8
533	-0.363566	38.160351	0.027382	3.7
534	-0.066407	38.129191	0.009021	5.3
535	-0.175265	38.098099	0.047350	2.9
536	-0.235586	38.067075	0.040010	2.1
537	-0.145477	38.036117	0.027201	3.8
538	-0.418105	38.005227	0.053080	5.9
539	-0.195122	37.974404	0.074802	2.4
540	-0.000000	37.943647	0.000000	2.5
541	-0.781084	37.912956	0.202212	2.7
542	-0.223067	37.882332	0.047852	5.1
543	-0.209494	37.851774	0.047271	3.9
544	-0.377597	37.821281	0.102637	1.8
545	-0.890795	37.790853	0.079499	2.3
546	-0.679307	37.760491	0.125145	5.3
547	-0.513920	37.730194	0.277239	5.4
548	-0.570804	37.699961	0.077009	6.1
549	-0.389199	37.669793	0.043597	1.4
550	-0.053921	37.639690	0.031928	1.4
551	-0.571395	37.609650	0.095429	1.6
552	-0.475670	37.579674	0.189522	1.5
553	-0.656481	37.549762	0.264333	1.5
554	-0.357124	37.519913	0.025826	1.4
555	-0.283377	37.490128	0.056418	1.5
556	-0.505577	37.460405	0.182889	1.4
557	-0.325979	37.430745	0.053958	1.5
558	-0.164516	37.401148	0.028232	2.2
559	-0.250126	37.371613	0.057092	1.7
560	-0.243444	37.342140	0.046509	1.4
561	-0.352673	37.312729	0.037820	1.4
562	-0.197459	37.283380	0.038247	2.6
563	-0.004496	37.254092	0.000010	3.0
564	-0.562378	37.224865	0.079310	2.1
565	-0.287938	37.195700	0.057710	1.4
566	-0.018688	37.166595	0.001299	1.8
567	-0.393914	37.137551	0.132858	1.9
568	-0.318206	37.108568	0.016397	2.5
569	-0.336339	37.079644	0.056071	2.8
570	-0.370256	37.050781	0.113594	2.2
571	-1.028032	37.021978	0.370885	2.1
572	-0.081009	36.993234	0.006944	2.3
573	-0.777458	36.964550	0.148637	1.8
574	-0.116126	36.935925	0.019559	1.4
575	-0.037307	36.907358	0.012853	1.3
576	-0.184773	36.878851	0.017941	1.5
577	-0.362564	36.850403	0.038133	1.7
578	-0.182202	36.822012	0.037212	1.4
579	-0.295845	36.793681	0.053151	1.3
580	-0.306554	36.765407	0.069884	1.8
581	-0.639400	36.737191	0.159345	2.4
582	-0.369744	36.709033	0.068269	1.9
583	-0.178124	36.680932	0.057791	1.5
584	-0.583128	36.652888	0.174753	1.4
585	-0.398580	36.624902	0.015182	1.4
586	-0.275556	36.596972	0.065528	1.6
587	-0.125749	36.569099	0.021651	1.5
588	-0.277111	36.541283	0.037574	2.3
589	-0.389562	36.513523	0.080143	1.6
590	-0.310066	36.485820	0.063980	3.2
591	-0.243881	36.458172	0.079207	3.1
592	-0.455730	36.430580	0.122849	2.8
593	-0.159159	36.403043	0.049232	1.4
594	-0.700266	36.375563	0.167379	1.9
595	-0.501423	36.348137	0.119942	1.9
596	-0.575211	36.320766	0.243903	1.9
597	-0.477516	36.293451	0.078083	1.4
598	-0.883587	36.266190	0.137833	1.9
599	-0.505189	36.238983	0.118750	1.4
600	-0.574446	36.211831	0.144210	1.5
601	-0.348048	36.184733	0.051504	1.6
602	-0.735413	36.157689	0.204747	1.5
603	-0.369107	36.130699	0.054864	1.5
604	-0.542644	36.103763	0.123303	1.6
605	-0.360620	36.076880	0.019319	2.6
606	-0.501615	36.050050	0.105216	2.1
607	-0.709644	36.023274	0.200870	1.4
608	-0.354499	35.996550	0.064989	1.5
609	-0.754921	35.969880	0.120991	1.6
610	-0.611928	35.943262	0.072679	1.8
611	-0.736585	35.916696	0.273536	4.1
612	-0.619425	35.890183	0.127255	5.1
613	-0.404550	35.863721	0.084547	2.9
614	-0.272837	35.837312	0.056552	3.7
615	-0.661417	35.810955	0.209063	3.9
616	-0.203614	35.784649	0.024204	6.8
617	-0.561076	35.758395	0.093014	3.7
618	-0.567135	35.732192	0.060837	3.9
619	-0.615527	35.706040	0.043767	3.3
620	-0.257414	35.679939	0.070679	3.7
621	-0.449860	35.653889	0.152228	2.6
622	-1.079699	35.627889	0.197511	3.0
623	-0.609954	35.601940	0.090254	1.9
624	-0.449378	35.576042	0.076421	5.0
625	-0.774091	35.550193	0.220012	3.1
626	-0.388833	35.524395	0.125203	2.4
627	-0.443199	35.498646	0.091546	1.6
628	-0.189870	35.472948	0.036966	3.6
629	-0.756687	35.447298	0.279074	3.2
630	-0.342184	35.421698	0.071766	1.9
631	-0.208486	35.396148	0.035393	1.7
632	-0.610820	35.370646	0.093799	1.7
