1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
151	-0.788049	59.306787	0.136295	1.4
152	-0.833041	59.205925	0.124492	1.4
153	-0.322397	59.105519	0.042132	0.9
154	-0.612714	59.005566	0.127003	1.4
155	-0.664173	58.906063	0.081717	1.4
156	-0.987431	58.807006	0.179602	1.4
157	-0.669032	58.708391	0.077222	1.4
158	-0.710283	58.610217	0.083229	1.4
159	-0.422622	58.512479	0.130718	1.4
160	-1.285884	58.415174	0.082457	1.4
161	-0.338624	58.318300	0.092692	1.4
162	-1.134473	58.221853	0.068036	2.2
163	-0.433805	58.125830	0.013043	1.7
164	-1.660142	58.030228	0.153679	1.4
165	-1.118305	57.935044	0.143023	1.4
166	-0.407403	57.840276	0.100098	1.4
167	-1.145164	57.745920	0.075240	1.5
168	-0.492996	57.651973	0.053709	1.4
169	-1.009588	57.558433	0.293846	1.4
170	-0.245772	57.465296	0.034555	1.9
171	-0.255332	57.372560	0.048606	1.4
172	-1.358691	57.280223	0.258556	1.3
173	-0.190153	57.188280	0.017736	1.4
174	-0.260334	57.096730	0.044093	1.5
175	-0.300312	57.005569	0.043460	1.4
176	-0.000062	56.914796	0.000104	1.5
177	-0.200542	56.824407	0.007261	1.4
178	-0.109320	56.734400	0.012794	1.4
179	-0.457559	56.644773	0.046892	1.4
180	-0.351461	56.555521	0.073045	1.4
181	-0.250910	56.466644	0.046095	1.4
182	-1.109390	56.378138	0.044495	1.6
183	-0.857987	56.290002	0.092970	2.5
184	-0.763571	56.202231	0.146157	1.4
185	-1.315546	56.114825	0.120462	1.4
186	-0.071710	56.027780	0.023165	1.4
187	-0.522108	55.941095	0.130565	1.4
188	-0.787691	55.854766	0.117369	1.4
189	-0.965357	55.768791	0.131522	1.4
190	-0.968524	55.683169	0.123980	1.4
191	-0.944054	55.597896	0.163468	1.5
192	-0.768418	55.512970	0.074891	1.8
193	-0.449318	55.428390	0.106665	2.3
194	-0.848301	55.344152	0.157036	1.6
195	-0.744581	55.260255	0.162050	1.8
196	-1.162590	55.176696	0.177770	2.0
197	-0.628922	55.093473	0.065145	2.4
198	-0.088934	55.010584	0.003943	1.9
199	-0.839525	54.928027	0.142435	2.5
200	-0.555854	54.845800	0.041909	6.9
201	-0.849188	54.763899	0.043680	3.3
202	-1.512764	54.682325	0.049468	3.6
203	-0.041744	54.601073	0.017417	5.2
204	-1.171893	54.520142	0.282404	3.0
205	-0.943440	54.439531	0.062311	2.2
206	-0.814713	54.359237	0.093124	3.4
207	-0.655104	54.279257	0.082616	2.0
208	-0.005914	54.199591	0.004108	4.6
209	-0.658226	54.120236	0.072553	2.5
210	-1.125246	54.041190	0.058069	2.1
211	-0.610846	53.962451	0.216112	1.8
212	-0.701893	53.884017	0.080139	1.6
213	-0.621760	53.805886	0.036284	2.0
214	-0.029187	53.728057	0.008273	2.0
215	-0.420500	53.650528	0.090805	3.6
216	-1.326591	53.573296	0.121389	4.9
217	-0.263510	53.496359	0.064711	1.5
218	-0.309545	53.419717	0.071622	1.4
219	-0.655868	53.343367	0.111107	1.5
220	-1.329178	53.267307	0.214481	2.9
221	-0.236858	53.191535	0.060721	2.4
222	-0.624131	53.116051	0.091674	1.6
223	-0.804914	53.040851	0.181735	1.4
224	-0.963100	52.965934	0.220656	1.5
225	-0.055866	52.891299	0.024987	1.2
226	-0.910253	52.816944	0.051267	1.3
227	-0.564810	52.742867	0.188016	1.4
228	-0.311066	52.669066	0.061044	1.8
229	-0.274746	52.595540	0.040783	1.8
230	-0.462150	52.522288	0.097934	2.0
231	-1.333443	52.449306	0.114062	2.0
232	-1.268448	52.376595	0.160478	2.0
233	-0.887568	52.304151	0.148785	1.6
234	-0.079298	52.231974	0.024348	1.9
235	-1.410296	52.160062	0.100242	1.4
236	-1.082669	52.088414	0.122492	1.4
237	-0.468866	52.017027	0.097991	3.2
238	-0.699461	51.945901	0.083530	2.1
239	-1.421751	51.875033	0.268974	1.9
240	-0.895340	51.804423	0.064661	2.1
241	-1.014379	51.734069	0.095575	1.7
242	-1.259657	51.663968	0.260053	1.4
243	-0.774566	51.594120	0.082078	1.9
244	-0.485700	51.524524	0.106714	1.5
245	-1.069039	51.455177	0.204191	1.6
246	-1.011406	51.386079	0.116193	1.6
247	-0.235232	51.317228	0.051555	1.6
248	-0.242161	51.248622	0.030101	1.5
249	-0.280643	51.180260	0.031718	1.7
250	-0.579341	51.112141	0.063942	1.7
251	-0.811815	51.044263	0.008927	1.6
252	-1.360894	50.976624	0.175714	1.6
253	-0.656952	50.909225	0.107621	1.5
254	-0.625021	50.842062	0.075939	1.7
255	-0.654721	50.775135	0.083597	2.7
256	-0.921103	50.708443	0.238803	3.1
257	-1.109163	50.641984	0.087015	1.8
258	-1.249085	50.575756	0.261787	2.3
259	-0.335823	50.509759	0.014844	1.4
260	-0.000000	50.443991	0.000000	1.6
261	-0.205264	50.378451	0.056897	1.4
262	-0.334687	50.313138	0.038597	1.6
263	-1.329636	50.248049	0.160397	1.9
264	-0.473026	50.183185	0.066079	1.4
265	-1.061163	50.118544	0.055372	1.4
266	-0.849292	50.054124	0.094166	1.4
267	-0.776555	49.989925	0.081176	1.4
268	-1.094053	49.925945	0.113528	1.4
269	-0.969001	49.862182	0.190157	1.7
270	-0.196421	49.798636	0.057171	1.4
271	-0.242356	49.735306	0.069286	1.4
272	-1.061589	49.672190	0.138859	2.2
273	-0.784444	49.609288	0.168230	1.8
274	-1.320821	49.546597	0.213538	2.4
275	-1.536852	49.484117	0.125954	1.6
276	-0.258454	49.421847	0.030658	1.4
277	-0.882747	49.359785	0.107404	1.4
278	-0.560897	49.297930	0.132197	2.9
279	-0.237310	49.236282	0.011625	2.1
280	-0.789322	49.174839	0.183377	1.6
281	-0.909498	49.113600	0.053737	1.7
282	-0.881110	49.052564	0.125485	1.6
283	-0.499523	48.991730	0.118746	1.9
284	-1.340304	48.931097	0.288713	1.5
285	-0.546031	48.870663	0.027251	1.5
286	-0.551994	48.810428	0.043377	1.5
287	-0.000612	48.750391	0.001061	1.5
288	-0.448529	48.690550	0.073764	1.5
289	-1.275084	48.630905	0.102116	2.4
290	-0.484249	48.571454	0.069093	5.8
291	-1.115499	48.512196	0.136516	3.6
292	-0.519449	48.453131	0.028511	3.4
293	-0.695743	48.394257	0.149326	2.5
294	-0.526506	48.335574	0.074442	2.1
295	-1.390097	48.277079	0.310980	4.0
296	-0.703481	48.218774	0.148806	2.6
297	-0.457958	48.160656	0.020362	2.1
298	-1.013771	48.102724	0.167779	2.0
299	-0.479877	48.044977	0.028130	3.3
300	-1.207620	47.987415	0.132076	12.9
301	-0.696691	47.930037	0.081297	1.7
302	-0.939660	47.872841	0.181813	1.4
303	-0.892798	47.815827	0.101253	1.4
304	-0.470655	47.758994	0.080379	1.2
305	-0.661616	47.702340	0.172114	1.1
306	-0.517881	47.645865	0.072966	1.4
307	-0.665440	47.589569	0.123337	1.3
308	-0.635685	47.533449	0.061023	1.1
309	-0.799952	47.477505	0.122972	1.2
310	-0.553724	47.421737	0.045146	1.4
311	-0.658526	47.366143	0.119167	1.5
312	-0.670452	47.310722	0.085304	2.1
313	-0.124238	47.255474	0.001897	1.4
314	-0.422288	47.200398	0.047244	1.4
315	-0.959289	47.145492	0.088228	1.4
316	-0.938225	47.090757	0.213361	1.5
317	-1.095643	47.036190	0.168840	1.4
318	-0.556945	46.981792	0.122150	1.4
319	-0.557526	46.927562	0.093766	1.4
320	-1.288234	46.873498	0.066570	1.4
321	-0.852108	46.819599	0.151325	1.3
322	-0.818301	46.765866	0.146778	1.4
323	-0.176141	46.712297	0.048217	1.4
324	-0.581314	46.658891	0.116205	2.0
325	-0.474701	46.605648	0.137025	1.4
326	-0.806313	46.552566	0.122408	1.4
327	-0.515015	46.499646	0.077300	1.4
328	-0.124228	46.446885	0.028896	1.4
329	-0.646949	46.394284	0.198624	1.4
330	-0.662727	46.341841	0.097930	1.4
331	-1.137881	46.289556	0.137767	1.4
332	-0.423880	46.237428	0.123554	2.7
333	-1.151956	46.185457	0.188765	1.5
334	-0.000000	46.133640	0.000000	2.4
335	-0.448526	46.081979	0.126393	1.4
336	-1.530403	46.030472	0.179349	1.4
337	-0.726435	45.979117	0.104472	1.3
338	-1.167659	45.927916	0.120390	1.4
339	-0.725056	45.876866	0.255711	1.5
340	-1.121404	45.825967	0.185335	1.4
341	-0.703298	45.775218	0.095291	1.4
342	-0.275548	45.724619	0.028043	1.3
343	-0.483367	45.674169	0.065325	1.4
344	-0.569948	45.623867	0.074649	1.4
345	-1.112294	45.573713	0.228315	1.4
346	-1.400893	45.523705	0.161227	1.5
347	-1.105124	45.473843	0.241979	3.0
348	-0.808845	45.424127	0.131413	8.7
349	-0.184944	45.374555	0.011840	2.9
350	-0.773673	45.325128	0.065106	1.7
351	-0.496529	45.275843	0.105742	1.5
352	-0.354701	45.226702	0.071801	1.4
353	-0.737970	45.177702	0.145608	1.4
354	-0.720699	45.128844	0.140350	1.5
355	-0.060302	45.080126	0.001650	1.6
356	-0.267908	45.031548	0.043518	1.5
357	-1.076849	44.983110	0.108089	1.6
358	-1.003992	44.934810	0.157485	1.4
359	-0.430922	44.886648	0.038576	1.8
360	-0.909417	44.838624	0.181639	1.4
361	-0.694771	44.790737	0.106010	1.4
362	-0.460286	44.742985	0.044822	1.8
363	-1.222616	44.695370	0.175580	1.4
364	-1.039074	44.647889	0.139569	1.4
365	-0.435791	44.600542	0.040511	2.6
366	-1.182470	44.553329	0.096887	1.6
367	-1.426032	44.506249	0.222853	1.4
368	-1.220115	44.459302	0.109682	1.3
369	-0.420349	44.412486	0.102630	1.5
370	-0.793942	44.365801	0.124662	1.7
371	-1.266830	44.319248	0.216723	1.8
372	-0.559420	44.272824	0.094751	5.2
373	-0.563761	44.226529	0.069130	1.9
374	-0.301636	44.180364	0.068657	1.8
375	-0.998899	44.134327	0.220085	1.8
376	-1.402288	44.088417	0.099290	1.3
377	-1.323963	44.042635	0.223232	2.9
378	-0.776637	43.996979	0.166306	1.3
379	-0.733008	43.951449	0.056026	1.3
380	-0.569399	43.906045	0.115072	3.9
381	-0.514563	43.860765	0.101980	2.0
382	-1.367944	43.815610	0.094426	1.5
383	-0.929213	43.770579	0.132899	1.6
384	-1.310469	43.725670	0.295124	1.9
385	-0.601418	43.680885	0.060191	2.1
386	-0.889000	43.636221	0.167306	1.4
387	-0.857524	43.591679	0.057662	1.6
388	-0.860113	43.547258	0.103512	1.4
389	-0.771004	43.502958	0.053841	1.4
390	-0.833828	43.458778	0.098468	1.4
391	-0.551956	43.414717	0.091741	1.4
392	-1.256304	43.370775	0.233547	1.8
393	-0.838825	43.326951	0.056235	1.4
394	-0.652128	43.283245	0.105655	1.4
395	-0.828087	43.239657	0.088768	1.4
396	-1.873773	43.196185	0.070156	1.4
397	-1.271200	43.152830	0.202605	1.4
398	-1.391805	43.109591	0.150240	1.9
399	-0.808981	43.066467	0.109524	2.2
400	-0.554611	43.023458	0.060944	1.4
401	-0.915417	42.980563	0.138678	1.4
402	-0.493663	42.937782	0.116867	1.3
403	-1.164414	42.895115	0.173387	1.3
404	-1.082899	42.852560	0.151051	1.4
405	-0.358429	42.810118	0.095920	2.1
406	-0.893167	42.767787	0.154971	3.0
407	-1.062538	42.725568	0.181769	2.0
408	-1.094293	42.683460	0.101575	1.9
409	-1.336347	42.641463	0.153215	2.0
410	-0.926269	42.599575	0.153416	3.7
411	-0.000000	42.557797	0.000000	3.5
412	-0.457533	42.516128	0.082901	3.6
413	-1.159410	42.474568	0.123901	3.7
414	-1.171985	42.433116	0.337692	6.6
415	-1.108360	42.391772	0.160938	1.6
416	-0.390363	42.350535	0.016762	1.7
417	-0.463136	42.309404	0.076692	1.7
418	-1.134617	42.268380	0.148489	11.7
419	-0.621573	42.227462	0.104701	1.5
420	-0.528101	42.186650	0.081444	1.9
421	-0.901832	42.145942	0.165712	1.8
422	-0.868240	42.105339	0.087846	1.8
423	-0.912104	42.064840	0.145230	1.7
424	-1.298466	42.024445	0.101599	1.2
425	-0.702261	41.984153	0.242288	1.2
426	-0.522466	41.943964	0.093139	1.6
427	-0.874873	41.903877	0.073172	1.6
428	-1.305758	41.863893	0.218702	1.8
429	-1.475031	41.824010	0.180930	3.0
430	-1.029078	41.784228	0.074099	1.8
431	-0.515265	41.744547	0.088015	3.9
432	-1.084160	41.704966	0.260834	1.1
433	-1.014250	41.665485	0.067488	1.4
434	-0.614236	41.626104	0.082540	1.4
435	-0.193952	41.586821	0.025984	1.4
436	-0.870052	41.547638	0.118841	1.5
437	-0.844352	41.508552	0.086080	2.6
438	-0.770449	41.469565	0.131297	1.7
439	-1.400994	41.430675	0.214256	1.8
440	-0.508574	41.391882	0.036050	1.8
441	-0.812780	41.353186	0.160417	1.9
442	-0.406109	41.314587	0.064406	1.9
443	-1.285151	41.276083	0.275674	1.7
444	-0.620871	41.237675	0.070311	1.6
445	-0.812242	41.199361	0.067734	1.5
446	-0.419530	41.161143	0.106286	1.5
447	-1.035558	41.123019	0.128706	1.7
448	-1.508348	41.084989	0.132427	1.7
449	-0.865505	41.047053	0.100986	1.4
450	-0.032219	41.009210	0.013784	1.4
451	-1.160389	40.971460	0.451552	1.4
452	-1.079468	40.933802	0.068516	1.8
453	-0.281376	40.896237	0.014014	1.4
454	-1.316599	40.858763	0.090118	2.1
455	-0.288879	40.821381	0.024644	1.9
456	-0.347145	40.784090	0.022834	1.4
457	-1.125975	40.746889	0.040922	1.7
458	-0.345832	40.709779	0.042947	1.6
459	-1.173748	40.672759	0.152594	1.5
460	-0.768800	40.635829	0.092618	1.4
461	-0.224184	40.598987	0.059947	1.2
462	-0.313356	40.562235	0.057050	1.4
463	-0.853124	40.525571	0.097684	1.4
464	-0.964656	40.488996	0.112475	1.4
465	-1.391467	40.452509	0.164847	1.5
466	-0.983210	40.416109	0.049314	1.5
467	-0.931026	40.379796	0.172679	1.4
468	-1.350497	40.343570	0.114050	1.5
469	-0.699034	40.307431	0.138306	1.5
470	-1.718060	40.271377	0.144544	1.5
471	-0.981802	40.235410	0.136818	1.5
472	-1.002935	40.199528	0.102350	1.5
473	-1.366395	40.163732	0.208315	1.6
474	-0.256852	40.128020	0.075651	2.2
475	-0.462127	40.092393	0.089911	1.5
476	-0.695074	40.056850	0.145517	1.4
477	-1.215093	40.021391	0.311728	1.4
478	-0.255413	39.986016	0.087722	1.4
479	-1.224553	39.950723	0.062386	1.8
480	-0.554974	39.915514	0.097452	1.5
481	-0.575837	39.880388	0.135719	1.4
482	-0.685987	39.845343	0.079861	1.4
483	-1.146084	39.810381	0.278428	1.4
484	-0.494403	39.775500	0.101088	1.4
485	-0.838814	39.740701	0.110962	1.4
486	-0.482664	39.705983	0.061297	1.4
487	-0.585566	39.671346	0.106076	1.4
488	-1.086621	39.636789	0.071263	1.4
489	-0.842258	39.602312	0.118091	1.4
490	-0.659167	39.567915	0.185201	1.4
491	-1.528252	39.533598	0.168718	1.4
492	-0.870642	39.499360	0.127588	1.4
493	-1.112948	39.465200	0.258575	1.4
494	-1.030060	39.431120	0.226424	3.1
495	-0.802367	39.397118	0.048069	1.3
496	-0.213729	39.363194	0.045771	1.4
497	-0.858433	39.329348	0.053425	1.4
498	-0.398797	39.295579	0.045071	1.4
499	-0.932562	39.261887	0.096393	1.4
500	-0.780673	39.228273	0.107232	1.7
501	-0.521840	39.194735	0.092851	1.6
502	-1.868776	39.161273	0.096501	1.4
503	-1.208090	39.127887	0.166062	1.4
504	-1.442028	39.094578	0.391867	1.4
505	-0.117636	39.061343	0.010699	1.5
506	-0.632972	39.028184	0.093114	1.3
507	-0.227339	38.995100	0.018326	1.5
508	-1.195904	38.962091	0.112545	1.4
509	-0.678746	38.929156	0.042667	1.3
510	-0.068168	38.896295	0.003385	1.3
511	-1.200889	38.863508	0.093717	1.4
512	-0.809172	38.830795	0.048256	1.4
513	-0.640179	38.798155	0.086477	1.4
514	-0.374004	38.765588	0.053367	3.4
515	-0.221003	38.733093	0.032448	1.5
516	-1.045748	38.700672	0.119009	1.6
517	-1.112445	38.668322	0.107721	1.5
518	-0.347351	38.636045	0.024165	2.0
519	-0.799455	38.603839	0.173462	2.2
520	-1.283394	38.571705	0.211936	4.0
521	-0.967925	38.539642	0.115541	1.5
522	-0.837210	38.507650	0.101537	3.7
523	-0.625131	38.475729	0.133957	2.1
524	-0.781170	38.443878	0.261125	1.5
525	-0.601873	38.412098	0.084646	1.7
526	-0.968648	38.380387	0.187299	1.8
527	-1.173096	38.348746	0.157303	6.1
528	-0.000000	38.317175	0.000000	1.7
529	-0.716994	38.285672	0.130813	2.6
530	-1.155947	38.254239	0.206729	2.1
531	-0.740569	38.222875	0.126206	2.2
532	-0.795113	38.191579	0.181661	3.0
533	-0.565540	38.160351	0.098466	3.5
534	-0.476748	38.129191	0.130010	3.7
535	-1.322168	38.098099	0.063907	3.5
536	-0.729950	38.067075	0.083367	4.9
537	-0.217916	38.036117	0.053869	1.2
538	-1.100141	38.005227	0.140122	1.3
539	-1.140665	37.974404	0.139239	2.6
540	-1.767150	37.943647	0.135108	3.1
541	-1.321539	37.912956	0.124240	2.1
542	-1.479234	37.882332	0.170189	2.2
543	-0.579273	37.851774	0.029773	1.3
544	-0.321995	37.821281	0.066582	3.2
545	-1.454647	37.790853	0.168038	2.3
546	-0.615525	37.760491	0.081294	2.7
547	-0.685835	37.730194	0.110362	1.4
548	-1.301205	37.699961	0.274600	5.9
549	-0.588085	37.669793	0.088905	2.0
550	-0.962113	37.639690	0.088329	1.5
551	-0.341831	37.609650	0.096390	2.3
552	-0.742986	37.579674	0.188231	2.1
553	-1.539221	37.549762	0.173418	2.8
554	-0.902970	37.519913	0.272922	3.1
555	-0.460999	37.490128	0.072244	2.3
556	-0.417737	37.460405	0.018513	1.4
557	-0.721493	37.430745	0.114339	1.4
558	-0.806220	37.401148	0.088234	1.3
559	-1.200931	37.371613	0.250219	1.5
560	-1.176266	37.342140	0.304677	1.4
561	-0.855808	37.312729	0.092753	1.5
562	-0.939523	37.283380	0.184842	1.4
563	-0.682310	37.254092	0.127409	1.6
564	-0.643356	37.224865	0.098999	2.2
565	-0.890234	37.195700	0.062293	1.9
566	-0.933188	37.166595	0.154009	2.4
567	-0.608068	37.137551	0.127870	1.5
568	-0.931759	37.108568	0.108404	1.7
569	-1.541375	37.079644	0.131595	1.8
570	-0.809030	37.050781	0.138591	1.7
571	-1.448082	37.021978	0.204121	1.7
572	-0.831949	36.993234	0.123718	1.5
573	-1.175307	36.964550	0.305953	1.4
574	-1.237190	36.935925	0.086528	1.3
575	-0.412419	36.907358	0.071406	1.4
576	-1.246508	36.878851	0.218083	1.5
577	-1.024550	36.850403	0.105501	1.4
578	-0.609665	36.822012	0.087800	1.4
579	-0.511640	36.793681	0.064734	1.4
580	-1.003104	36.765407	0.115053	2.4
581	-0.989921	36.737191	0.111450	1.9
582	-0.745972	36.709033	0.162335	1.3
583	-1.541333	36.680932	0.089496	1.8
584	-1.556894	36.652888	0.109911	2.2
585	-0.576880	36.624902	0.056917	2.0
586	-0.928619	36.596972	0.080894	1.5
587	-1.143018	36.569099	0.119103	1.5
588	-0.638925	36.541283	0.090852	1.2
589	-1.178030	36.513523	0.251736	1.4
590	-0.521383	36.485820	0.061381	1.7
591	-0.837573	36.458172	0.178829	1.4
592	-0.649705	36.430580	0.092294	1.3
593	-0.867895	36.403043	0.162438	1.6
594	-0.887468	36.375563	0.108801	1.5
595	-1.124265	36.348137	0.063078	1.4
596	-0.547354	36.320766	0.040109	1.4
597	-0.602085	36.293451	0.165162	1.7
598	-0.743106	36.266190	0.126924	1.4
599	-1.561430	36.238983	0.267083	1.6
600	-1.211479	36.211831	0.267889	2.2
601	-0.204499	36.184733	0.017850	1.5
602	-0.800073	36.157689	0.058882	1.4
603	-1.247511	36.130699	0.178728	1.7
604	-1.607521	36.103763	0.106856	1.4
605	-0.604777	36.076880	0.130676	1.7
606	-0.461498	36.050050	0.099903	2.1
607	-0.451937	36.023274	0.039524	2.6
608	-0.716196	35.996550	0.156274	1.5
609	-0.668407	35.969880	0.059357	1.5
610	-1.322311	35.943262	0.227733	1.5
611	-1.473177	35.916696	0.159398	1.8
612	-0.665284	35.890183	0.067275	1.4
613	-0.952422	35.863721	0.088489	1.5
614	-0.585790	35.837312	0.192923	2.2
615	-0.478169	35.810955	0.116722	2.1
616	-0.657451	35.784649	0.161161	2.6
617	-1.000618	35.758395	0.129930	2.9
618	-0.858480	35.732192	0.136455	2.0
619	-1.387559	35.706040	0.125992	1.8
620	-1.191544	35.679939	0.210029	1.5
621	-0.952038	35.653889	0.140649	1.5
622	-1.046611	35.627889	0.264754	1.5
623	-0.323931	35.601940	0.047388	1.8
624	-1.123420	35.576042	0.219569	1.7
625	-0.785985	35.550193	0.161515	1.5
626	-0.441627	35.524395	0.067653	1.5
627	-0.623557	35.498646	0.030571	1.4
628	-0.949643	35.472948	0.202570	1.4
629	-0.670398	35.447298	0.206957	1.6
630	-0.746061	35.421698	0.130353	1.5
631	-0.595899	35.396148	0.189929	1.6
632	-0.719239	35.370646	0.169897	1.5
