coupe,num coupe,dimensions,labels
coronal,11,"(256, 256, 1)","[('Unknown', '80502.9785'), ('white matter of left cerebral hemisphere', '627.5391'), ('cortex of left cerebral hemisphere', '2334.8145'), ('white matter of right cerebral hemisphere', '937.3535'), ('cortex of right cerebral hemisphere', '1997.3145')]"
coronal,12,"(256, 256, 1)","[('Unknown', '80070.5566'), ('white matter of left cerebral hemisphere', '1161.4746'), ('cortex of left cerebral hemisphere', '2077.7344'), ('white matter of right cerebral hemisphere', '893.8477'), ('cortex of right cerebral hemisphere', '2196.3867')]"
coronal,13,"(256, 256, 1)","[('Unknown', '79288.7695'), ('white matter of left cerebral hemisphere', '1305.1758'), ('cortex of left cerebral hemisphere', '2251.7578'), ('white matter of right cerebral hemisphere', '1400.0977'), ('cortex of right cerebral hemisphere', '1898.4375'), ('right cerebellar cortex', '255.7617')]"
coronal,14,"(256, 256, 1)","[('Unknown', '78326.3672'), ('white matter of left cerebral hemisphere', '1380.3223'), ('cortex of left cerebral hemisphere', '2419.1895'), ('left cerebellar cortex', '89.6484'), ('white matter of right cerebral hemisphere', '1446.2402'), ('cortex of right cerebral hemisphere', '2297.9004'), ('right cerebellar cortex', '440.3320')]"
coronal,15,"(256, 256, 1)","[('Unknown', '77592.0410'), ('white matter of left cerebral hemisphere', '1816.6992'), ('cortex of left cerebral hemisphere', '2279.4434'), ('left cerebellar cortex', '320.3613'), ('white matter of right cerebral hemisphere', '1632.1289'), ('cortex of right cerebral hemisphere', '2175.2930'), ('right cerebellar cortex', '584.0332')]"
coronal,16,"(256, 256, 1)","[('Unknown', '76903.8574'), ('white matter of left cerebral hemisphere', '1342.0898'), ('cortex of left cerebral hemisphere', '2892.4805'), ('left cerebellar cortex', '508.8867'), ('white matter of right cerebral hemisphere', '1951.1719'), ('cortex of right cerebral hemisphere', '2019.7266'), ('right cerebellar cortex', '781.7871')]"
coronal,17,"(256, 256, 1)","[('Unknown', '76104.9316'), ('white matter of left cerebral hemisphere', '1620.2637'), ('cortex of left cerebral hemisphere', '2871.3867'), ('left lateral ventricle', '9.2285'), ('left cerebellar cortex', '742.2363'), ('white matter of right cerebral hemisphere', '1493.7012'), ('cortex of right cerebral hemisphere', '2594.5312'), ('right lateral ventricle', '6.5918'), ('white matter of right hemisphere of cerebellum', '17.1387'), ('right cerebellar cortex', '939.9902')]"
coronal,18,"(256, 256, 1)","[('Unknown', '75494.5312'), ('white matter of left cerebral hemisphere', '1286.7188'), ('cortex of left cerebral hemisphere', '3375.0000'), ('left lateral ventricle', '14.5020'), ('left cerebellar cortex', '845.0684'), ('white matter of right cerebral hemisphere', '1661.1328'), ('cortex of right cerebral hemisphere', '2639.3555'), ('right lateral ventricle', '15.8203'), ('white matter of right hemisphere of cerebellum', '54.0527'), ('right cerebellar cortex', '1013.8184')]"
coronal,19,"(256, 256, 1)","[('Unknown', '74737.7930'), ('white matter of left cerebral hemisphere', '1560.9375'), ('cortex of left cerebral hemisphere', '3294.5801'), ('left lateral ventricle', '19.7754'), ('white matter of left hemisphere of cerebellum', '59.3262'), ('left cerebellar cortex', '929.4434'), ('white matter of right cerebral hemisphere', '1940.6250'), ('cortex of right cerebral hemisphere', '2519.3848'), ('right lateral ventricle', '19.7754'), ('white matter of right hemisphere of cerebellum', '61.9629'), ('right cerebellar cortex', '1256.3965')]"
coronal,20,"(256, 256, 1)","[('Unknown', '74000.8301'), ('white matter of left cerebral hemisphere', '1394.8242'), ('cortex of left cerebral hemisphere', '3625.4883'), ('left lateral ventricle', '23.7305'), ('white matter of left hemisphere of cerebellum', '42.1875'), ('left cerebellar cortex', '1117.9688'), ('white matter of right cerebral hemisphere', '1883.9355'), ('cortex of right cerebral hemisphere', '2805.4688'), ('right lateral ventricle', '19.7754'), ('white matter of right hemisphere of cerebellum', '102.8320'), ('right cerebellar cortex', '1382.9590')]"
coronal,21,"(256, 256, 1)","[('Unknown', '73170.2637'), ('white matter of left cerebral hemisphere', '2084.3262'), ('cortex of left cerebral hemisphere', '3037.5000'), ('left lateral ventricle', '23.7305'), ('white matter of left hemisphere of cerebellum', '52.7344'), ('left cerebellar cortex', '1429.1016'), ('white matter of right cerebral hemisphere', '2209.5703'), ('cortex of right cerebral hemisphere', '2553.6621'), ('right lateral ventricle', '23.7305'), ('white matter of right hemisphere of cerebellum', '109.4238'), ('right cerebellar cortex', '1705.9570')]"
coronal,22,"(256, 256, 1)","[('Unknown', '72712.7930'), ('white matter of left cerebral hemisphere', '1661.1328'), ('cortex of left cerebral hemisphere', '3563.5254'), ('left lateral ventricle', '21.0938'), ('white matter of left hemisphere of cerebellum', '113.3789'), ('left cerebellar cortex', '1520.0684'), ('white matter of right cerebral hemisphere', '1997.3145'), ('cortex of right cerebral hemisphere', '2924.1211'), ('right lateral ventricle', '18.4570'), ('white matter of right hemisphere of cerebellum', '83.0566'), ('right cerebellar cortex', '1785.0586')]"
coronal,23,"(256, 256, 1)","[('Unknown', '71924.4141'), ('white matter of left cerebral hemisphere', '2005.2246'), ('cortex of left cerebral hemisphere', '3345.9961'), ('left lateral ventricle', '14.5020'), ('white matter of left hemisphere of cerebellum', '75.1465'), ('left cerebellar cortex', '1806.1523'), ('white matter of right cerebral hemisphere', '2010.4980'), ('cortex of right cerebral hemisphere', '3098.1445'), ('right lateral ventricle', '18.4570'), ('white matter of right hemisphere of cerebellum', '122.6074'), ('right cerebellar cortex', '1978.8574')]"
coronal,24,"(256, 256, 1)","[('Unknown', '71391.7969'), ('white matter of left cerebral hemisphere', '2150.2441'), ('cortex of left cerebral hemisphere', '3318.3105'), ('left lateral ventricle', '7.9102'), ('white matter of left hemisphere of cerebellum', '134.4727'), ('left cerebellar cortex', '1905.0293'), ('white matter of right cerebral hemisphere', '2019.7266'), ('cortex of right cerebral hemisphere', '3261.6211'), ('right lateral ventricle', '14.5020'), ('white matter of right hemisphere of cerebellum', '121.2891'), ('right cerebellar cortex', '2075.0977')]"
coronal,25,"(256, 256, 1)","[('Unknown', '70851.2695'), ('white matter of left cerebral hemisphere', '2027.6367'), ('cortex of left cerebral hemisphere', '3538.4766'), ('left lateral ventricle', '3.9551'), ('white matter of left hemisphere of cerebellum', '114.6973'), ('left cerebellar cortex', '2092.2363'), ('white matter of right cerebral hemisphere', '1832.5195'), ('cortex of right cerebral hemisphere', '3566.1621'), ('right lateral ventricle', '3.9551'), ('white matter of right hemisphere of cerebellum', '162.1582'), ('right cerebellar cortex', '2206.9336')]"
coronal,26,"(256, 256, 1)","[('Unknown', '70351.6113'), ('white matter of left cerebral hemisphere', '2338.7695'), ('cortex of left cerebral hemisphere', '3357.8613'), ('left lateral ventricle', '5.2734'), ('white matter of left hemisphere of cerebellum', '171.3867'), ('left cerebellar cortex', '2173.9746'), ('white matter of right cerebral hemisphere', '2315.0391'), ('cortex of right cerebral hemisphere', '3204.9316'), ('white matter of right hemisphere of cerebellum', '322.9980'), ('right cerebellar cortex', '2158.1543')]"
coronal,27,"(256, 256, 1)","[('Unknown', '69733.3008'), ('white matter of left cerebral hemisphere', '2309.7656'), ('cortex of left cerebral hemisphere', '3514.7461'), ('left lateral ventricle', '6.5918'), ('white matter of left hemisphere of cerebellum', '270.2637'), ('left cerebellar cortex', '2245.1660'), ('white matter of right cerebral hemisphere', '2110.6934'), ('cortex of right cerebral hemisphere', '3608.3496'), ('white matter of right hemisphere of cerebellum', '388.9160'), ('right cerebellar cortex', '2212.2070')]"
coronal,28,"(256, 256, 1)","[('Unknown', '69397.1191'), ('white matter of left cerebral hemisphere', '2200.3418'), ('cortex of left cerebral hemisphere', '3719.0918'), ('left lateral ventricle', '10.5469'), ('white matter of left hemisphere of cerebellum', '337.5000'), ('left cerebellar cortex', '2167.3828'), ('white matter of right cerebral hemisphere', '2609.0332'), ('cortex of right cerebral hemisphere', '3212.8418'), ('white matter of right hemisphere of cerebellum', '417.9199'), ('right cerebellar cortex', '2328.2227')]"
coronal,29,"(256, 256, 1)","[('Unknown', '68806.4941'), ('white matter of left cerebral hemisphere', '2403.3691'), ('cortex of left cerebral hemisphere', '3811.3770'), ('left lateral ventricle', '19.7754'), ('white matter of left hemisphere of cerebellum', '396.8262'), ('left cerebellar cortex', '2139.6973'), ('white matter of right cerebral hemisphere', '2090.9180'), ('cortex of right cerebral hemisphere', '3915.5273'), ('white matter of right hemisphere of cerebellum', '437.6953'), ('right cerebellar cortex', '2378.3203')]"
coronal,30,"(256, 256, 1)","[('Unknown', '68471.6309'), ('white matter of left cerebral hemisphere', '2286.0352'), ('cortex of left cerebral hemisphere', '4090.8691'), ('left lateral ventricle', '11.8652'), ('white matter of left hemisphere of cerebellum', '462.7441'), ('left cerebellar cortex', '2187.1582'), ('white matter of right cerebral hemisphere', '2551.0254'), ('cortex of right cerebral hemisphere', '3496.2891'), ('white matter of right hemisphere of cerebellum', '420.5566'), ('right cerebellar cortex', '2421.8262')]"
coronal,31,"(256, 256, 1)","[('Unknown', '68122.2656'), ('white matter of left cerebral hemisphere', '2354.5898'), ('cortex of left cerebral hemisphere', '4139.6484'), ('left lateral ventricle', '18.4570'), ('white matter of left hemisphere of cerebellum', '436.3770'), ('left cerebellar cortex', '2195.0684'), ('white matter of right cerebral hemisphere', '2264.9414'), ('cortex of right cerebral hemisphere', '3825.8789'), ('right lateral ventricle', '3.9551'), ('white matter of right hemisphere of cerebellum', '498.3398'), ('right cerebellar cortex', '2540.4785')]"
coronal,32,"(256, 256, 1)","[('Unknown', '67699.0723'), ('white matter of left cerebral hemisphere', '2599.8047'), ('cortex of left cerebral hemisphere', '3968.2617'), ('left lateral ventricle', '29.0039'), ('white matter of left hemisphere of cerebellum', '512.8418'), ('left cerebellar cortex', '2365.1367'), ('white matter of right cerebral hemisphere', '2594.5312'), ('cortex of right cerebral hemisphere', '3663.7207'), ('right lateral ventricle', '9.2285'), ('white matter of right hemisphere of cerebellum', '574.8047'), ('right cerebellar cortex', '2383.5938')]"
coronal,33,"(256, 256, 1)","[('Unknown', '67217.8711'), ('white matter of left cerebral hemisphere', '2400.7324'), ('cortex of left cerebral hemisphere', '4237.2070'), ('left lateral ventricle', '36.9141'), ('white matter of left hemisphere of cerebellum', '531.2988'), ('left cerebellar cortex', '2349.3164'), ('white matter of right cerebral hemisphere', '2237.2559'), ('cortex of right cerebral hemisphere', '4337.4023'), ('right lateral ventricle', '14.5020'), ('white matter of right hemisphere of cerebellum', '638.0859'), ('right cerebellar cortex', '2399.4141')]"
coronal,34,"(256, 256, 1)","[('Unknown', '66987.1582'), ('white matter of left cerebral hemisphere', '2709.2285'), ('cortex of left cerebral hemisphere', '3948.4863'), ('left lateral ventricle', '43.5059'), ('white matter of left hemisphere of cerebellum', '656.5430'), ('left cerebellar cortex', '2282.0801'), ('fourth ventricle', '5.2734'), ('white matter of right cerebral hemisphere', '2332.1777'), ('cortex of right cerebral hemisphere', '4363.7695'), ('right lateral ventricle', '30.3223'), ('white matter of right hemisphere of cerebellum', '657.8613'), ('right cerebellar cortex', '2383.5938')]"
coronal,35,"(256, 256, 1)","[('Unknown', '66640.4297'), ('white matter of left cerebral hemisphere', '2685.4980'), ('cortex of left cerebral hemisphere', '4088.2324'), ('left lateral ventricle', '63.2812'), ('white matter of left hemisphere of cerebellum', '673.6816'), ('left cerebellar cortex', '2293.9453'), ('fourth ventricle', '7.9102'), ('white matter of right cerebral hemisphere', '2678.9062'), ('cortex of right cerebral hemisphere', '4191.0645'), ('right lateral ventricle', '48.7793'), ('white matter of right hemisphere of cerebellum', '684.2285'), ('right cerebellar cortex', '2344.0430')]"
coronal,36,"(256, 256, 1)","[('Unknown', '66549.4629'), ('white matter of left cerebral hemisphere', '2781.7383'), ('cortex of left cerebral hemisphere', '4081.6406'), ('left lateral ventricle', '85.6934'), ('white matter of left hemisphere of cerebellum', '627.5391'), ('left cerebellar cortex', '2280.7617'), ('fourth ventricle', '19.7754'), ('white matter of right cerebral hemisphere', '3141.6504'), ('cortex of right cerebral hemisphere', '3802.1484'), ('right lateral ventricle', '67.2363'), ('white matter of right hemisphere of cerebellum', '618.3105'), ('right cerebellar cortex', '2344.0430')]"
coronal,37,"(256, 256, 1)","[('Unknown', '66213.2812'), ('white matter of left cerebral hemisphere', '2993.9941'), ('cortex of left cerebral hemisphere', '4005.1758'), ('left lateral ventricle', '112.0605'), ('white matter of left hemisphere of cerebellum', '657.8613'), ('left cerebellar cortex', '2326.9043'), ('fourth ventricle', '29.0039'), ('white matter of right cerebral hemisphere', '3654.4922'), ('cortex of right cerebral hemisphere', '3434.3262'), ('right lateral ventricle', '101.5137'), ('white matter of right hemisphere of cerebellum', '686.8652'), ('right cerebellar cortex', '2184.5215')]"
coronal,38,"(256, 256, 1)","[('Unknown', '66047.1680'), ('white matter of left cerebral hemisphere', '3135.0586'), ('cortex of left cerebral hemisphere', '3962.9883'), ('left lateral ventricle', '167.4316'), ('white matter of left hemisphere of cerebellum', '642.0410'), ('left cerebellar cortex', '2255.7129'), ('fourth ventricle', '94.9219'), ('white matter of right cerebral hemisphere', '3769.1895'), ('cortex of right cerebral hemisphere', '3425.0977'), ('right lateral ventricle', '138.4277'), ('white matter of right hemisphere of cerebellum', '648.6328'), ('right cerebellar cortex', '2113.3301')]"
coronal,39,"(256, 256, 1)","[('Unknown', '66238.3301'), ('white matter of left cerebral hemisphere', '3139.0137'), ('cortex of left cerebral hemisphere', '3845.6543'), ('left lateral ventricle', '201.7090'), ('white matter of left hemisphere of cerebellum', '613.0371'), ('left cerebellar cortex', '2197.7051'), ('fourth ventricle', '108.1055'), ('white matter of right cerebral hemisphere', '3305.1270'), ('cortex of right cerebral hemisphere', '3930.0293'), ('right lateral ventricle', '179.2969'), ('white matter of right hemisphere of cerebellum', '653.9062'), ('right cerebellar cortex', '1988.0859')]"
coronal,40,"(256, 256, 1)","[('Unknown', '65712.3047'), ('white matter of left cerebral hemisphere', '2751.4160'), ('cortex of left cerebral hemisphere', '4590.5273'), ('left lateral ventricle', '218.8477'), ('white matter of left hemisphere of cerebellum', '581.3965'), ('left cerebellar cortex', '2092.2363'), ('fourth ventricle', '317.7246'), ('white matter of right cerebral hemisphere', '2972.9004'), ('cortex of right cerebral hemisphere', '4367.7246'), ('right lateral ventricle', '238.6230'), ('white matter of right hemisphere of cerebellum', '540.5273'), ('right cerebellar cortex', '2015.7715')]"
coronal,41,"(256, 256, 1)","[('Unknown', '66098.5840'), ('white matter of left cerebral hemisphere', '3462.0117'), ('cortex of left cerebral hemisphere', '3894.4336'), ('left lateral ventricle', '234.6680'), ('white matter of left hemisphere of cerebellum', '562.9395'), ('left cerebellar cortex', '1935.3516'), ('fourth ventricle', '337.5000'), ('brainstem', '101.5137'), ('white matter of right cerebral hemisphere', '2922.8027'), ('cortex of right cerebral hemisphere', '4274.1211'), ('right lateral ventricle', '276.8555'), ('white matter of right hemisphere of cerebellum', '570.8496'), ('right cerebellar cortex', '1728.3691')]"
coronal,42,"(256, 256, 1)","[('Unknown', '66310.8398'), ('white matter of left cerebral hemisphere', '3078.3691'), ('cortex of left cerebral hemisphere', '4308.3984'), ('left lateral ventricle', '221.4844'), ('white matter of left hemisphere of cerebellum', '441.6504'), ('left cerebellar cortex', '1705.9570'), ('fourth ventricle', '395.5078'), ('brainstem', '512.8418'), ('left hippocampus', '63.2812'), ('white matter of right cerebral hemisphere', '2933.3496'), ('cortex of right cerebral hemisphere', '4287.3047'), ('right lateral ventricle', '305.8594'), ('white matter of right hemisphere of cerebellum', '369.1406'), ('right cerebellar cortex', '1466.0156')]"
coronal,43,"(256, 256, 1)","[('Unknown', '66649.6582'), ('white matter of left cerebral hemisphere', '3232.6172'), ('cortex of left cerebral hemisphere', '4187.1094'), ('left lateral ventricle', '206.9824'), ('white matter of left hemisphere of cerebellum', '437.6953'), ('left cerebellar cortex', '1410.6445'), ('fourth ventricle', '264.9902'), ('brainstem', '821.3379'), ('left hippocampus', '104.1504'), ('white matter of right cerebral hemisphere', '3256.3477'), ('cortex of right cerebral hemisphere', '3995.9473'), ('right lateral ventricle', '313.7695'), ('white matter of right hemisphere of cerebellum', '338.8184'), ('right cerebellar cortex', '1179.9316')]"
coronal,44,"(256, 256, 1)","[('Unknown', '66592.9688'), ('white matter of left cerebral hemisphere', '3526.6113'), ('cortex of left cerebral hemisphere', '3993.3105'), ('left lateral ventricle', '196.4355'), ('white matter of left hemisphere of cerebellum', '312.4512'), ('left cerebellar cortex', '1340.7715'), ('fourth ventricle', '162.1582'), ('brainstem', '1123.2422'), ('left hippocampus', '135.7910'), ('white matter of right cerebral hemisphere', '3033.5449'), ('cortex of right cerebral hemisphere', '4283.3496'), ('right lateral ventricle', '303.2227'), ('white matter of right hemisphere of cerebellum', '307.1777'), ('right cerebellar cortex', '937.3535'), ('right hippocampus', '151.6113')]"
coronal,45,"(256, 256, 1)","[('Unknown', '67031.9824'), ('white matter of left cerebral hemisphere', '3875.9766'), ('cortex of left cerebral hemisphere', '3625.4883'), ('left lateral ventricle', '177.9785'), ('white matter of left hemisphere of cerebellum', '355.9570'), ('left cerebellar cortex', '1009.8633'), ('fourth ventricle', '61.9629'), ('brainstem', '1389.5508'), ('left hippocampus', '177.9785'), ('white matter of right cerebral hemisphere', '3214.1602'), ('cortex of right cerebral hemisphere', '4040.7715'), ('right lateral ventricle', '282.1289'), ('white matter of right hemisphere of cerebellum', '300.5859'), ('right cerebellar cortex', '652.5879'), ('right hippocampus', '203.0273')]"
coronal,46,"(256, 256, 1)","[('Unknown', '66914.6484'), ('white matter of left cerebral hemisphere', '3340.7227'), ('cortex of left cerebral hemisphere', '4291.2598'), ('left lateral ventricle', '163.4766'), ('white matter of left hemisphere of cerebellum', '272.9004'), ('left cerebellar cortex', '910.9863'), ('fourth ventricle', '17.1387'), ('brainstem', '1587.3047'), ('left hippocampus', '154.2480'), ('white matter of right cerebral hemisphere', '3165.3809'), ('cortex of right cerebral hemisphere', '4193.7012'), ('right lateral ventricle', '271.5820'), ('white matter of right hemisphere of cerebellum', '284.7656'), ('right cerebellar cortex', '603.8086'), ('right hippocampus', '228.0762')]"
coronal,47,"(256, 256, 1)","[('Unknown', '67204.6875'), ('white matter of left cerebral hemisphere', '3398.7305'), ('cortex of left cerebral hemisphere', '4150.1953'), ('left lateral ventricle', '158.2031'), ('temporal horn of left lateral ventricle', '19.7754'), ('white matter of left hemisphere of cerebellum', '218.8477'), ('left cerebellar cortex', '597.2168'), ('left thalamus', '241.2598'), ('fourth ventricle', '13.1836'), ('brainstem', '1617.6270'), ('left hippocampus', '97.5586'), ('white matter of right cerebral hemisphere', '3709.8633'), ('cortex of right cerebral hemisphere', '3733.5938'), ('right lateral ventricle', '216.2109'), ('temporal horn of right lateral ventricle', '18.4570'), ('white matter of right hemisphere of cerebellum', '224.1211'), ('right cerebellar cortex', '491.7480'), ('right thalamus proper', '109.4238'), ('right hippocampus', '179.2969')]"
coronal,48,"(256, 256, 1)","[('Unknown', '67460.4492'), ('white matter of left cerebral hemisphere', '3498.9258'), ('cortex of left cerebral hemisphere', '3947.1680'), ('left lateral ventricle', '151.6113'), ('white matter of left hemisphere of cerebellum', '170.0684'), ('left cerebellar cortex', '597.2168'), ('left thalamus', '254.4434'), ('fourth ventricle', '17.1387'), ('brainstem', '1583.3496'), ('left hippocampus', '141.0645'), ('white matter of right cerebral hemisphere', '3479.1504'), ('cortex of right cerebral hemisphere', '3864.1113'), ('right lateral ventricle', '197.7539'), ('temporal horn of right lateral ventricle', '17.1387'), ('white matter of right hemisphere of cerebellum', '176.6602'), ('right cerebellar cortex', '528.6621'), ('right thalamus proper', '213.5742'), ('right hippocampus', '101.5137')]"
coronal,49,"(256, 256, 1)","[('Unknown', '67372.1191'), ('white matter of left cerebral hemisphere', '3695.3613'), ('cortex of left cerebral hemisphere', '3769.1895'), ('left lateral ventricle', '126.5625'), ('temporal horn of left lateral ventricle', '10.5469'), ('white matter of left hemisphere of cerebellum', '197.7539'), ('left cerebellar cortex', '481.2012'), ('left thalamus', '251.8066'), ('fourth ventricle', '5.2734'), ('brainstem', '1618.9453'), ('left hippocampus', '159.5215'), ('cerebrospinal fluid', '172.7051'), ('white matter of right cerebral hemisphere', '3330.1758'), ('cortex of right cerebral hemisphere', '4084.2773'), ('right lateral ventricle', '162.1582'), ('temporal horn of right lateral ventricle', '5.2734'), ('white matter of right hemisphere of cerebellum', '134.4727'), ('right cerebellar cortex', '441.6504'), ('right thalamus proper', '305.8594'), ('right hippocampus', '75.1465')]"
coronal,50,"(256, 256, 1)","[('Unknown', '67743.8965'), ('white matter of left cerebral hemisphere', '4013.0859'), ('cortex of left cerebral hemisphere', '3194.3848'), ('left lateral ventricle', '131.8359'), ('temporal horn of left lateral ventricle', '10.5469'), ('white matter of left hemisphere of cerebellum', '164.7949'), ('left cerebellar cortex', '399.4629'), ('left thalamus', '416.6016'), ('fourth ventricle', '2.6367'), ('brainstem', '1612.3535'), ('left hippocampus', '125.2441'), ('cerebrospinal fluid', '199.0723'), ('white matter of right cerebral hemisphere', '3389.5020'), ('cortex of right cerebral hemisphere', '3823.2422'), ('right lateral ventricle', '138.4277'), ('temporal horn of right lateral ventricle', '5.2734'), ('white matter of right hemisphere of cerebellum', '135.7910'), ('right cerebellar cortex', '349.3652'), ('right thalamus proper', '452.1973'), ('right hippocampus', '92.2852')]"
coronal,51,"(256, 256, 1)","[('Unknown', '67968.0176'), ('white matter of left cerebral hemisphere', '3729.6387'), ('cortex of left cerebral hemisphere', '3601.7578'), ('left lateral ventricle', '116.0156'), ('temporal horn of left lateral ventricle', '10.5469'), ('white matter of left hemisphere of cerebellum', '101.5137'), ('left cerebellar cortex', '257.0801'), ('left thalamus', '373.0957'), ('fourth ventricle', '6.5918'), ('brainstem', '1616.3086'), ('left hippocampus', '114.6973'), ('cerebrospinal fluid', '200.3906'), ('white matter of right cerebral hemisphere', '3266.8945'), ('cortex of right cerebral hemisphere', '4047.3633'), ('right lateral ventricle', '126.5625'), ('temporal horn of right lateral ventricle', '5.2734'), ('white matter of right hemisphere of cerebellum', '114.6973'), ('right cerebellar cortex', '246.5332'), ('right thalamus proper', '407.3730'), ('right hippocampus', '89.6484')]"
coronal,52,"(256, 256, 1)","[('Unknown', '68240.9180'), ('white matter of left cerebral hemisphere', '3976.1719'), ('cortex of left cerebral hemisphere', '3212.8418'), ('left lateral ventricle', '110.7422'), ('temporal horn of left lateral ventricle', '10.5469'), ('white matter of left hemisphere of cerebellum', '84.3750'), ('left cerebellar cortex', '192.4805'), ('left thalamus', '346.7285'), ('third ventricle', '9.2285'), ('fourth ventricle', '5.2734'), ('brainstem', '1433.0566'), ('left hippocampus', '119.9707'), ('cerebrospinal fluid', '188.5254'), ('left ventral diencephalon', '199.0723'), ('white matter of right cerebral hemisphere', '3758.6426'), ('cortex of right cerebral hemisphere', '3434.3262'), ('right lateral ventricle', '123.9258'), ('temporal horn of right lateral ventricle', '3.9551'), ('white matter of right hemisphere of cerebellum', '106.7871'), ('right cerebellar cortex', '159.5215'), ('right thalamus proper', '432.4219'), ('right hippocampus', '102.8320'), ('right ventral diencephalon', '147.6562')]"
coronal,53,"(256, 256, 1)","[('Unknown', '68686.5234'), ('white matter of left cerebral hemisphere', '3745.4590'), ('cortex of left cerebral hemisphere', '3323.5840'), ('left lateral ventricle', '116.0156'), ('temporal horn of left lateral ventricle', '6.5918'), ('left thalamus', '419.2383'), ('third ventricle', '27.6855'), ('brainstem', '1216.8457'), ('left hippocampus', '134.4727'), ('cerebrospinal fluid', '100.1953'), ('left ventral diencephalon', '388.9160'), ('white matter of right cerebral hemisphere', '3819.2871'), ('cortex of right cerebral hemisphere', '3455.4199'), ('right lateral ventricle', '114.6973'), ('temporal horn of right lateral ventricle', '5.2734'), ('right thalamus proper', '411.3281'), ('right hippocampus', '89.6484'), ('right ventral diencephalon', '338.8184')]"
coronal,54,"(256, 256, 1)","[('Unknown', '68842.0898'), ('white matter of left cerebral hemisphere', '3984.0820'), ('cortex of left cerebral hemisphere', '3045.4102'), ('left lateral ventricle', '98.8770'), ('temporal horn of left lateral ventricle', '5.2734'), ('left thalamus', '395.5078'), ('left caudate nucleus', '25.0488'), ('third ventricle', '35.5957'), ('brainstem', '962.4023'), ('left hippocampus', '129.1992'), ('cerebrospinal fluid', '87.0117'), ('left ventral diencephalon', '491.7480'), ('white matter of right cerebral hemisphere', '3875.9766'), ('cortex of right cerebral hemisphere', '3330.1758'), ('right lateral ventricle', '114.6973'), ('temporal horn of right lateral ventricle', '3.9551'), ('right thalamus proper', '413.9648'), ('right caudate nucleus', '13.1836'), ('right hippocampus', '85.6934'), ('right ventral diencephalon', '460.1074')]"
