coupe,num coupe,dimensions,labels
coronal,27,"(256, 256, 1)","[('Unknown', '74685.0586'), ('white matter of left cerebral hemisphere', '1161.4746'), ('cortex of left cerebral hemisphere', '2879.2969'), ('white matter of left hemisphere of cerebellum', '94.9219'), ('left cerebellar cortex', '1786.3770'), ('white matter of right cerebral hemisphere', '1468.6523'), ('cortex of right cerebral hemisphere', '2220.1172'), ('right lateral ventricle', '9.2285'), ('white matter of right hemisphere of cerebellum', '175.3418'), ('right cerebellar cortex', '1919.5312')]"
coronal,28,"(256, 256, 1)","[('Unknown', '74206.4941'), ('white matter of left cerebral hemisphere', '1228.7109'), ('cortex of left cerebral hemisphere', '2958.3984'), ('white matter of left hemisphere of cerebellum', '183.2520'), ('left cerebellar cortex', '1811.4258'), ('white matter of right cerebral hemisphere', '1488.4277'), ('cortex of right cerebral hemisphere', '2325.5859'), ('right lateral ventricle', '7.9102'), ('white matter of right hemisphere of cerebellum', '233.3496'), ('right cerebellar cortex', '1956.4453')]"
coronal,29,"(256, 256, 1)","[('Unknown', '73824.1699'), ('white matter of left cerebral hemisphere', '1198.3887'), ('cortex of left cerebral hemisphere', '3090.2344'), ('white matter of left hemisphere of cerebellum', '255.7617'), ('left cerebellar cortex', '1798.2422'), ('white matter of right cerebral hemisphere', '1425.1465'), ('cortex of right cerebral hemisphere', '2554.9805'), ('right lateral ventricle', '1.3184'), ('white matter of right hemisphere of cerebellum', '367.8223'), ('right cerebellar cortex', '1883.9355')]"
coronal,30,"(256, 256, 1)","[('Unknown', '73232.2266'), ('white matter of left cerebral hemisphere', '1186.5234'), ('cortex of left cerebral hemisphere', '3274.8047'), ('white matter of left hemisphere of cerebellum', '280.8105'), ('left cerebellar cortex', '1898.4375'), ('white matter of right cerebral hemisphere', '1281.4453'), ('cortex of right cerebral hemisphere', '2934.6680'), ('white matter of right hemisphere of cerebellum', '367.8223'), ('right cerebellar cortex', '1943.2617')]"
coronal,31,"(256, 256, 1)","[('Unknown', '72774.7559'), ('white matter of left cerebral hemisphere', '1297.2656'), ('cortex of left cerebral hemisphere', '3264.2578'), ('white matter of left hemisphere of cerebellum', '242.5781'), ('left cerebellar cortex', '2047.4121'), ('white matter of right cerebral hemisphere', '1357.9102'), ('cortex of right cerebral hemisphere', '2991.3574'), ('white matter of right hemisphere of cerebellum', '263.6719'), ('right cerebellar cortex', '2160.7910')]"
coronal,32,"(256, 256, 1)","[('Unknown', '72334.4238'), ('white matter of left cerebral hemisphere', '1311.7676'), ('cortex of left cerebral hemisphere', '3330.1758'), ('white matter of left hemisphere of cerebellum', '329.5898'), ('left cerebellar cortex', '1973.5840'), ('white matter of right cerebral hemisphere', '1425.1465'), ('cortex of right cerebral hemisphere', '3174.6094'), ('white matter of right hemisphere of cerebellum', '366.5039'), ('right cerebellar cortex', '2154.1992')]"
coronal,33,"(256, 256, 1)","[('Unknown', '71733.2520'), ('white matter of left cerebral hemisphere', '1357.9102'), ('cortex of left cerebral hemisphere', '3442.2363'), ('white matter of left hemisphere of cerebellum', '361.2305'), ('left cerebellar cortex', '2098.8281'), ('white matter of right cerebral hemisphere', '1595.2148'), ('cortex of right cerebral hemisphere', '3170.6543'), ('white matter of right hemisphere of cerebellum', '503.6133'), ('right cerebellar cortex', '2137.0605')]"
coronal,34,"(256, 256, 1)","[('Unknown', '71266.5527'), ('white matter of left cerebral hemisphere', '1390.8691'), ('cortex of left cerebral hemisphere', '3581.9824'), ('white matter of left hemisphere of cerebellum', '458.7891'), ('left cerebellar cortex', '2065.8691'), ('white matter of right cerebral hemisphere', '1662.4512'), ('cortex of right cerebral hemisphere', '3215.4785'), ('white matter of right hemisphere of cerebellum', '458.7891'), ('right cerebellar cortex', '2299.2188')]"
coronal,35,"(256, 256, 1)","[('Unknown', '70853.9062'), ('white matter of left cerebral hemisphere', '1559.6191'), ('cortex of left cerebral hemisphere', '3475.1953'), ('white matter of left hemisphere of cerebellum', '466.6992'), ('left cerebellar cortex', '2171.3379'), ('white matter of right cerebral hemisphere', '1684.8633'), ('cortex of right cerebral hemisphere', '3421.1426'), ('right lateral ventricle', '1.3184'), ('white matter of right hemisphere of cerebellum', '531.2988'), ('right cerebellar cortex', '2234.6191')]"
coronal,36,"(256, 256, 1)","[('Unknown', '70495.3125'), ('white matter of left cerebral hemisphere', '1716.5039'), ('cortex of left cerebral hemisphere', '3443.5547'), ('white matter of left hemisphere of cerebellum', '539.2090'), ('left cerebellar cortex', '2151.5625'), ('white matter of right cerebral hemisphere', '1849.6582'), ('cortex of right cerebral hemisphere', '3349.9512'), ('right lateral ventricle', '5.2734'), ('white matter of right hemisphere of cerebellum', '649.9512'), ('right cerebellar cortex', '2199.0234')]"
coronal,37,"(256, 256, 1)","[('Unknown', '70218.4570'), ('white matter of left cerebral hemisphere', '1819.3359'), ('cortex of left cerebral hemisphere', '3431.6895'), ('white matter of left hemisphere of cerebellum', '514.1602'), ('left cerebellar cortex', '2214.8438'), ('white matter of right cerebral hemisphere', '1985.4492'), ('cortex of right cerebral hemisphere', '3332.8125'), ('right lateral ventricle', '7.9102'), ('white matter of right hemisphere of cerebellum', '557.6660'), ('right cerebellar cortex', '2317.6758')]"
coronal,38,"(256, 256, 1)","[('Unknown', '69866.4551'), ('white matter of left cerebral hemisphere', '1835.1562'), ('cortex of left cerebral hemisphere', '3521.3379'), ('left lateral ventricle', '15.8203'), ('white matter of left hemisphere of cerebellum', '657.8613'), ('left cerebellar cortex', '2158.1543'), ('white matter of right cerebral hemisphere', '2197.7051'), ('cortex of right cerebral hemisphere', '3274.8047'), ('right lateral ventricle', '9.2285'), ('white matter of right hemisphere of cerebellum', '689.5020'), ('right cerebellar cortex', '2173.9746')]"
coronal,39,"(256, 256, 1)","[('Unknown', '69660.7910'), ('white matter of left cerebral hemisphere', '1852.2949'), ('cortex of left cerebral hemisphere', '3618.8965'), ('left lateral ventricle', '29.0039'), ('white matter of left hemisphere of cerebellum', '522.0703'), ('left cerebellar cortex', '2251.7578'), ('white matter of right cerebral hemisphere', '2262.3047'), ('cortex of right cerebral hemisphere', '3316.9922'), ('right lateral ventricle', '14.5020'), ('white matter of right hemisphere of cerebellum', '623.5840'), ('right cerebellar cortex', '2247.8027')]"
coronal,40,"(256, 256, 1)","[('Unknown', '69502.5879'), ('white matter of left cerebral hemisphere', '1818.0176'), ('cortex of left cerebral hemisphere', '3787.6465'), ('left lateral ventricle', '39.5508'), ('white matter of left hemisphere of cerebellum', '584.0332'), ('left cerebellar cortex', '2210.8887'), ('fourth ventricle', '17.1387'), ('white matter of right cerebral hemisphere', '2264.9414'), ('cortex of right cerebral hemisphere', '3343.3594'), ('right lateral ventricle', '22.4121'), ('white matter of right hemisphere of cerebellum', '553.7109'), ('right cerebellar cortex', '2255.7129')]"
coronal,41,"(256, 256, 1)","[('Unknown', '69369.4336'), ('white matter of left cerebral hemisphere', '1899.7559'), ('cortex of left cerebral hemisphere', '3746.7773'), ('left lateral ventricle', '60.6445'), ('white matter of left hemisphere of cerebellum', '652.5879'), ('left cerebellar cortex', '2106.7383'), ('fourth ventricle', '46.1426'), ('white matter of right cerebral hemisphere', '2284.7168'), ('cortex of right cerebral hemisphere', '3447.5098'), ('right lateral ventricle', '29.0039'), ('white matter of right hemisphere of cerebellum', '614.3555'), ('right cerebellar cortex', '2142.3340')]"
coronal,42,"(256, 256, 1)","[('Unknown', '69316.6992'), ('white matter of left cerebral hemisphere', '2109.3750'), ('cortex of left cerebral hemisphere', '3665.0391'), ('left lateral ventricle', '76.4648'), ('white matter of left hemisphere of cerebellum', '610.4004'), ('left cerebellar cortex', '2076.4160'), ('fourth ventricle', '69.8730'), ('white matter of right cerebral hemisphere', '2289.9902'), ('cortex of right cerebral hemisphere', '3502.8809'), ('right lateral ventricle', '39.5508'), ('white matter of right hemisphere of cerebellum', '651.2695'), ('right cerebellar cortex', '1992.0410')]"
coronal,43,"(256, 256, 1)","[('Unknown', '69328.5645'), ('white matter of left cerebral hemisphere', '2163.4277'), ('cortex of left cerebral hemisphere', '3697.9980'), ('left lateral ventricle', '89.6484'), ('white matter of left hemisphere of cerebellum', '616.9922'), ('left cerebellar cortex', '1935.3516'), ('fourth ventricle', '119.9707'), ('white matter of right cerebral hemisphere', '2370.4102'), ('cortex of right cerebral hemisphere', '3451.4648'), ('right lateral ventricle', '58.0078'), ('white matter of right hemisphere of cerebellum', '552.3926'), ('right cerebellar cortex', '2015.7715')]"
coronal,44,"(256, 256, 1)","[('Unknown', '69335.1562'), ('white matter of left cerebral hemisphere', '2287.3535'), ('cortex of left cerebral hemisphere', '3607.0312'), ('left lateral ventricle', '92.2852'), ('white matter of left hemisphere of cerebellum', '634.1309'), ('left cerebellar cortex', '1593.8965'), ('fourth ventricle', '292.6758'), ('brainstem', '362.5488'), ('white matter of right cerebral hemisphere', '2329.5410'), ('cortex of right cerebral hemisphere', '3618.8965'), ('right lateral ventricle', '76.4648'), ('white matter of right hemisphere of cerebellum', '556.3477'), ('right cerebellar cortex', '1613.6719')]"
coronal,45,"(256, 256, 1)","[('Unknown', '69350.9766'), ('white matter of left cerebral hemisphere', '2324.2676'), ('cortex of left cerebral hemisphere', '3543.7500'), ('left lateral ventricle', '79.1016'), ('white matter of left hemisphere of cerebellum', '602.4902'), ('left cerebellar cortex', '1480.5176'), ('fourth ventricle', '346.7285'), ('brainstem', '424.5117'), ('left hippocampus', '108.1055'), ('white matter of right cerebral hemisphere', '2399.4141'), ('cortex of right cerebral hemisphere', '3643.9453'), ('right lateral ventricle', '90.9668'), ('white matter of right hemisphere of cerebellum', '535.2539'), ('right cerebellar cortex', '1469.9707')]"
coronal,46,"(256, 256, 1)","[('Unknown', '69339.1113'), ('white matter of left cerebral hemisphere', '2391.5039'), ('cortex of left cerebral hemisphere', '3521.3379'), ('left lateral ventricle', '59.3262'), ('white matter of left hemisphere of cerebellum', '536.5723'), ('left cerebellar cortex', '1425.1465'), ('fourth ventricle', '293.9941'), ('brainstem', '552.3926'), ('left hippocampus', '177.9785'), ('white matter of right cerebral hemisphere', '2398.0957'), ('cortex of right cerebral hemisphere', '3713.8184'), ('right lateral ventricle', '101.5137'), ('white matter of right hemisphere of cerebellum', '440.3320'), ('right cerebellar cortex', '1413.2812'), ('right hippocampus', '35.5957')]"
coronal,47,"(256, 256, 1)","[('Unknown', '69493.3594'), ('white matter of left cerebral hemisphere', '2499.6094'), ('cortex of left cerebral hemisphere', '3485.7422'), ('left lateral ventricle', '54.0527'), ('white matter of left hemisphere of cerebellum', '408.6914'), ('left cerebellar cortex', '1261.6699'), ('fourth ventricle', '174.0234'), ('brainstem', '978.2227'), ('left hippocampus', '229.3945'), ('white matter of right cerebral hemisphere', '2556.2988'), ('cortex of right cerebral hemisphere', '3538.4766'), ('right lateral ventricle', '100.1953'), ('white matter of right hemisphere of cerebellum', '293.9941'), ('right cerebellar cortex', '1158.8379'), ('right hippocampus', '167.4316')]"
coronal,48,"(256, 256, 1)","[('Unknown', '69596.1914'), ('white matter of left cerebral hemisphere', '2597.1680'), ('cortex of left cerebral hemisphere', '3504.1992'), ('left lateral ventricle', '54.0527'), ('white matter of left hemisphere of cerebellum', '283.4473'), ('left cerebellar cortex', '1199.7070'), ('left thalamus', '80.4199'), ('fourth ventricle', '171.3867'), ('brainstem', '1140.3809'), ('left hippocampus', '98.8770'), ('white matter of right cerebral hemisphere', '2896.4355'), ('cortex of right cerebral hemisphere', '3284.0332'), ('right lateral ventricle', '85.6934'), ('white matter of right hemisphere of cerebellum', '257.0801'), ('right cerebellar cortex', '945.2637'), ('right hippocampus', '205.6641')]"
coronal,49,"(256, 256, 1)","[('Unknown', '69880.9570'), ('white matter of left cerebral hemisphere', '2537.8418'), ('cortex of left cerebral hemisphere', '3584.6191'), ('left lateral ventricle', '52.7344'), ('white matter of left hemisphere of cerebellum', '250.4883'), ('left cerebellar cortex', '980.8594'), ('left thalamus', '108.1055'), ('fourth ventricle', '77.7832'), ('brainstem', '1236.6211'), ('left hippocampus', '139.7461'), ('white matter of right cerebral hemisphere', '2974.2188'), ('cortex of right cerebral hemisphere', '3289.3066'), ('right lateral ventricle', '71.1914'), ('white matter of right hemisphere of cerebellum', '232.0312'), ('right cerebellar cortex', '781.7871'), ('right thalamus proper', '97.5586'), ('right hippocampus', '104.1504')]"
coronal,50,"(256, 256, 1)","[('Unknown', '70222.4121'), ('white matter of left cerebral hemisphere', '2601.1230'), ('cortex of left cerebral hemisphere', '3571.4355'), ('left lateral ventricle', '51.4160'), ('temporal horn of left lateral ventricle', '2.6367'), ('white matter of left hemisphere of cerebellum', '189.8438'), ('left cerebellar cortex', '709.2773'), ('left thalamus', '224.1211'), ('fourth ventricle', '27.6855'), ('brainstem', '1328.9062'), ('left hippocampus', '83.0566'), ('white matter of right cerebral hemisphere', '3036.1816'), ('cortex of right cerebral hemisphere', '3239.2090'), ('right lateral ventricle', '65.9180'), ('temporal horn of right lateral ventricle', '2.6367'), ('white matter of right hemisphere of cerebellum', '222.8027'), ('right cerebellar cortex', '603.8086'), ('right thalamus proper', '131.8359'), ('right hippocampus', '85.6934')]"
coronal,51,"(256, 256, 1)","[('Unknown', '70530.9082'), ('white matter of left cerebral hemisphere', '2614.3066'), ('cortex of left cerebral hemisphere', '3541.1133'), ('left lateral ventricle', '46.1426'), ('temporal horn of left lateral ventricle', '2.6367'), ('white matter of left hemisphere of cerebellum', '195.1172'), ('left cerebellar cortex', '475.9277'), ('left thalamus', '317.7246'), ('fourth ventricle', '17.1387'), ('brainstem', '1298.5840'), ('left hippocampus', '89.6484'), ('white matter of right cerebral hemisphere', '2967.6270'), ('cortex of right cerebral hemisphere', '3282.7148'), ('right lateral ventricle', '51.4160'), ('white matter of right hemisphere of cerebellum', '196.4355'), ('right cerebellar cortex', '468.0176'), ('right thalamus proper', '201.7090'), ('right hippocampus', '102.8320')]"
coronal,52,"(256, 256, 1)","[('Unknown', '70706.2500'), ('white matter of left cerebral hemisphere', '2618.2617'), ('cortex of left cerebral hemisphere', '3578.0273'), ('left lateral ventricle', '40.8691'), ('temporal horn of left lateral ventricle', '5.2734'), ('white matter of left hemisphere of cerebellum', '177.9785'), ('left cerebellar cortex', '337.5000'), ('left thalamus', '330.9082'), ('fourth ventricle', '10.5469'), ('brainstem', '1339.4531'), ('left hippocampus', '97.5586'), ('white matter of right cerebral hemisphere', '2693.4082'), ('cortex of right cerebral hemisphere', '3542.4316'), ('right lateral ventricle', '40.8691'), ('temporal horn of right lateral ventricle', '3.9551'), ('white matter of right hemisphere of cerebellum', '220.1660'), ('right cerebellar cortex', '287.4023'), ('right thalamus proper', '275.5371'), ('right hippocampus', '93.6035')]"
coronal,53,"(256, 256, 1)","[('Unknown', '71056.9336'), ('white matter of left cerebral hemisphere', '2469.2871'), ('cortex of left cerebral hemisphere', '3630.7617'), ('left lateral ventricle', '42.1875'), ('temporal horn of left lateral ventricle', '7.9102'), ('white matter of left hemisphere of cerebellum', '102.8320'), ('left cerebellar cortex', '217.5293'), ('left thalamus', '404.7363'), ('fourth ventricle', '7.9102'), ('brainstem', '1392.1875'), ('left hippocampus', '108.1055'), ('white matter of right cerebral hemisphere', '2543.1152'), ('cortex of right cerebral hemisphere', '3527.9297'), ('right lateral ventricle', '31.6406'), ('temporal horn of right lateral ventricle', '5.2734'), ('white matter of right hemisphere of cerebellum', '152.9297'), ('right cerebellar cortex', '226.7578'), ('right thalamus proper', '354.6387'), ('right hippocampus', '117.3340')]"
coronal,54,"(256, 256, 1)","[('Unknown', '71244.1406'), ('white matter of left cerebral hemisphere', '2450.8301'), ('cortex of left cerebral hemisphere', '3620.2148'), ('left lateral ventricle', '39.5508'), ('temporal horn of left lateral ventricle', '9.2285'), ('white matter of left hemisphere of cerebellum', '97.5586'), ('left cerebellar cortex', '105.4688'), ('left thalamus', '328.2715'), ('fourth ventricle', '1.3184'), ('brainstem', '1440.9668'), ('left hippocampus', '97.5586'), ('left ventral diencephalon', '100.1953'), ('white matter of right cerebral hemisphere', '2653.8574'), ('cortex of right cerebral hemisphere', '3423.7793'), ('right lateral ventricle', '32.9590'), ('temporal horn of right lateral ventricle', '5.2734'), ('white matter of right hemisphere of cerebellum', '87.0117'), ('right cerebellar cortex', '112.0605'), ('right thalamus proper', '350.6836'), ('right hippocampus', '122.6074'), ('right ventral diencephalon', '76.4648')]"
coronal,55,"(256, 256, 1)","[('Unknown', '71224.3652'), ('white matter of left cerebral hemisphere', '2398.0957'), ('cortex of left cerebral hemisphere', '3645.2637'), ('left lateral ventricle', '38.2324'), ('temporal horn of left lateral ventricle', '6.5918'), ('left thalamus', '416.6016'), ('third ventricle', '39.5508'), ('brainstem', '1315.7227'), ('left hippocampus', '93.6035'), ('cerebrospinal fluid', '55.3711'), ('left ventral diencephalon', '238.6230'), ('white matter of right cerebral hemisphere', '2738.2324'), ('cortex of right cerebral hemisphere', '3411.9141'), ('right lateral ventricle', '27.6855'), ('temporal horn of right lateral ventricle', '2.6367'), ('right thalamus proper', '402.0996'), ('right hippocampus', '119.9707'), ('right ventral diencephalon', '225.4395')]"
coronal,56,"(256, 256, 1)","[('Unknown', '71139.9902'), ('white matter of left cerebral hemisphere', '2578.7109'), ('cortex of left cerebral hemisphere', '3479.1504'), ('left lateral ventricle', '40.8691'), ('temporal horn of left lateral ventricle', '11.8652'), ('left thalamus', '445.6055'), ('left caudate nucleus', '7.9102'), ('third ventricle', '32.9590'), ('brainstem', '982.1777'), ('left hippocampus', '93.6035'), ('cerebrospinal fluid', '71.1914'), ('left ventral diencephalon', '358.5938'), ('white matter of right cerebral hemisphere', '3021.6797'), ('cortex of right cerebral hemisphere', '3186.4746'), ('right lateral ventricle', '29.0039'), ('right thalamus proper', '431.1035'), ('right caudate nucleus', '2.6367'), ('right hippocampus', '118.6523'), ('right ventral diencephalon', '367.8223')]"
coronal,57,"(256, 256, 1)","[('Unknown', '70993.6523'), ('white matter of left cerebral hemisphere', '2739.5508'), ('cortex of left cerebral hemisphere', '3406.6406'), ('left lateral ventricle', '39.5508'), ('temporal horn of left lateral ventricle', '6.5918'), ('left thalamus', '493.0664'), ('left caudate nucleus', '10.5469'), ('third ventricle', '26.3672'), ('brainstem', '929.4434'), ('left hippocampus', '89.6484'), ('cerebrospinal fluid', '31.6406'), ('left ventral diencephalon', '369.1406'), ('white matter of right cerebral hemisphere', '3036.1816'), ('cortex of right cerebral hemisphere', '3195.7031'), ('right lateral ventricle', '30.3223'), ('temporal horn of right lateral ventricle', '2.6367'), ('right thalamus proper', '441.6504'), ('right caudate nucleus', '11.8652'), ('right hippocampus', '130.5176'), ('right ventral diencephalon', '415.2832')]"
coronal,58,"(256, 256, 1)","[('Unknown', '71010.7910'), ('white matter of left cerebral hemisphere', '2841.0645'), ('cortex of left cerebral hemisphere', '3401.3672'), ('left lateral ventricle', '38.2324'), ('temporal horn of left lateral ventricle', '2.6367'), ('left thalamus', '436.3770'), ('left caudate nucleus', '13.1836'), ('third ventricle', '10.5469'), ('brainstem', '842.4316'), ('left hippocampus', '125.2441'), ('cerebrospinal fluid', '18.4570'), ('left ventral diencephalon', '390.2344'), ('white matter of right cerebral hemisphere', '2887.2070'), ('cortex of right cerebral hemisphere', '3313.0371'), ('right lateral ventricle', '39.5508'), ('temporal horn of right lateral ventricle', '1.3184'), ('right thalamus proper', '468.0176'), ('right caudate nucleus', '14.5020'), ('right hippocampus', '114.6973'), ('right ventral diencephalon', '431.1035')]"
coronal,59,"(256, 256, 1)","[('Unknown', '71009.4727'), ('white matter of left cerebral hemisphere', '2751.4160'), ('cortex of left cerebral hemisphere', '3514.7461'), ('left lateral ventricle', '36.9141'), ('left thalamus', '448.2422'), ('left caudate nucleus', '18.4570'), ('left putamen', '35.5957'), ('third ventricle', '5.2734'), ('brainstem', '773.8770'), ('left hippocampus', '108.1055'), ('cerebrospinal fluid', '19.7754'), ('left ventral diencephalon', '373.0957'), ('white matter of right cerebral hemisphere', '2703.9551'), ('cortex of right cerebral hemisphere', '3452.7832'), ('right lateral ventricle', '39.5508'), ('right thalamus proper', '471.9727'), ('right caudate nucleus', '19.7754'), ('right putamen', '18.4570'), ('right hippocampus', '130.5176'), ('right ventral diencephalon', '468.0176')]"
